"Fips","Less.Than.High.School.Diploma","At.Least.High.School.Diploma","At.Least.Bachelors.s.Degree","Graduate.Degree","School.Enrollment","Median.Earnings.2010","White..Not.Latino..Population","African.American.Population","Native.American.Population","Asian.American.Population","Other.Race.or.Races","Latino.Population","Children.Under.6.Living.in.Poverty","Adults.65.and.Older.Living.in.Poverty","Total.Population","Preschool.Enrollment.Ratio.enrolled.ages.3.and.4","Poverty.Rate.below.federal.poverty.threshold","Gini.Coefficient","Child.Poverty.living.in.families.below.the.poverty.line","Management.professional.and.related.occupations","Service.occupations","Sales.and.office.occupations","Farming.fishing.and.forestry.occupations","Construction.extraction.maintenance.and.repair.occupations","Production.transportation.and.material.moving.occupations","White","Black","Hispanic","Asian","Amerindian","Other","White..Asian","Sire.Homogeneity","Median.Age","lon","lat","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","CA","S","MAR","CFS","ACFS","Mean.Alc","Max.Alc","Mixedness","elevation","Annual.Prcp","Winter.Prcp","Summer.Prcp","Spring.Prcp","Autumn.Prcp","Annual.Tavg","Annual.Tmax","Annual.Tmin","Winter.Tavg","Winter.Tmax","Winter.Tmin","Summer.Tavg","Summer.Tmax","Summer.Tmin","Spring.Tavg","Spring.Tmax","Spring.Tmin","Autumn.Tavg","Autumn.Tmax","Autumn.Tmin","Nearest.County","temp","precip","Temp.Bins","Lat.Bins","Lon.Bins","Precip.Bins","Elevation.Bins"
2198,"11.6","88.4","17.8","5.9","67.2","25851.39619","50.5","0.15","38.45","0.55","7.75","2.6","25.75","7.0",5565,"52.9","13.55","0.404","19.5","32.95","18.0","15.95","7.4","11.75","13.9","50.5","0.15","2.6","0.55","38.45","7.75","51.05","0.40958000000000006","39.5","-132.875734","55.4156834","","","","","","","","","","","","","","","","","-0.270822263512418","","","","","","","","8.63333333333333","10009.6666666667","2843.33333333333","1459.0","2032.66666666667","3674.66666666667","","","","","","","","","","","","","","","",2198,"","2542.45533333333","",NA,"[-164,-109]","(1.39e+03,4.3e+03]","[-12.3,38.9]"
48061,"37.7","62.3","14.5","4.7","76.6","18633.289205","11.65","0.30000000000000004","0.1","0.6000000000000001","0.30000000000000004","87.05","49.35","25.35",394695,"43.2","35.2","0.492","46.9","26.6","23.6","26.4","1.05","10.2","12.15","11.65","0.30000000000000004","87.05","0.6000000000000001","0.1","0.30000000000000004","12.25","0.7713975","30.2","-97.4789584","26.1029227","4.6","3.3","0.08","80.0","0.373","0.136","0.27","0.083","396.3","183.7","0.359","0.105","319.26","2.29","30.7","5.7","-0.303100850113867","-1.64043280396614","1.52257378565298","0.00021270384466699999","0.00021270384466699999","0.00038817102833300004","0.001445767287945","2.32188349384195","10.5333333333333","2665.5","400.333333333333","660.666666666667","553.833333333333","1050.66666666667","739.5","830.5","648.666666666667","613.833333333333","708.833333333333","518.666666666667","844.333333333333","931.333333333333","757.166666666667","742.0","831.666666666667","652.0","756.333333333333","847.833333333333","664.5",48061,"23.3055555555556","677.037","18.5,25.2",NA,"(-100,-96.7]","(628,818]","[-12.3,38.9]"
20195,"11.3","88.7","22.2","6.2","77.45","22580.635555","97.05","0.2","0.2","0.2","0.9","1.4","7.25","11.15",2975,"31.3","8.65","0.40700000000000003","4.15","37.45","15.6","19.05","4.25","12.75","10.85","97.05","0.2","1.4","0.2","0.2","0.9","97.25","0.94215925","49.8","-99.865423","38.9213022","3.6","3.6","","29.2","0.081","0.165","0.331","0.10300000000000001","","","0.148","0.034","135.38","","","","1.88441060160717","0.675298069968703","0.675638494341659","-1.4405827915564602e-05","1.4405827915564602e-05","0.000161448863517","0.000497792057737","-0.274770567420608","709.866666666667","2206.66666666667","193.0","913.0","680.333333333333","420.333333333333","","","","","","","","","","","","","","","",20195,"","560.493333333333","",NA,"(-100,-96.7]","(444,628]","(572,1.01e+03]"
38025,"16.0","84.0","15.1","2.5","68.5","24045.874605","84.05","0.1","11.7","0.35000000000000003","2.6","1.2","6.6","11.95",3427,"19.8","8.75","0.426","9.0","37.4","15.85","13.65","5.3","12.3","15.55","84.05","0.1","1.2","0.35000000000000003","11.7","2.6","84.4","0.7209625","44.2","-102.6123649","47.3546096","3.8","2.7","","23.5","0.214","0.128","0.30000000000000004","0.097","188.2","","0.151","0.015","","","","","-1.55911361132941","0.422412876353551","0.867350956259728","2.5691663584903605e-05","2.5691663584903605e-05","0.00017380931153200001","0.001017862216017","0.057316858636154","682.3","1647.25","125.5","740.25","444.0","337.5","","","","","","","","","","","","","","","",38025,"","418.4015","",NA,"(-109,-100]","[123,444]","(572,1.01e+03]"
31031,"10.5","89.5","22.6","5.5","73.25","22634.97397","91.0","0.15","4.5","0.30000000000000004","3.0","1.05","6.05","16.9",5697,"28.0","8.15","0.418","5.45","41.0","15.55","20.55","7.6","8.85","6.45","91.0","0.15","1.05","0.30000000000000004","4.5","3.0","91.3","0.8311465","43.9","-101.072622","42.5669845","2.8","2.5","0.06","36.7","0.159","0.148","0.27","0.081","69.4","","0.18","0.026000000000000002","181.89","","","","1.3058918780331101","0.6833901486826011","0.7305151740470011","-1.65843987828818e-05","1.65843987828818e-05","0.00019784368914800001","0.0007071213449700002","-0.110823399726915","893.1","2306.0","135.0","987.0","734.0","450.0","502.0","626.0","379.0","283.0","396.0","171.0","723.0","852.0","594.0","488.0","614.0","363.0","510.0","638.0","382.0",31031,"10.1111111111111","585.724","9.33,10.7",NA,"(-109,-100]","(444,628]","(572,1.01e+03]"
27151,"13.0","87.0","15.2","4.7","72.4","22379.252065","93.4","1.85","0.5","0.2","0.45","3.55","10.0","11.7",10336,"52.3","9.35","0.425","10.75","30.1","17.85","22.45","2.8","9.25","17.6","93.4","1.85","3.55","0.2","0.5","0.45","93.6","0.87400775","44.2","-95.6903976","45.2754495","","","0.06","26.5","0.222","0.23900000000000002","0.291","0.095","93.4","215.0","0.099","0.059000000000000004","88.2","","60.3","","1.4059591350702","0.47726194158160606","0.553849872600361","-2.708066950130039e-07","2.708066950130039e-07","0.00011061203797900002","0.000326180834689","-0.6175103540661451","317.0","2832.0","213.0","1202.0","712.0","705.0","435.0","545.0","324.0","145.0","242.0","49.0","691.0","810.0","573.0","441.0","557.0","324.0","456.0","567.0","344.0",27151,"6.38888888888889","719.328","-10.1,6.44",NA,"(-96.7,-93.6]","(628,818]","(259,317]"
47141,"19.2","80.8","21.7","7.6","73.9","21367.60095","90.35","1.9","0.25","1.15","1.15","5.15","33.5","13.0",71129,"34.9","22.1","0.47800000000000004","29.25","32.0","15.55","26.1","0.45","10.5","15.25","90.35","1.9","5.15","1.15","0.25","1.15","91.5","0.81959625","35.7","-85.4969279","36.1408072","4.2","3.4","0.07","38.2","0.303","0.181","0.325","0.105","294.7","89.7","0.20400000000000001","0.076","357.82","3.5","73.5","7.0","0.046397453721226","-0.519119850467018","0.604768086875331","3.0369158296184002e-05","3.0369158296184002e-05","3.77810977328415e-05","0.00013684081191300002","-0.565739739310484","449.55","5796.0","1609.0","1392.5","1546.5","1248.0","563.0","671.0","454.5","371.5","470.5","273.5","743.5","849.0","638.5","555.5","670.0","441.5","576.5","691.5","461.5",47141,"13.5","1472.184","12.0,13.6",NA,"(-87.2,-84.5]","(1.39e+03,4.3e+03]","(396,572]"
54011,"14.3","85.7","23.0","9.7","76.35","22291.17365","91.4","4.7","0.15","1.0","1.75","1.05","32.45","10.6",95435,"38.2","20.8","0.481","27.4","33.05","21.05","27.6","0.1","7.1","11.05","91.4","4.7","1.05","1.0","0.15","1.75","92.4","0.8381237500000001","38.9","-82.2433916","38.41958","5.0","4.7","0.11","47.9","0.386","0.232","0.339","0.132","527.7","183.7","0.17400000000000002","0.068","333.04","6.74","94.2","9.1","-1.13052078591758","-0.9685175262094041","0.632572290011389","5.41669868669992e-06","5.41669868669992e-06","0.00010664724185000001","0.00040035667179200005","-0.498991091414729","174.7","4483.0","968.0","1346.0","1226.0","943.0","541.0","663.0","420.0","342.0","445.0","239.0","736.0","854.0","617.0","532.0","668.0","396.0","552.0","681.0","423.0",54011,"12.2777777777778","1138.682","12.0,13.6",NA,"(-84.5,-82.1]","(1.12e+03,1.19e+03]","(167,216]"
54109,"27.3","72.7","9.3","3.8","73.85","25406.02508","97.65","0.75","0.15","0.2","0.85","0.30000000000000004","31.15","9.95",23723,"43.9","18.6","0.41600000000000004","25.8","26.25","16.85","17.35","0.9500000000000001","24.65","13.95","97.65","0.75","0.30000000000000004","0.2","0.15","0.85","97.85","0.953696","42.3","-81.5488841","37.6037173","7.6","7.7","0.12","61.1","0.248","0.34600000000000003","0.37","0.17300000000000001","76.9","33.3","0.17200000000000001","0.09","271.36","8.29","152.5","","-0.407073537714974","-1.64783565155212","1.26700885650374","1.4717558775523302e-05","1.4717558775523302e-05","0.000270014112017","0.000810279965342","0.736279847572749","413.675","4661.5","1065.75","1358.5","1282.0","955.25","529.75","642.75","416.75","334.5","432.0","236.75","715.5","822.25","608.5","522.25","650.0","394.0","543.5","663.25","424.0",54109,"11.6527777777778","1184.021","10.7,12.0",NA,"(-82.1,-78.2]","(1.12e+03,1.19e+03]","(396,572]"
5013,"22.2","77.8","6.6","1.7000000000000002","66.95","24009.61778","73.1","22.3","0.1","0.1","1.65","2.8","21.7","20.7",5389,"67.5","13.85","0.391","12.15","19.3","11.9","15.3","3.75","15.85","33.85","73.1","22.3","2.8","0.1","0.1","1.65","73.2","0.58514825","40.4","-92.513879","33.5604604","3.3","","0.11","42.0","0.447","0.35000000000000003","0.342","0.12","369.4","98.2","0.213","0.09","83.38","","72.3","","-0.631176795072083","-1.06739982465623","1.11504315569528","4.92932666100732e-05","4.92932666100732e-05","0.000163910004303","0.000617340890606","0.473040207428698","","","","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"(-93.6,-90.4]","",""
48447,"21.6","78.4","16.7","4.9","74.9","23957.95651","88.95","0.25","0.6000000000000001","0.55","0.85","8.75","27.1","6.15",1635,"0.0","14.25","0.428","24.25","23.85","18.65","20.55","11.55","13.65","11.85","88.95","0.25","8.75","0.55","0.6000000000000001","0.85","89.5","0.7990112500000001","47.9","-99.2061367","33.1707121","","","","","0.20700000000000002","","0.29","0.11800000000000001","248.6","","0.332","0.045","40.25","","","","0.056671852680753004","-0.42685210011851205","0.82439052550588","6.67462090905846e-05","6.67462090905846e-05","6.44665622867902e-05","0.000713662452946","-0.039959990896325","405.25","2951.0","456.5","908.0","851.0","735.5","","","","","","","","","","","","","","","",48447,"","749.554","",NA,"(-100,-96.7]","(628,818]","(396,572]"
41059,"18.8","81.2","14.6","5.5","71.55","24384.780315","71.9","0.7000000000000001","2.55","0.85","2.55","21.4","21.6","10.35",74397,"33.2","15.65","0.40800000000000003","20.8","26.15","18.65","22.95","5.25","9.2","17.9","71.9","0.7000000000000001","21.4","0.85","2.55","2.55","72.75","0.5641787500000001","35.6","-118.7338795","45.5911997","4.5","3.8","0.06","55.1","0.369","0.217","0.338","0.10300000000000001","320.6","86.0","0.216","0.084","268.97","3.65","67.1","5.7","-0.385361489434061","-0.377765419963404","0.5378196350030341","3.2637326970175205e-05","3.2637326970175205e-05","3.25931472872386e-05","0.000187013459912","-0.6526709426896851","632.155555555556","1810.55555555556","583.444444444444","236.222222222222","554.777777777778","436.111111111111","","","","","","","","","","","","","","","",41059,"","459.881111111111","",NA,"[-164,-109]","(444,628]","(572,1.01e+03]"
47095,"33.9","66.1","5.2","1.5","61.8","15757.45524","66.1","30.0","1.0","0.2","1.05","1.65","54.95","19.0",7618,"49.2","27.5","0.483","41.1","18.15","30.25","20.55","3.7","7.4","20.0","66.1","30.0","1.65","0.2","1.0","1.05","66.3","0.5274075","38.4","-89.4855365","36.3339054","","","0.11","95.5","0.496","0.249","0.329","0.116","707.0","187.0","0.159","0.10200000000000001","343.25","","69.0","","-1.7250395246841301","-2.35982225510348","0.8530444761221011","-0.000205473737299","0.000205473737299","0.00037464999366000005","0.001606311405044","1.38971338078363","","","","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"(-90.4,-87.2]","",""
54069,"10.9","89.1","25.9","10.3","78.5","23145.11746","92.9","3.6","0.1","0.85","1.75","0.75","32.35","9.35",44404,"42.7","15.7","0.47300000000000003","24.5","33.25","21.0","25.65","0.0","8.55","11.5","92.9","3.6","0.75","0.85","0.1","1.75","93.75","0.86477275","43.0","-80.6207278","40.0989316","3.4","3.4","0.09","35.7","0.32","0.255","0.273","0.121","210.2","122.0","0.153","0.069","524.18","","57.0","8.4","-0.023472097682993003","-0.23892961901134202","0.676768452021811","3.71882523524381e-05","3.71882523524381e-05","3.4776097140641804e-05","0.00015507091630300002","-0.445390185526978","250.366666666667","3913.0","802.333333333333","1169.66666666667","1071.33333333333","869.666666666667","522.666666666667","617.333333333333","427.333333333333","317.0","394.333333333333","240.0","718.0","818.666666666667","617.0","506.333333333333","612.0","400.666666666667","545.333333333333","642.0","449.0",54069,"11.2592592592593","993.902","10.7,12.0",NA,"(-82.1,-78.2]","(932,1.03e+03]","(216,259]"
41053,"11.2","88.8","28.1","9.6","77.3","25991.63492","81.4","0.5","1.75","1.75","2.95","11.65","21.6","6.4",74976,"37.3","12.9","0.41000000000000003","17.3","33.6","19.95","24.95","2.9","7.45","11.05","81.4","0.5","11.65","1.75","1.75","2.95","83.15","0.677676","37.2","-123.3973288","44.9043946","4.2","3.3","0.06","25.6","0.249","0.133","0.305","0.098","265.8","51.6","0.163","0.084","246.61","","62.7","5.1","-0.36284680453018603","0.42383590734748106","0.469010521194033","-1.8781589968153204e-05","1.8781589968153204e-05","7.597577837097701e-05","0.000270304797741","-0.712917962542937","305.66","6746.8","3145.4","334.8","1522.2","1744.4","","","","","","","","","","","","","","","",41053,"","1713.6872","",NA,"[-164,-109]","(1.39e+03,4.3e+03]","(259,317]"
45029,"24.7","75.3","13.6","4.2","76.8","22458.14","55.75","39.65","0.85","0.25","0.9500000000000001","2.55","34.9","18.3",39010,"32.6","21.35","0.45","28.55","24.15","17.8","22.6","1.2","16.9","17.35","55.75","39.65","2.55","0.25","0.85","0.9500000000000001","56.0","0.468837499999999","39.5","-80.6553452","32.8349797","4.4","4.1","0.11","68.3","0.458","0.241","0.367","0.162","865.0","399.7","0.225","0.115","753.71","14.73","104.6","10.6","-2.45812754117604","-1.92218545710436","0.626294587595283","-0.000166626022593","0.000166626022593","0.000213538968054","0.000796028690629","0.539050269268977","11.4","4955.66666666667","1060.0","1779.0","987.333333333333","1129.33333333333","650.333333333333","769.0","531.333333333333","491.333333333333","613.666666666667","369.0","800.666666666667","907.666666666667","694.0","644.666666666667","775.0","514.666666666667","661.333333333333","777.333333333333","545.333333333333",45029,"18.3518518518519","1258.73933333333","16.6,18.5",NA,"(-82.1,-78.2]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
5039,"19.7","80.3","12.4","3.8","82.3","20199.847935","54.35","42.1","0.25","0.05","0.7000000000000001","2.55","31.75","18.7",8165,"97.8","18.85","0.462","28.05","25.55","10.75","20.45","2.15","7.55","33.55","54.35","42.1","2.55","0.05","0.25","0.7000000000000001","54.4","0.473338999999999","41.7","-92.6539989","33.9678233","3.8","","0.15","70.6","0.41000000000000003","","0.33","0.136","879.6","","0.203","0.10300000000000001","303.73","17.02","113.4","","-1.74624209479787","-1.75993020092766","1.08442985538363","-2.63391374705213e-06","2.63391374705213e-06","0.000293410071948","0.001995014399346","0.49270104984265406","51.8","5315.0","1400.0","1093.0","1496.0","1326.0","613.0","737.0","489.0","425.0","543.0","307.0","793.0","911.0","674.0","610.0","742.0","477.0","621.0","747.0","495.0",5039,"16.2777777777778","1350.01","14.9,16.6",NA,"(-93.6,-90.4]","(1.27e+03,1.39e+03]","(38.9,105]"
12003,"21.6","78.4","6.2","2.2","63.7","28018.497145","82.35","13.1","0.15","0.5","1.7000000000000002","2.2","31.3","11.0",26296,"25.7","17.6","0.429","23.3","24.4","21.0","26.05","0.55","15.3","12.65","82.35","13.1","2.2","0.5","0.15","1.7000000000000002","82.85","0.696113499999999","36.1","-82.3022838","30.3244416","7.5","4.7","0.1","67.5","0.323","0.202","0.367","0.134","335.1","380.0","0.179","0.078","206.2","7.15","96.4","8.6","0.07816466196556701","-1.22108808310276","0.8769526875740751","-3.62202228926245e-06","3.62202228926245e-06","0.000133148658785","0.00033280852829400005","-0.132220044379252","39.0","5116.0","1021.0","2043.0","983.0","1069.0","670.0","796.0","545.0","533.0","669.0","397.0","798.0","905.0","690.0","660.0","799.0","521.0","688.0","807.0","570.0",12003,"19.4444444444444","1299.464","18.5,25.2",NA,"(-84.5,-82.1]","(1.27e+03,1.39e+03]","(38.9,105]"
26017,"12.6","87.4","18.0","5.7","78.4","25519.37619","91.6","1.4","0.35000000000000003","0.55","1.65","4.45","22.0","8.35",107774,"52.0","12.4","0.42","16.8","28.45","20.35","26.1","0.4","9.0","15.6","91.6","1.4","4.45","0.55","0.35000000000000003","1.65","92.15","0.841546999999999","41.2","-83.9787007","43.6997112","3.0","4.2","0.08","34.8","0.311","0.232","0.335","0.112","317.4","60.7","0.132","0.085","309.4","2.37","60.1","6.3","-0.127845308198748","0.012567622268736001","0.530407295584963","1.8278637093749304e-05","1.8278637093749304e-05","4.74210079898572e-05","0.000168323208435","-0.7004905233037071","185.925","","","","","","467.75","566.25","369.5","239.75","317.75","161.5","686.75","798.0","575.5","447.0","550.25","343.5","493.75","594.25","393.75",26017,"8.20833333333333","","8.12,9.33",NA,"(-84.5,-82.1]","","(167,216]"
13307,"21.9","78.1","7.9","3.8","77.9","23396.770795","52.6","38.1","0.0","0.75","1.6","7.0","33.4","18.1",2501,"37.5","21.5","0.47100000000000003","24.35","24.15","16.45","21.85","5.25","10.0","22.25","52.6","38.1","7.0","0.75","0.0","1.6","53.35","0.42704925","40.4","-84.55321789999999","32.0465538","","","0.17","38.4","0.47700000000000004","","0.311","0.137","286.6","","0.249","0.083","35.26","","","","-1.49975154234914","-1.7025190700899","0.846991815194974","-6.44976400182573e-06","6.44976400182573e-06","0.00024184461281499998","0.000879873109803","0.088439928094192","123.4","4973.0","1365.0","1362.0","1235.0","1011.0","","","","","","","","","","","","","","","",13307,"","1263.142","",NA,"(-87.2,-84.5]","(1.19e+03,1.27e+03]","(105,167]"
17051,"17.1","82.9","14.3","5.3","75.1","25467.58508","95.3","2.3","0.1","0.25","0.8","1.25","34.5","10.5",21577,"37.5","16.9","0.435","25.35","26.45","18.2","21.35","0.85","12.85","20.3","95.3","2.3","1.25","0.25","0.1","0.8","95.55","0.9089655","40.0","-89.0179232","39.0011246","","3.6","0.09","44.5","0.259","0.183","0.322","0.10200000000000001","230.4","362.5","0.14100000000000001","0.105","156.12","","67.2","","0.07186324142384301","-0.449175821628912","0.46826391864819705","1.9965595074000803e-05","1.9965595074000803e-05","2.22285988137096e-05","7.68756696941653e-05","-0.8292521539086081","165.6","4092.0","786.0","1107.0","1175.0","1024.0","540.333333333333","641.333333333333","439.666666666667","312.0","394.333333333333","230.333333333333","750.333333333333","856.333333333333","643.666666666667","537.333333333333","640.0","434.666666666667","557.666666666667","669.666666666667","445.333333333333",17051,"12.2407407407407","1039.368","12.0,13.6",NA,"(-90.4,-87.2]","(1.03e+03,1.12e+03]","(105,167]"
28133,"30.2","69.8","13.0","3.5","75.75","19560.667935","25.5","72.05","0.1","0.30000000000000004","0.45","1.6","48.3","32.85",30027,"73.7","34.15","0.498","44.1","25.7","18.35","25.45","3.7","6.3","20.45","25.5","72.05","1.6","0.30000000000000004","0.1","0.45","25.8","0.5844315","33.2","-90.5950901","33.6055289","4.4","3.6","0.15","90.5","0.64","0.20700000000000002","0.439","0.138","1198.1","721.1","0.215","0.146","503.2","12.92","81.9","17.1","-3.08182928755123","-3.18630371467626","1.32403044372745","-0.000332681095822","0.000332681095822","0.0009141401256400003","0.002574266208213","3.85113727404969","35.7","5445.0","1577.0","1073.0","1506.0","1289.0","638.0","734.0","543.0","448.0","538.0","359.0","812.0","904.0","719.0","638.0","735.0","541.0","652.0","756.0","549.0",28133,"17.6666666666667","1383.03","16.6,18.5",NA,"(-93.6,-90.4]","(1.27e+03,1.39e+03]","[-12.3,38.9]"
37183,"8.4","91.6","47.4","16.0","81.6","35147.968255","63.7","20.15","0.30000000000000004","5.0","1.9500000000000002","9.05","13.9","7.05",864876,"54.6","9.55","0.439","11.8","48.4","12.5","24.8","0.15","7.7","6.4","63.7","20.15","9.05","5.0","0.30000000000000004","1.9500000000000002","68.7","0.45745075","34.1","-78.650624","35.7898464","2.8","2.6","0.08","26.2","0.275","0.129","0.248","0.07","533.6","364.0","0.154","0.075","273.93","3.63","38.4","6.6","0.7958400598534491","0.922553713891167","0.907049846661915","-6.33091237159933e-05","6.33091237159933e-05","0.000272777355338","0.000737122077677","0.519793888005015","115.642857142857","","","","","","","","","","","","","","","","","","","","",37183,"","","",NA,"(-82.1,-78.2]","","(105,167]"
42091,"7.4","92.6","44.2","18.5","82.2","40658.301585","80.6","8.15","0.1","5.8","1.65","3.75","7.1","5.8",788090,"60.6","5.55","0.454","6.35","47.35","11.75","25.9","0.1","6.65","8.25","80.6","8.15","3.75","5.8","0.1","1.65","86.4","0.66132175","40.2","-75.3702011","40.2099992","2.7","3.1","0.07","14.2","0.20600000000000002","0.151","0.24","0.075","225.9","139.6","0.084","0.068","194.35","2.27","51.9","5.4","1.8352641393967","1.38800814169588","0.7486796995236381","-0.00019210212735000002","0.00019210212735000002","0.00035048458661200005","0.0008178434246610001","1.1334950853801","63.7","","","","","","","","","","","","","","","","","","","","",42091,"","","",NA,"(-78.2,178]","","(38.9,105]"
48089,"20.4","79.6","15.3","4.0","68.95","24959.56635","60.55","13.4","0.05","0.4","0.7000000000000001","24.85","36.45","14.3",20714,"32.9","15.4","0.46","22.95","27.05","15.8","22.2","2.5","13.65","18.75","60.55","13.4","24.85","0.4","0.05","0.7000000000000001","60.95","0.44640375","42.5","-96.5083889","29.5959081","","","0.07","50.8","0.328","","0.28800000000000003","0.115","264.2","125.3","0.268","0.057","254.02","","81.0","","-0.731802733551636","-0.612117164645195","0.519676937770787","2.2367205166962102e-05","2.2367205166962102e-05","3.5699311094198706e-05","0.00012761860858700002","-0.7203975439563141","68.6","4393.0","961.0","1109.0","1107.0","1216.0","692.0","803.0","582.0","534.0","646.0","422.0","835.0","941.0","729.0","692.0","797.0","587.0","706.0","827.0","585.0",48089,"20.6666666666667","1115.822","18.5,25.2",NA,"(-96.7,-93.6]","(1.03e+03,1.12e+03]","(38.9,105]"
13141,"33.9","66.1","10.3","3.3","74.4","19777.351745","23.35","74.9","0.1","0.4","0.30000000000000004","0.9500000000000001","31.5","18.75",9439,"65.2","24.25","0.424","32.15","21.65","32.55","10.65","1.15","3.8","30.2","23.35","74.9","0.9500000000000001","0.4","0.1","0.30000000000000004","23.75","0.6156395","40.9","-83.0004653","33.2692195","","","0.15","45.6","0.616","","0.387","0.163","723.4","218.9","0.213","0.17","136.97","","62.1","","-1.48243672556201","-2.38694083548772","1.3409130838731","-0.000183015809058","0.000183015809058","0.000525177686577","0.0019982493840630003","2.24795270088587","","","","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"(-84.5,-82.1]","",""
47021,"18.4","81.6","17.9","4.9","76.25","30170.9473","94.05","1.85","0.25","0.45","1.2","2.2","8.95","12.7",39073,"38.3","9.7","0.394","10.75","31.3","13.75","27.6","0.4","14.65","12.25","94.05","1.85","2.2","0.45","0.25","1.2","94.5","0.885536999999999","38.9","-87.1008163","36.25518","3.7","3.3","0.09","37.8","0.274","0.305","0.297","0.1","209.8","197.9","0.153","0.07200000000000001","324.15","7.44","102.0","","-0.19447572661370602","-0.042321766684769","0.64908479282907","4.1479804562871716e-05","4.1479804562871716e-05","5.6278649689188704e-05","0.00040181333825500007","-0.41122983049760703","162.866666666667","","","","","","577.666666666667","700.0","456.0","386.333333333333","497.0","275.666666666667","762.0","880.333333333333","644.333333333333","570.333333333333","699.0","441.333333333333","589.0","719.333333333333","459.0",47021,"14.3148148148148","","13.6,14.9",NA,"(-87.2,-84.5]","","(105,167]"
47049,"28.4","71.6","10.1","3.8","62.55","21002.07778","97.75","0.15","0.2","0.1","0.85","0.9500000000000001","40.35","18.85",17685,"30.3","25.75","0.487","32.15","27.7","12.55","20.4","3.5","16.35","19.45","97.75","0.15","0.9500000000000001","0.1","0.2","0.85","97.85","0.955676","41.6","-84.9327026","36.3760785","7.1","3.1","0.09","51.3","0.381","0.212","0.34900000000000003","0.131","199.8","33.0","0.179","0.09","268.92","","132.7","","-1.05118854488705","-1.6139936690249002","0.879023968985383","-3.3794971883049904e-05","3.3794971883049904e-05","0.00024915002432900003","0.0008723501137450001","0.282876240947033","503.933333333333","","","","","","549.666666666667","656.0","443.333333333333","364.666666666667","459.666666666667","269.333333333333","723.666666666667","826.0","621.0","544.0","658.666666666667","429.333333333333","563.0","675.666666666667","450.0",47049,"12.7592592592593","","12.0,13.6",NA,"(-87.2,-84.5]","","(396,572]"
48463,"30.1","69.9","16.1","5.3","78.35","20613.29492","29.9","0.45","0.25","0.45","0.6000000000000001","68.3","41.15","17.25",26514,"52.3","27.2","0.491","39.7","25.2","18.4","25.7","4.35","12.15","14.1","29.9","0.45","68.3","0.45","0.25","0.6000000000000001","30.35","0.55597275","34.9","-99.7610739","29.3503398","5.6","","0.08","82.9","0.355","","0.295","0.10300000000000001","719.8","56.2","0.28200000000000003","0.08","285.3","5.44","59.4","7.0","-0.856296339327785","-1.45462940123525","0.9369440706747951","2.7559876442928603e-05","2.7559876442928603e-05","0.00020718848631000002","0.00046969069543200006","0.23193469684832402","290.5","2550.0","400.0","749.0","706.0","695.0","","","","","","","","","","","","","","","",48463,"","647.7","",NA,"(-100,-96.7]","(628,818]","(259,317]"
37033,"25.0","75.0","11.1","3.8","73.85","22255.484445","61.7","33.9","0.4","0.15","1.0","2.85","36.9","19.1",23473,"40.6","21.3","0.42","34.0","28.2","17.05","20.2","1.45","12.25","20.95","61.7","33.9","2.85","0.15","0.4","1.0","61.85","0.4965405","42.8","-79.3325457","36.3930972","4.7","4.6","0.1","37.9","0.437","0.358","0.325","0.14","324.7","228.2","0.183","0.097","213.66","","86.4","","-0.049485391689319","-1.395844032923939","0.542606407188262","-3.86918307760387e-05","3.86918307760387e-05","0.00012288832164800002","0.000357499734039","-0.412499265699433","199.6","4800.0","1014.0","1368.0","1230.0","1188.0","587.0","697.0","476.0","397.0","498.0","295.0","771.0","878.0","663.0","580.0","698.0","462.0","595.0","709.0","481.0",37033,"14.8333333333333","1219.2","13.6,14.9",NA,"(-82.1,-78.2]","(1.19e+03,1.27e+03]","(167,216]"
38063,"11.2","88.8","21.4","3.9","79.95","23035.941905","97.05","0.15","0.5","0.30000000000000004","0.9","1.15","20.75","12.8",3180,"82.0","9.2","0.442","13.65","40.6","16.05","17.75","5.0","8.9","11.7","97.05","0.15","1.15","0.30000000000000004","0.5","0.9","97.35","0.94211975","50.2","-98.2044278","47.9186666","2.6","1.4","","20.4","0.27","0.178","0.308","0.10400000000000001","","","0.137","0.041","105.92","","","","0.24903089125458303","0.28959656105979303","0.8343711179880061","2.2793736978110605e-05","2.2793736978110605e-05","0.00011566651804200002","0.000556507862707","-0.13098877176120402","467.0","2022.0","172.0","973.0","419.0","458.0","388.0","493.0","282.0","84.0","176.0","-8.0","659.0","775.0","543.0","390.0","497.0","284.0","411.0","518.0","305.0",38063,"3.77777777777778","513.588","-10.1,6.44",NA,"(-100,-96.7]","(444,628]","(396,572]"
