"Fips","Less.Than.High.School.Diploma","At.Least.High.School.Diploma","At.Least.Bachelors.s.Degree","Graduate.Degree","School.Enrollment","Median.Earnings.2010","White..Not.Latino..Population","African.American.Population","Native.American.Population","Asian.American.Population","Other.Race.or.Races","Latino.Population","Children.Under.6.Living.in.Poverty","Adults.65.and.Older.Living.in.Poverty","Total.Population","Preschool.Enrollment.Ratio.enrolled.ages.3.and.4","Poverty.Rate.below.federal.poverty.threshold","Gini.Coefficient","Child.Poverty.living.in.families.below.the.poverty.line","Management.professional.and.related.occupations","Service.occupations","Sales.and.office.occupations","Farming.fishing.and.forestry.occupations","Construction.extraction.maintenance.and.repair.occupations","Production.transportation.and.material.moving.occupations","White","Black","Hispanic","Asian","Amerindian","Other","White..Asian","Sire.Homogeneity","Median.Age","lon","lat","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","CA","S","MAR","CFS","ACFS","Mean.Alc","Max.Alc","Mixedness","elevation","Annual.Prcp","Winter.Prcp","Summer.Prcp","Spring.Prcp","Autumn.Prcp","Annual.Tavg","Annual.Tmax","Annual.Tmin","Winter.Tavg","Winter.Tmax","Winter.Tmin","Summer.Tavg","Summer.Tmax","Summer.Tmin","Spring.Tavg","Spring.Tmax","Spring.Tmin","Autumn.Tavg","Autumn.Tmax","Autumn.Tmin","Nearest.County","temp","precip","Temp.Bins","Lat.Bins","Lon.Bins","Precip.Bins","Elevation.Bins"
13231,"17.0","83.0","15.7","5.9","77.95","28673.490475","85.25","11.35","0.4","0.25","1.4","1.35","16.75","7.95",17440,"37.0","10.5","0.38","14.85","28.35","12.9","24.4","0.1","15.05","19.15","85.25","11.35","1.35","0.25","0.4","1.4","85.5","0.740039","37.9","-84.3866265","33.0907685","","","0.09","37.7","0.305","","0.313","0.117","191.5","38.6","0.20400000000000001","0.091","59.74","","70.1","","0.28943006285585104","-0.044023513728925004","0.603244856091523","2.1339678680398803e-05","2.1339678680398803e-05","4.10923837569107e-05","9.580966005873212e-05","-0.605323255380121","","","","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"(-84.5,-82.1]","",""
49051,"9.0","91.0","31.1","11.2","74.2","28934.628255","86.5","0.30000000000000004","0.30000000000000004","0.6000000000000001","1.2","11.05","11.1","1.9500000000000002",21924,"35.7","6.95","0.41300000000000003","8.1","35.05","16.05","25.85","0.30000000000000004","12.55","10.25","86.5","0.30000000000000004","11.05","0.6000000000000001","0.30000000000000004","1.2","87.1","0.76063325","31.3","-111.1615683","40.3348838","2.8","2.6","0.07","28.4","0.136","0.078","0.232","0.062","139.2","28.3","0.20800000000000002","0.069","57.8","","57.8","","0.371450202085896","1.18335340263817","0.531713028848898","-0.000139199857425","0.000139199857425","0.0002023154976","0.000597604322289","0.254505579789131","1779.325","1962.75","625.25","308.75","490.25","538.5","459.25","605.5","313.0","259.5","371.5","147.5","655.0","836.5","473.25","448.25","587.75","309.0","470.25","621.0","319.75",49051,"7.73611111111111","498.5385","6.44,8.12",NA,"[-164,-109]","(444,628]","(1.01e+03,3.06e+03]"
53021,"32.4","67.6","14.6","4.6","68.95","22461.965715","44.25","1.75","0.5","1.8","1.5","50.2","28.45","14.15",73960,"16.5","20.2","0.429","27.15","23.35","19.9","20.15","11.75","9.55","15.3","44.25","1.75","50.2","1.8","0.5","1.5","46.05","0.4486905","28.4","-118.9069436","46.5345799","4.2","2.6","0.07","75.1","0.34400000000000003","0.117","0.322","0.091","361.9","114.5","0.249","0.094","293.21","4.21","42.2","5.2","-1.64142675987043","-0.786791860116116","0.938695480198179","0.00010171651463700001","0.00010171651463700001","0.00014061786189400002","0.000551389319366","0.45426268456592206","393.65","1029.0","349.5","119.0","291.5","269.0","","","","","","","","","","","","","","","",53021,"","261.366","",NA,"[-164,-109]","[123,444]","(317,396]"
31119,"13.9","86.1","20.0","5.5","77.2","24901.171745","84.0","1.2","0.85","0.45","1.1","12.45","19.5","11.0",34801,"49.4","11.95","0.42","14.95","26.9","16.75","23.55","2.3","10.15","20.4","84.0","1.2","12.45","0.45","0.85","1.1","84.45","0.72145775","36.8","-97.6068564","41.9099293","2.5","2.2","0.06","42.1","0.28200000000000003","0.176","0.294","0.08","194.7","88.1","0.147","0.036000000000000004","125.91","","54.2","6.1","1.02562179720069","0.39360866163415204","0.477162855330288","-2.8099288993777002e-05","2.8099288993777002e-05","6.98821297591511e-05","0.00022189366597300003","-0.669603714987506","475.066666666667","2853.33333333333","208.0","1146.0","858.333333333333","641.0","483.666666666667","600.333333333333","366.333333333333","235.0","341.0","128.666666666667","718.333333333333","834.666666666667","602.0","481.0","602.0","360.333333333333","495.333333333333","620.0","370.666666666667",31119,"9.09259259259259","724.746666666667","8.12,9.33",NA,"(-100,-96.7]","(628,818]","(396,572]"
12045,"22.3","77.7","13.6","5.8","70.4","25476.32381","73.95","18.65","0.45","0.2","2.8","4.0","41.2","7.0",15788,"33.3","18.5","0.419","33.25","29.35","23.55","22.05","1.45","14.95","8.75","73.95","18.65","4.0","0.2","0.45","2.8","74.15","0.5840507500000001","42.5","-85.2565366","29.9072571","4.3","3.0","0.1","44.6","0.459","0.24","0.311","0.113","359.8","689.7","0.215","0.085","392.9","","84.4","","0.041796869961959006","-1.06232261809201","0.656996328639714","-1.30169569179106e-06","1.30169569179106e-06","8.9090252055864e-05","0.00039705583557600005","-0.5275806897734231","12.8","6174.0","1378.0","2296.0","1246.0","1254.0","665.0","772.0","558.0","524.0","640.0","409.0","795.0","884.0","705.0","660.0","776.0","543.0","679.0","786.0","571.0",12045,"19.1666666666667","1568.196","18.5,25.2",NA,"(-87.2,-84.5]","(1.39e+03,4.3e+03]","[-12.3,38.9]"
13267,"26.0","74.0","11.9","4.8","64.0","21881.09619","58.7","27.95","0.1","1.25","1.1","10.9","34.05","13.25",24415,"48.3","20.5","0.44","23.5","24.85","19.95","18.05","5.3","16.75","15.05","58.7","27.95","10.9","1.25","0.1","1.1","59.95","0.434848499999999","35.8","-82.0592081","32.0437683","5.7","5.5","0.09","87.7","0.406","0.315","0.315","0.105","358.1","229.8","0.268","0.101","154.11","10.15","82.5","11.3","-0.88414943430864","-1.650715506359179","0.742760426252367","-8.719158985964763e-05","8.719158985964763e-05","0.00019516313791900002","0.0006202155805910001","0.251516216648981","61.0","4694.0","1104.0","1647.0","954.0","989.0","662.0","777.0","547.0","506.0","624.0","388.0","810.0","914.0","706.0","655.0","782.0","529.0","674.0","786.0","562.0",13267,"19.0","1192.276","18.5,25.2",NA,"(-82.1,-78.2]","(1.19e+03,1.27e+03]","(38.9,105]"
55083,"12.8","87.2","13.2","3.5","75.25","28724.721585","96.3","0.30000000000000004","1.05","0.30000000000000004","0.8","1.2","17.2","10.3",37469,"35.3","11.15","0.40900000000000003","15.7","27.35","14.45","21.05","2.9","11.95","22.35","96.3","0.30000000000000004","1.2","0.30000000000000004","1.05","0.8","96.6","0.92770525","43.0","-88.2065162","44.9965754","4.2","3.8","0.06","23.7","0.23700000000000002","0.185","0.294","0.083","189.5","18.2","0.111","0.079","35.34","","70.5","","0.7369889738505491","0.425748484215819","0.5052397746150741","-9.07619809764615e-06","9.07619809764615e-06","0.00011960824376000002","0.00038557353835","-0.6160854655607191","216.725","3178.0","424.0","1090.25","794.25","869.5","430.75","537.0","324.5","181.0","272.75","89.0","661.0","778.25","543.75","420.0","531.75","308.25","457.0","560.0","354.0",55083,"6.15277777777778","807.212","-10.1,6.44",NA,"(-90.4,-87.2]","(628,818]","(216,259]"
1059,"30.4","69.6","11.8","4.2","68.9","21582.97016","80.3","3.8","0.45","0.2","1.15","14.15","25.85","13.6",31275,"24.3","18.95","0.454","23.55","21.4","14.05","21.7","1.8","13.5","27.55","80.3","3.8","14.15","0.2","0.45","1.15","80.5","0.66643175","38.5","-87.8428147","34.4419884","5.0","4.4","0.09","65.9","0.324","0.245","0.343","0.14200000000000002","279.1","50.4","0.21","0.082","275.89","","92.4","10.4","-0.17492683562416803","-1.28420026282162","0.651386020504754","-2.8091218733095105e-05","2.8091218733095105e-05","0.00014905393651800002","0.000452590240613","-0.265758816601934","236.25","","","","","","598.0","713.5","482.5","415.5","522.0","309.0","771.5","881.0","661.5","594.0","714.5","473.0","608.5","732.0","484.5",1059,"15.4444444444444","","14.9,16.6",NA,"(-90.4,-87.2]","","(216,259]"
53015,"13.9","86.1","14.7","4.7","74.75","27034.81238","86.75","0.55","1.1","1.3","3.15","7.15","28.3","7.0",101142,"41.2","16.35","0.42","22.2","27.6","18.25","22.05","2.55","11.7","17.85","86.75","0.55","7.15","1.3","1.1","3.15","88.05","0.758981","39.5","-122.6586822","46.1859234","4.5","4.1","0.07","46.7","0.375","0.232","0.367","0.115","377.6","107.6","0.162","0.109","280.36","3.15","79.6","6.0","-0.255892042709225","-0.40665634048855104","0.542118178150307","3.6723396451166005e-05","3.6723396451166005e-05","3.4770447724774404e-05","0.000207555239475","-0.62179807037309","49.1","5739.5","2252.5","456.0","1414.5","1616.5","","","","","","","","","","","","","","","",53015,"","1457.833","",NA,"[-164,-109]","(1.39e+03,4.3e+03]","(38.9,105]"
29061,"16.0","84.0","14.4","4.4","73.85","24987.185715","97.45","0.25","0.2","0.1","0.9500000000000001","1.1","25.25","12.1",8247,"28.2","14.35","0.433","19.5","27.8","17.1","21.2","3.7","11.7","18.55","97.45","0.25","1.1","0.1","0.2","0.9500000000000001","97.55","0.94987275","40.0","-93.970053","39.9628387","3.8","4.3","0.07","38.6","0.184","0.189","0.311","0.109","216.5","","0.218","0.07","100.81","","64.6","","0.31422639473658903","-0.091685624017485","0.5006837243019341","2.3614263070737003e-05","2.3614263070737003e-05","2.9352499435346103e-05","0.00012018114387700002","-0.75304650060398","266.7","3892.5","464.5","1361.5","1121.0","945.5","","","","","","","","","","","","","","","",29061,"","988.695","",NA,"(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
28033,"12.6","87.4","21.1","6.2","77.35","32217.39143","72.0","20.6","0.15","1.15","1.45","4.6","15.0","7.1",155023,"35.2","9.6","0.365","14.4","31.65","14.9","27.05","0.25","10.75","15.45","72.0","20.6","4.6","1.15","0.15","1.45","73.15","0.56329675","34.8","-89.99324","34.874266","3.3","3.4","0.08","41.3","0.327","0.234","0.328","0.109","","170.8","0.17300000000000001","0.068","183.43","4.04","62.3","6.8","-0.376282923500711","0.21779298322838703","0.5220997008225451","1.3168097337534789e-06","1.3168097337534789e-06","5.8248736153856205e-05","0.00020746731155600002","-0.77149187251642","96.92","5428.8","1478.0","1145.4","1595.8","1209.6","","","","","","","","","","","","","","","",28033,"","1378.9152","",NA,"(-90.4,-87.2]","(1.27e+03,1.39e+03]","(38.9,105]"
30007,"10.2","89.8","15.2","2.8","84.25","20760.074605","95.55","0.30000000000000004","0.7000000000000001","0.1","2.05","1.3","17.3","6.15",5107,"7.3","11.75","0.363","14.3","30.25","18.75","15.65","8.0","12.05","15.3","95.55","0.30000000000000004","1.3","0.1","0.7000000000000001","2.05","95.65","0.9136285","42.6","-111.496103","46.3344755","3.9","2.2","0.08","31.2","0.148","0.11","0.295","0.078","69.5","","0.231","0.082","256.01","","102.2","","1.09300685881822","0.348051741762236","0.9939226569810811","3.72894932716972e-05","3.72894932716972e-05","0.00016030669911400001","0.0006944129130110002","0.24838883789710203","1276.9","1234.0","121.75","476.25","395.25","240.75","","","","","","","","","","","","","","","",30007,"","313.436","",NA,"[-164,-109]","[123,444]","(1.01e+03,3.06e+03]"
55041,"14.4","85.6","12.0","4.5","68.9","22205.98857","82.9","1.25","11.8","0.30000000000000004","2.15","1.65","28.5","9.85",9534,"39.0","18.45","0.435","27.1","24.15","25.45","19.65","4.05","10.25","16.45","82.9","1.25","1.65","0.30000000000000004","11.8","2.15","83.2","0.70206475","43.4","-88.7732251","45.6668822","3.3","2.4","0.08","42.9","0.337","0.194","0.30000000000000004","0.11900000000000001","465.6","","0.156","0.095","66.74","","111.1","","-0.9133848903141251","-0.619985573045002","0.666755514509305","2.8568959453245702e-05","2.8568959453245702e-05","4.48349999929422e-05","0.00025289345047900004","-0.478674861779788","513.25","3209.0","370.5","1112.5","816.5","909.5","","","","","","","","","","","","","","","",55041,"","815.086","",NA,"(-90.4,-87.2]","(628,818]","(396,572]"
54055,"20.9","79.1","16.4","5.7","72.35","22425.9327","91.45","5.85","0.15","0.6000000000000001","1.25","0.7000000000000001","38.8","11.85",61857,"38.9","23.25","0.462","33.55","30.55","17.0","26.05","0.1","12.65","13.7","91.45","5.85","0.7000000000000001","0.6000000000000001","0.15","1.25","92.05","0.839976","41.9","-81.106456","37.4034477","5.3","5.1","0.13","62.3","0.30000000000000004","0.28300000000000003","0.339","0.14100000000000001","352.2","50.8","0.192","0.074","340.2","9.49","119.7","6.9","-0.9121270546323831","-1.34088994544291","0.737841705007892","-1.1618789514000702e-05","1.1618789514000702e-05","0.000147963910922","0.000409570020429","-0.23870035718950702","871.233333333333","4115.0","913.666666666667","1187.0","1157.66666666667","856.666666666667","","","","","","","","","","","","","","","",54055,"","1045.21","",NA,"(-82.1,-78.2]","(1.03e+03,1.12e+03]","(572,1.01e+03]"
29081,"15.4","84.6","7.6","2.1","71.35","22181.57619","96.7","0.2","0.30000000000000004","0.4","0.8","1.55","21.45","14.15",8853,"31.6","16.85","0.423","22.45","24.45","18.2","21.5","6.15","12.25","17.45","96.7","0.2","1.55","0.4","0.30000000000000004","0.8","97.1","0.93542225","43.5","-93.9925818","40.34562","4.3","2.3","0.07","59.2","0.251","0.305","0.315","0.121","383.5","","0.189","0.066","145.58","","76.0","","0.16875490952381803","-0.5114204891919031","0.6683659071207081","4.36559286833837e-05","4.36559286833837e-05","4.60395822685711e-05","0.000219972161516","-0.39854213851250403","289.3","3821.0","407.0","1447.0","1107.0","860.0","512.0","619.0","405.0","267.0","363.0","170.0","739.0","846.0","633.0","508.0","619.0","396.0","529.0","641.0","416.0",29081,"10.6666666666667","970.534","9.33,10.7",NA,"(-96.7,-93.6]","(932,1.03e+03]","(259,317]"
1117,"8.5","91.5","39.6","12.2","80.9","37336.918095","82.05","10.15","0.2","1.7000000000000002","1.05","4.85","9.9","5.15",189040,"57.0","6.9","0.434","9.25","42.5","11.6","29.35","0.05","9.1","7.45","82.05","10.15","4.85","1.7000000000000002","0.2","1.05","83.75","0.686277999999999","36.5","-86.6781042","33.2629366","3.3","3.6","0.08","24.4","0.201","0.18","0.296","0.089","215.2","77.7","0.121","0.05","158.07","3.37","64.6","6.9","-0.24549829251760402","0.95371930151524","0.682206376660313","-0.000100717596379","0.000100717596379","0.000208069254817","0.0007436903310940002","0.26989398861684","156.36","5624.4","1563.8","1400.6","1410.8","1249.2","","","","","","","","","","","","","","","",1117,"","1428.5976","",NA,"(-87.2,-84.5]","(1.39e+03,4.3e+03]","(105,167]"
6115,"23.1","76.9","12.5","3.1","71.45","24491.46127","59.65","2.45","1.55","6.7","5.85","23.75","29.55","7.2",71530,"32.0","18.7","0.418","26.25","27.6","18.6","25.55","2.65","11.55","14.15","59.65","2.45","23.75","6.7","1.55","5.85","66.35","0.42097025","31.5","-121.3442802","39.2700256","4.3","5.3","0.06","54.4","0.343","0.17200000000000001","0.305","0.077","338.9","70.5","0.186","0.169","396.28","5.15","83.2","6.1","-1.57406598641459","-0.5797827212890081","0.805569625049893","8.49119593855918e-05","8.49119593855918e-05","0.000101943495776","0.000761651926295","0.110981388260975","579.35","5361.0","2796.0","87.5","1442.25","1035.25","","","","","","","","","","","","","","","",6115,"","1361.694","",NA,"[-164,-109]","(1.27e+03,1.39e+03]","(572,1.01e+03]"
17137,"13.5","86.5","20.2","7.8","79.95","23707.31619","90.25","5.65","0.25","0.55","1.5","1.8","28.85","7.9",35423,"61.6","16.35","0.43","25.7","31.4","19.65","26.4","1.0","7.5","14.0","90.25","5.65","1.8","0.55","0.25","1.5","90.8","0.818284","40.3","-90.2022771","39.716806","3.6","2.7","0.09","33.8","0.377","0.202","0.299","0.099","402.3","182.7","0.112","0.085","260.85","3.98","72.7","","0.43949937437588604","-0.17730235425426702","0.5191923483013521","1.7619233659615902e-05","1.7619233659615902e-05","2.7642446705663603e-05","9.042444825291261e-05","-0.7629121074613681","188.35","3992.5","624.5","1190.0","1153.0","1025.0","526.5","638.0","415.5","291.5","384.5","198.0","740.5","855.0","626.0","524.0","640.5","406.5","547.0","667.5","426.0",17137,"11.4722222222222","1014.095","10.7,12.0",NA,"(-90.4,-87.2]","(932,1.03e+03]","(167,216]"
31163,"12.3","87.7","15.7","4.0","74.95","23116.852065","97.8","0.05","0.05","0.15","0.55","1.45","8.9","17.6",3057,"51.5","14.05","0.40700000000000003","17.55","29.7","14.65","22.3","4.1","12.1","17.1","97.8","0.05","1.45","0.15","0.05","0.55","97.95","0.95672725","47.2","-98.9728492","41.2187425","2.4","1.9","","21.0","0.16","0.17500000000000002","0.336","0.09","129.3","","0.162","0.032","32.25","","","","0.170841085430319","0.470144116262511","0.7471631450181351","4.91528575646827e-06","4.91528575646827e-06","0.00015382858943","0.0006491521482570002","-0.24688815182076","651.033333333333","2667.33333333333","181.333333333333","1068.0","871.666666666667","546.333333333333","488.0","614.666666666667","361.666666666667","254.333333333333","375.0","133.666666666667","718.333333333333","838.0","598.0","480.666666666667","610.666666666667","350.666666666667","495.333333333333","631.333333333333","360.0",31163,"9.33333333333333","677.502666666667","8.12,9.33",NA,"(-100,-96.7]","(628,818]","(572,1.01e+03]"
41011,"14.2","85.8","18.3","6.0","72.2","21811.92857","87.8","0.30000000000000004","2.25","0.9500000000000001","3.65","5.05","28.3","8.3",63136,"36.3","16.45","0.448","21.5","29.5","20.75","26.75","2.1","9.85","11.05","87.8","0.30000000000000004","5.05","0.9500000000000001","2.25","3.65","88.75","0.775372","46.5","-124.0925574","43.1841928","4.2","3.2","0.07","38.7","0.367","0.261","0.289","0.096","280.3","61.5","0.179","0.107","218.42","2.7","91.6","4.5","-0.29825013429644","-0.202629384738565","0.6535214848285511","4.4106192512605216e-05","4.4106192512605216e-05","4.74911788390601e-05","0.000300009273858","-0.412208990697764","23.5","","","","","","","","","","","","","","","","","","","","",41011,"","","",NA,"[-164,-109]","","[-12.3,38.9]"
21107,"22.2","77.8","13.2","5.7","73.85","25201.678095","90.05","6.1","0.1","0.5","1.85","1.4","31.35","10.5",46577,"35.9","18.0","0.442","30.0","27.35","17.05","22.15","0.85","13.45","19.15","90.05","6.1","1.4","0.5","0.1","1.85","90.55","0.8151855","40.1","-87.5421956","37.3110702","4.7","4.6","0.1","64.2","0.386","0.23900000000000002","0.342","0.121","402.9","35.3","0.164","0.073","138.02","3.66","78.9","8.7","0.302741068585658","-0.9124539312266191","0.44087285246168406","1.7690242526957588e-06","1.7690242526957588e-06","6.0238408195351904e-05","0.000190577050998","-0.8697530913853531","129.5","4920.0","1171.0","1106.0","1493.0","1150.0","586.0","699.0","473.0","377.0","475.0","279.0","776.0","891.0","660.0","587.0","706.0","469.0","601.0","720.0","481.0",21107,"14.7777777777778","1249.68","13.6,14.9",NA,"(-90.4,-87.2]","(1.19e+03,1.27e+03]","(105,167]"
24009,"8.1","91.9","29.0","11.9","81.25","43811.907935","80.0","13.6","0.2","1.4","2.2","2.6","6.6","5.35",88396,"49.3","4.6","0.369","5.5","40.25","16.05","22.6","0.1","13.2","7.75","80.0","13.6","2.6","1.4","0.2","2.2","81.4","0.659856","39.1","-76.5258639","38.5213575","3.5","3.5","0.07","20.5","0.219","0.198","0.28400000000000003","0.095","328.3","123.6","0.078","0.057","227.42","2.7800000000000002","53.3","5.4","1.85670591534487","1.11619155142864","0.64454770754734","-0.00010586970911500001","0.00010586970911500001","0.000183166454681","0.000457596561374","0.190741662116081","30.5","4575.0","1001.0","1226.0","1191.0","1157.0","550.0","659.0","442.0","360.0","461.0","260.0","735.0","840.0","630.0","539.0","660.0","418.0","564.0","670.0","457.0",24009,"12.7777777777778","1162.05","12.0,13.6",NA,"(-78.2,178]","(1.12e+03,1.19e+03]","[-12.3,38.9]"
27127,"13.4","86.6","16.4","3.7","72.7","25954.957145","89.55","0.4","4.2","2.4","1.45","1.9500000000000002","24.0","11.6",15842,"36.3","10.85","0.428","13.35","33.25","17.7","20.2","1.8","10.35","16.75","89.55","0.4","1.9500000000000002","2.4","4.2","1.45","91.95","0.80486675","42.6","-95.2542415","44.4035357","1.3","1.8","0.05","29.7","0.242","0.188","0.305","0.08700000000000001","100.2","","0.12","0.054","163.76","","68.5","","0.24038622034339502","0.48959603513714706","0.5660241067688541","-1.79022744870028e-05","1.79022744870028e-05","9.878692156371373e-05","0.000289910747533","-0.5404172153502751","323.325","2836.5","204.0","1169.5","775.5","687.5","","","","","","","","","","","","","","","",27127,"","720.471","",NA,"(-96.7,-93.6]","(628,818]","(317,396]"
8077,"10.9","89.1","25.4","8.5","73.25","27529.67111","83.8","0.55","0.6000000000000001","0.65","1.8","12.6","19.95","7.65",142301,"42.4","12.3","0.441","16.45","32.0","16.85","25.15","0.65","14.0","11.35","83.8","0.55","12.6","0.65","0.6000000000000001","1.8","84.45","0.718552499999999","38.1","-108.4618366","39.0194924","3.7","3.5","0.07","46.5","0.275","0.201","0.223","0.066","465.0","72.9","0.181","0.092","292.46","3.09","80.9","5.3","0.273359251239538","0.305985644664653","0.526320305061005","1.73236376202479e-05","1.73236376202479e-05","5.548119249240952e-05","0.000186787656086","-0.692354778220948","1486.23333333333","1052.5","186.0","243.333333333333","295.666666666667","327.5","532.0","662.0","402.5","312.833333333333","418.166666666667","207.5","749.666666666667","897.833333333333","601.333333333333","528.666666666667","662.333333333333","395.0","533.666666666667","665.166666666667","402.166666666667",8077,"11.7777777777778","267.335","10.7,12.0",NA,"(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
13209,"18.7","81.3","15.5","5.5","77.7","23000.56476","68.05","25.8","0.05","0.5","0.55","5.05","38.35","20.25",9031,"31.9","19.2","0.454","23.25","29.3","16.95","17.0","6.6","14.55","15.6","68.05","25.8","5.05","0.5","0.05","0.55","68.55","0.53225","35.6","-82.5333487","32.1721081","3.1","3.5","0.11","45.9","0.402","","0.327","0.123","540.5","92.6","0.23900000000000002","0.101","","","70.0","","-1.46677519330776","-1.14493297113595","0.6421443369434481","1.963794279691289e-06","1.963794279691289e-06","0.000111263980055","0.000367279531128","-0.49343990947376404","","","","","","","","","","","","","","","","","","","","","",NA,"","","",NA,"(-84.5,-82.1]","",""
46023,"19.3","80.7","15.5","3.9","74.1","19208.28762","64.95","0.2","30.9","0.2","2.45","1.3","45.45","15.65",9064,"43.5","24.85","0.446","35.5","37.1","19.35","21.0","6.7","6.9","8.9","64.95","0.2","1.3","0.2","30.9","2.45","65.15","0.5181085","39.0","-98.5951429","43.2061853","2.3","2.1","0.06","71.8","0.47600000000000003","0.17400000000000002","0.331","0.124","662.5","","0.182","0.05","153.22","","97.0","","-0.47422694157482104","-1.10154754095116","0.8884536412635031","0.000100041456863","0.000100041456863","0.00018029510151900001","0.0007576094448380001","0.47047884047154603","460.266666666667","2487.66666666667","186.333333333333","899.333333333333","823.666666666667","578.333333333333","","","","","","","","","","","","","","","",46023,"","631.867333333333","",NA,"(-100,-96.7]","(628,818]","(396,572]"
48355,"21.8","78.2","19.9","7.4","75.05","23833.141585","33.7","3.8","0.25","1.45","0.9500000000000001","59.85","33.95","14.25",329963,"43.2","19.4","0.47200000000000003","28.25","30.45","19.5","25.5","0.5","12.8","11.25","33.7","3.8","59.85","1.45","0.25","0.9500000000000001","35.15","0.473522","34.7","-97.5216428","27.7394061","4.5","3.2","0.09","62.8","0.422","0.26","0.294","0.1","737.6","166.5","0.244","0.062","681.8","6.04","59.7","6.2","-0.296712015348901","-0.8907269352096371","0.671688349399416","2.6115144546146103e-05","2.6115144546146103e-05","8.221475538076103e-05","0.000337359849999","-0.400202459481571","12.62","3246.0","546.2","904.6","692.8","1102.4","723.6","813.0","634.6","586.2","681.8","490.4","840.6","925.4","755.4","722.6","808.2","636.8","743.4","834.4","652.6",48355,"22.4222222222222","824.484","18.5,25.2",NA,"(-100,-96.7]","(818,932]","[-12.3,38.9]"
51017,"20.8","79.2","11.5","4.1","67.75","30448.45238","93.85","3.45","0.05","0.55","0.45","1.6","48.25","12.65",4683,"28.8","10.2","0.326","24.85","11.65","24.45","19.95","3.05","24.45","16.5","93.85","3.45","1.6","0.55","0.05","0.45","94.4","0.8822792500000001","47.0","-79.732898","38.0689876","","","0.1","14.2","0.405","","0.278","0.115","85.9","","0.167","0.052000000000000005","35.64","","","","0.38818765910032604","-0.47640808035716103","1.25429986870669","0.00015113622639600002","0.00015113622639600002","0.000157852258597","0.0008769952063970002","1.14792512638531","681.5","4350.0","984.0","1130.0","1198.0","1038.0","511.0","626.0","396.0","319.0","418.0","221.0","693.0","811.0","576.0","504.0","630.0","378.0","524.0","642.0","406.0",51017,"10.6111111111111","1104.9","9.33,10.7",NA,"(-82.1,-78.2]","(1.03e+03,1.12e+03]","(572,1.01e+03]"
29041,"15.3","84.7","14.2","5.0","78.1","26719.70095","95.7","2.4","0.15","0.30000000000000004","0.85","0.6000000000000001","24.1","22.6",7804,"42.5","14.75","0.393","17.15","30.55","12.75","22.45","3.3","12.5","18.45","95.7","2.4","0.6000000000000001","0.30000000000000004","0.15","0.85","96.0","0.9165445","45.1","-92.9616205","39.5179685","3.5","5.3","0.05","29.9","0.304","0.122","0.319","0.113","116.4","","0.165","0.063","313.74","","58.5","","0.6467557259283041","-0.011925735594512","0.7472590998278751","6.83082130845114e-05","6.83082130845114e-05","8.65566639622258e-05","0.0008474291806","-0.08202846908454901","212.15","4121.0","522.5","1412.5","1160.5","1025.5","535.0","637.5","432.5","301.0","393.0","208.5","750.5","851.5","649.5","533.0","640.5","425.0","552.0","661.5","442.0",29041,"11.9444444444444","1046.734","10.7,12.0",NA,"(-93.6,-90.4]","(1.03e+03,1.12e+03]","(167,216]"
35009,"18.5","81.5","18.2","6.9","69.4","21441.332065","50.65","6.8","0.8","2.05","1.85","37.8","27.95","14.0",46681,"35.4","19.85","0.444","27.15","26.75","20.0","23.9","4.4","13.95","11.0","50.65","6.8","37.8","2.05","0.8","1.85","52.7","0.40487675","31.7","-103.3460546","34.5729841","4.2","3.8","0.08","91.9","0.373","0.226","0.292","0.088","561.9","84.5","0.217","0.048","545.09","7.63","65.4","5.5","-0.8980004396798621","-0.8317058375841231","0.7085465922920611","6.59430906944092e-05","6.59430906944092e-05","0.000107741556647","0.000484348156836","-0.09608115337396601","1383.35","1737.75","150.25","804.75","347.5","435.25","","","","","","","","","","","","","","","",35009,"","441.3885","",NA,"(-109,-100]","[123,444]","(1.01e+03,3.06e+03]"
30083,"15.1","84.9","16.6","3.9","69.25","23804.11016","93.45","0.05","1.5","0.2","1.7000000000000002","3.1","13.3","13.85",9437,"51.9","14.85","0.432","21.05","27.35","14.5","20.95","2.05","15.75","19.45","93.45","0.05","3.1","0.2","1.5","1.7000000000000002","93.65","0.8747695","42.3","-104.5633871","47.7855132","2.7","2.8","0.08","34.6","0.226","0.186","0.309","0.069","325.8","","0.201","0.027","128.44","","105.3","","0.914309914798851","0.051293831718147005","0.7233343445219821","4.19275023224031e-05","4.19275023224031e-05","6.6473958795416e-05","0.00029784622764700004","-0.28999977537653804","637.666666666667","1439.0","114.0","653.0","384.0","288.0","","","","","","","","","","","","","","","",30083,"","365.506","",NA,"(-109,-100]","[123,444]","(572,1.01e+03]"
