"State","Fips","Republicans.2016","Democrats.2016","Republicans.2012","Democrats.2012","Republicans.2008","Democrats.2008","consistency_dem","consistency_rep"
"North Dakota","38087",0.845433255269321,0.0983606557377049,0.780320366132723,0.189931350114416,0.722627737226277,0.257907542579075,0.736431932990803,1.07983727434528
"Nebraska","31015",0.856392294220666,0.112084063047285,0.815126050420168,0.175536881419234,0.755855855855856,0.225225225225225,0.779383753501401,1.07841467934015
"Tennessee","47039",0.782171728206249,0.1953244483286,0.676076217360621,0.306516113855563,0.651060256141088,0.328784379592694,0.932270913342304,1.03842341931269
"Florida","12113",0.744876017933937,0.21042638850764,0.757176691044427,0.231215678109466,0.734685305506333,0.255562118527269,0.904733766654835,1.03061363194489
"Georgia","13135",0.452142585921076,0.509562221584226,0.538725701652692,0.446567226550915,0.546868217801999,0.444481573090994,1.00469232829028,0.985110642958857
"Kentucky","21023",0.768641905301956,0.199886589169266,0.627784653465347,0.354888613861386,0.607825831126802,0.36510738452486,0.972011602348793,1.03283641680964
"Kentucky","21065",0.763931469792606,0.199819657348963,0.723186728395062,0.261574074074074,0.693451260820474,0.292623259315017,0.893893652494939,1.04288040018761
"Texas","48289",0.862832455785068,0.122721749696233,0.837149028077754,0.152915766738661,0.790512711262605,0.201391847748899,0.759294720456214,1.05899502455901
"Louisiana","22061",0.576564509215602,0.380518645520789,0.565418838519455,0.418891170431211,0.556859064601908,0.432347880494291,0.968875272274506,1.01537152658845
"Louisiana","22097",0.549562171628722,0.430522892169127,0.515643383677096,0.472254904314837,0.509495681641682,0.476972677852823,0.990108922885847,1.0120662495423
"Illinois","17157",0.712086659064994,0.243799885974914,0.576014452473596,0.400152862701501,0.495855808446257,0.486449151427444,0.822599569815851,1.16165716456668
"Indiana","18091",0.504022758590034,0.43994754856203,0.426157826057096,0.551887548361988,0.381892197190903,0.602272000682026,0.916342695222454,1.11591132050301
"Arkansas","5051",0.639588550105563,0.30154170962832,0.63872520133569,0.33893144765272,0.613577620714106,0.36366339577758,0.931992198247015,1.04098516597186
"Ohio","39027",0.743977900552486,0.217845303867403,0.66045207061541,0.318484298520596,0.642786842786843,0.33970473970474,0.937532690292789,1.02748224862845
"West Virginia","54083",0.701090976331361,0.251849112426036,0.631535780192741,0.34262866516301,0.559401827748546,0.418997507615619,0.817734375349392,1.12894836746336
"Minnesota","27139",0.537007662320204,0.383142895550477,0.562800954680587,0.414699847865228,0.54704164928797,0.435083119823631,0.953150855480981,1.02880823683741
"New Jersey","34035",0.419062684361001,0.543530265998483,0.465169716440844,0.520966615449085,0.463899442671997,0.52503342644197,0.992254186518285,1.00273825241421
"New York","36039",0.611903121522073,0.337590757326832,0.54064253919102,0.436907296303464,0.539914931721513,0.44101186478621,0.990692838876942,1.00134763353773
"South Carolina","45041",0.510611043794357,0.460965899255669,0.498279481091497,0.492309280478992,0.511554999743032,0.479879396296233,1.02590210014994,0.974048697289239
"South Carolina","45059",0.633451688449044,0.334101382488479,0.580185709789109,0.405964746616305,0.583441138421734,0.402480785328362,1.00865621767534,0.994420296379116
"Iowa","19091",0.708126365984502,0.248559507252136,0.600814269096549,0.382318728189221,0.565098575053679,0.421627952371657,0.906767983571008,1.06320259087448
"Indiana","18047",0.788444040036397,0.178980891719745,0.703030303030303,0.275473484848485,0.661451460885957,0.320829406220547,0.858629163996012,1.06286000500877
"North Carolina","37151",0.772710838638686,0.205517566611648,0.743803014082187,0.243317137445442,0.705075068361222,0.282284554663181,0.861956963021817,1.05492740767445
"Maryland","24023",0.789538938395971,0.174506005424254,0.740518355248157,0.237440145929923,0.691656308266004,0.290242386575513,0.818075363600099,1.070644981327
"Missouri","29021",0.599358884233614,0.337710541855299,0.531533071269868,0.444197573064433,0.489497950819672,0.490881147540984,0.904898416428485,1.08587394570255
"Texas","48043",0.490534784666351,0.442262186464742,0.510990431859322,0.456426170157745,0.475641025641026,0.505128205128205,0.903584803865587,1.07431950633496
"Texas","48259",0.785664125200642,0.182233146067416,0.815835348366417,0.171118483945341,0.774573032365938,0.214916995103308,0.796207316518111,1.05327104646859
"Texas","48249",0.438279604730277,0.541713915438199,0.411785778255418,0.581407845244492,0.416896314157768,0.577506028246641,1.00675632254385,0.987741470171848
"Texas","48417",0.917443408788282,0.0685752330226365,0.893617021276596,0.0961115187087307,0.853156146179402,0.138205980066445,0.695422286810768,1.04742493537483
"Illinois","17015",0.602121294533587,0.331384280663584,0.481316003249391,0.496209044137558,0.468595256710972,0.516679697680479,0.960380379498516,1.02714655420907
"Wisconsin","55007",0.43462227373301,0.521862817405964,0.368103800572129,0.61636697997548,0.355407689057879,0.630756231516688,0.977187301809753,1.03572266978215
"Kansas","20161",0.479462759462759,0.434285714285714,0.545329605231979,0.425430074404057,0.526633908770709,0.456363873548724,0.932216810011443,1.03550036590866
"Colorado","8045",0.496467639015497,0.425592525068368,0.513561127499181,0.463167813831531,0.492115068018369,0.492028420414176,0.941343618813013,1.04357935953306
"Florida","12035",0.588786511765628,0.382927211607127,0.533036861349936,0.458681687913825,0.488486875650099,0.504293202259795,0.90955358085023,1.09119996446281
"Mississippi","28057",0.870354992734067,0.114178949553664,0.79341060313372,0.183086499248766,0.770073359461361,0.209426188322782,0.874229248572202,1.03030522142551
"Missouri","29189",0.395399737434284,0.557834964934964,0.425103466016993,0.561964227617671,0.396005029882791,0.595017629596288,0.944449709832896,1.07347996600653
"Idaho","16051",0.735419754162671,0.0850841251852498,0.869431508654775,0.114489060715227,0.817929317115219,0.157168853558088,0.728446241881588,1.06296655525346
"New Mexico","35043",0.421090504693684,0.44818957904033,0.450959724841895,0.503642886201413,0.429694695548354,0.557206208425721,0.903871634209459,1.04948869398167
"Oklahoma","40005",0.81327469012395,0.158936425429828,0.7400125496758,0.2599874503242,0.719319811514034,0.280680188485966,0.926276456228044,1.02876709056325
"West Virginia","54081",0.744942171880864,0.217051618846167,0.715043879426966,0.268444968607999,0.620970310343607,0.362256272338016,0.741036081654141,1.15149447166211
"Wyoming","56039",0.321944809461235,0.600607752956636,0.423761339846476,0.541957431960921,0.370656057161416,0.606690483923352,0.893301355999827,1.14327374842261
"Texas","48317",0.827920227920228,0.151566951566952,0.842364532019704,0.152709359605911,0.809912536443149,0.183090379008746,0.834065451350758,1.04006851865644
"Utah","49023",0.676889106967615,0.106967615309127,0.868076535750252,0.113544813695871,0.741980088495575,0.204922566371681,0.554086432286464,1.16994586405997
"Illinois","17019",0.372606394905601,0.557132606843356,0.450643831595605,0.521076072946311,0.402540912494206,0.577552499910866,0.902214210875599,1.11949821150686
"Kansas","20007",0.824807605251245,0.127206880941603,0.765773552290406,0.208297320656871,0.744516653127539,0.24289195775792,0.857571912135815,1.02855127427113
"Kentucky","21041",0.671335927367056,0.286900129701686,0.54320652173913,0.442663043478261,0.529856584093872,0.447457627118644,0.98928483201581,1.02519537936494
"Georgia","13045",0.685419714703731,0.283970373079737,0.680642133384678,0.30537437724133,0.658903857648628,0.329532392293899,0.926690014039581,1.03299157454264
"Michigan","26091",0.575836147728511,0.364963503649635,0.499754047044093,0.486897415258027,0.465601039091633,0.516193907906314,0.943245179380141,1.07335251660755
"Montana","30021",0.766263940520446,0.182620817843866,0.684829301379154,0.275604793126837,0.593834383438344,0.358460846084608,0.768856058164258,1.15323282126903
"Virginia","51600",0.311709127720601,0.621140543276531,0.410611402528162,0.571932238369593,0.411563432181084,0.576855588699772,0.991465194362985,0.99768679727478
"Kansas","20159",0.743481917577796,0.187272217549762,0.726976365118175,0.247487095897854,0.691370305894056,0.289231534444168,0.855671206023448,1.05150070652524
"New York","36001",0.35200248320652,0.595133870300213,0.331921600978146,0.644898981343036,0.343500875965939,0.637872964567517,1.01101475868362,0.966290406231916
"Ohio","39025",0.68384220621015,0.270551034161008,0.665195545195545,0.315545195545196,0.655205278592375,0.3310745705907,0.95309402646722,1.01524753680958
"North Dakota","38065",0.825349301397206,0.1187624750499,0.684106614017769,0.277393879565647,0.655769230769231,0.319230769230769,0.868944682976724,1.04321243193325
"Kansas","20067",0.759411510168758,0.184768498485504,0.785342584562012,0.19774501300954,0.749718151071026,0.238632093198046,0.828660597824231,1.04751710151354
"New Hampshire","33001",0.559903759747224,0.391831173725251,0.518517425561425,0.468911381945879,0.487951448801095,0.499672755399536,0.93843696074832,1.06264143048541
"Tennessee","47101",0.77787437513584,0.19343620951967,0.664039198977418,0.308265871325096,0.610467521721142,0.373189904840712,0.826029502209265,1.08775516362482
"Colorado","8043",0.688574040219378,0.241087751371115,0.645278213166144,0.328369905956113,0.635975701591445,0.343591545760329,0.955698444877237,1.01462714935715
"New York","36073",0.692620499940199,0.258760913766296,0.584387324901401,0.393512851897185,0.585383502170767,0.398818137964303,0.986697480475191,0.998298248471861
"Louisiana","22121",0.54492525570417,0.423446105428796,0.541881947706278,0.44559260998904,0.56076184055284,0.424995786280128,1.04846359510806,0.966331708969447
"Minnesota","27013",0.471102958864566,0.43384652393553,0.435198692886736,0.529964404504872,0.421499857428001,0.551040775591674,0.961751703285168,1.03250021374224
"Texas","48215",0.280987340308688,0.686392277010232,0.286470871449206,0.704007645930195,0.303309273305603,0.690153229752875,1.02007440605948,0.944484381658085
"Nebraska","31105",0.805012224938875,0.138753056234719,0.732068761114404,0.234143449911085,0.743235781336278,0.24240750966317,0.965908400430466,0.984975131038771
"New Mexico","35003",0.714004914004914,0.209336609336609,0.703721149317004,0.263777673104098,0.661931818181818,0.314393939393939,0.839003683126288,1.06313238008406
"Wisconsin","55091",0.594767752269087,0.359049652963161,0.484995944849959,0.507164098404974,0.428533545478653,0.557411827101565,0.909855287861636,1.13175724506757
"Missouri","29219",0.704617531396676,0.248319167829507,0.62346688470973,0.355614608885255,0.556946584488957,0.430469953775038,0.826107852050221,1.11943748659813
"Iowa","19019",0.542961428430502,0.391240011837822,0.422401518747034,0.561082107261509,0.400212724811448,0.584993231483272,0.959125810462567,1.05544249985065
"Illinois","17091",0.538727553913566,0.40613454764155,0.508382957217254,0.474521523215188,0.469156114628457,0.515453182272576,0.920590927624262,1.08361149170967
"Indiana","18169",0.731941856131196,0.224972046216921,0.671430790741028,0.308606493708249,0.593900944416408,0.393338620142744,0.784582235012303,1.13054339625744
"Kansas","20197",0.705988023952096,0.231437125748503,0.690541781450872,0.28099173553719,0.680204487361545,0.294234592445328,0.95499218226491,1.01519733298059
"Louisiana","22037",0.554570802628958,0.421728739294961,0.528651190126359,0.455284552845528,0.546094299788881,0.440635367447472,1.0332455959741,0.968058429342212
"Nebraska","31029",0.875742841707185,0.0923824959481361,0.84841992501339,0.136047134440279,0.800976138828633,0.184924078091106,0.735691835506961,1.0592324588522
"Virginia","51820",0.526442835198596,0.412771560236998,0.544875440791719,0.436810374246388,0.543453724604966,0.440857787810384,0.990819230881465,1.00261607589089
"Wisconsin","55117",0.55529250300223,0.388334191113399,0.54383808718137,0.445611402850713,0.495934435731882,0.489397330413641,0.910530922745491,1.09659271064489
"Iowa","19173",0.701964701964702,0.251415251415251,0.561936560934892,0.421368948247079,0.531064111037673,0.445142101784534,0.946594237116303,1.05813318816987
"Indiana","18159",0.744207723035952,0.211318242343542,0.64806517311609,0.330210454854039,0.568800306630893,0.415229334355436,0.795248378505405,1.13935447214277
"Kansas","20191",0.720876342953444,0.214767221402991,0.684826605404223,0.290777814243518,0.651736480603657,0.324368772371094,0.896442071528556,1.05077224581616
"Florida","12079",0.570269316711749,0.414677172762554,0.513367756741251,0.479173838209983,0.510160547883687,0.479398226114292,0.99953193839258,1.0062866657778
"South Dakota","46011",0.53217665615142,0.384779179810726,0.501612903225806,0.46991935483871,0.461168877733955,0.516816063105056,0.909258415877037,1.08769894813931
"Ohio","39013",0.678815862723909,0.283328421259456,0.528843726331734,0.446730623579904,0.475826108419981,0.502977384221406,0.888172386262316,1.1114222548397
"Illinois","17171",0.760743321718931,0.204413472706156,0.621135029354207,0.356164383561644,0.559615384615385,0.419230769230769,0.849566419504838,1.10993201121714
"Wisconsin","55135",0.628182495782825,0.325722804126947,0.54187306501548,0.448065015479876,0.479479440241464,0.507702559680138,0.882534481926121,1.13012784185823
"California","6027",0.531265632816408,0.394572286143072,0.54006968641115,0.4258337481334,0.530059767959686,0.438649947263565,0.970782626989661,1.01888450898659
"Indiana","18003",0.574818056479659,0.378785488418035,0.575837592470345,0.408577709117389,0.517502195258242,0.474062691253559,0.861864299080341,1.11272492705657
"Mississippi","28037",0.636406731452951,0.34866082009955,0.608724682839973,0.384153127086579,0.620917822838847,0.369903948772679,1.03852129278743,0.980362715402295
"Florida","12101",0.589430016527278,0.373724119029625,0.526410173570629,0.460090929096843,0.512431003509164,0.476655217670548,0.965248909568941,1.02728010203468
"Wisconsin","55005",0.603846495513902,0.350048858488052,0.504274634232329,0.479904812268641,0.456916892423316,0.527746220396749,0.909347701074691,1.10364629234399
"Arkansas","5115",0.720900321543408,0.221313734497014,0.722295611331278,0.250795048681442,0.705104397844105,0.271842021830699,0.922576454488098,1.02438108958012
"District of Columbia","11001",0.0412206713478335,0.928465918821716,0.0727829141760052,0.909131139281872,0.0653255746596803,0.924571097561434,0.98330040997357,1.1141565084605
"Georgia","13069",0.689047207829591,0.294329303396661,0.639822886398229,0.349868548498685,0.645377173201426,0.349967265585219,0.999717924799715,0.991393735270114
"New York","36063",0.572360465116279,0.382418604651163,0.485771741206341,0.4941525395167,0.486480812830632,0.496504744311025,0.995262472672664,0.998542446884666
"Pennsylvania","42119",0.60948275862069,0.352758620689655,0.608310794197197,0.375522498155889,0.565828741965106,0.420856290174472,0.892282013891751,1.0750793465962
"Hawaii","15007",0.287602050503133,0.624871843554205,0.241250197067634,0.73470755163172,0.229393182486042,0.749926535409932,0.979706033778505,1.05168860928251
"Vermont","50007",0.236827459456661,0.704904029095427,0.279852101712506,0.695718733783082,0.266502876318313,0.714417545541707,0.973826494218523,1.05009036141978
"North Dakota","38075",0.779282868525896,0.159362549800797,0.665884194053208,0.311424100156495,0.593610698365527,0.37518573551263,0.830053146159686,1.12175234692818
"Nebraska","31157",0.716228859301907,0.226772220223102,0.675299223069924,0.302862742353188,0.659063136456212,0.322131704005431,0.940182970466272,1.0246351005171
"Missouri","29185",0.756155507559395,0.202159827213823,0.652615650670125,0.315607436230004,0.597634322373697,0.378107457898957,0.834703017982641,1.0919982776057
"Idaho","16061",0.755974842767296,0.169811320754717,0.726315789473684,0.245201238390093,0.706762749445676,0.265521064301552,0.923471887381477,1.02766563467492
"West Virginia","54093",0.738163972286374,0.216512702078522,0.693435309114085,0.280433397068196,0.605360707157114,0.367265469061876,0.763571369191121,1.14549111119317
"Utah","49027",0.737485670615208,0.0823461979365686,0.890966971746916,0.0857540787902905,0.770837729478793,0.159949356404305,0.536132690484415,1.15584245253453
"Washington","53029",0.430383028874484,0.489475545079552,0.465688021093138,0.510178389035369,0.460779430252141,0.523209753552029,0.975093422039266,1.01065279940624
"Nebraska","31161",0.85458089668616,0.111500974658869,0.817556634304207,0.157766990291262,0.78838342810723,0.184402924451665,0.855555793165391,1.03700382980781
"Minnesota","27055",0.534094151212554,0.394198763670946,0.473961324909056,0.505552364541451,0.435817329780391,0.542681245979969,0.931582523417645,1.08752289668675
"Iowa","19183",0.570029563932003,0.363821138211382,0.505452562704471,0.464830970556161,0.493649449618967,0.486405118073196,0.955645722638576,1.02390990832587
"Kansas","20049",0.832406671961874,0.127084988085782,0.766252739225712,0.205259313367421,0.726638772663877,0.253138075313808,0.8108591056994,1.0545167255755
"Illinois","17013",0.672535211267606,0.289123630672926,0.559006211180124,0.419254658385093,0.452389773990367,0.527232308262319,0.795199102587046,1.2356738443695
"Vermont","50001",0.301102773988176,0.637619372442019,0.290508096035734,0.684366275823562,0.294573240461586,0.68624597151471,0.997260900946348,0.986199885571811
"Illinois","17075",0.752766385514199,0.193144006809564,0.713391739674593,0.266974342928661,0.639526331273904,0.34149749926449,0.781775396609535,1.11550018316455
"New Jersey","34013",0.206995810652151,0.770596515102999,0.212354308511515,0.780157932046358,0.234240930094281,0.760021886059655,1.02649403439037,0.906563632692389
"Wyoming","56007",0.711129032258065,0.206290322580645,0.637271470271931,0.324166538638808,0.631893784651299,0.340822877152028,0.951129047872598,1.0085104265167
"Colorado","8107",0.373874528027883,0.543639268080163,0.410678080648795,0.566719231058046,0.357981665277673,0.62656261838018,0.904489374937745,1.14720422994359
"South Dakota","46085",0.687543983110486,0.259676284306826,0.594646271510516,0.38559592096877,0.544789762340037,0.432663010359537,0.89121536099965,1.09151513596058
"Virginia","51800",0.410360371103532,0.548832550263541,0.418643988159564,0.570102899027393,0.43011426280445,0.562443620326752,1.01361786039317,0.973332029098274
"Kentucky","21201",0.749259624876604,0.219151036525173,0.619251336898396,0.363636363636364,0.52512315270936,0.444334975369458,0.818383390445475,1.17924973161702
"Alaska","02000",NA,NA,NA,NA,NA,NA,NA,NA
"Kentucky","21019",0.664466607998435,0.294367849809328,0.571368575778256,0.408210404745656,0.552975326560232,0.429898403483309,0.94955087396947,1.03326233257538
"Kentucky","21193",0.771660991297768,0.202043132803632,0.785079582072063,0.199882823942974,0.651759036144578,0.331951807228916,0.602144105228908,1.20455496361988
"South Carolina","45065",0.508341323106424,0.47535953978907,0.478100775193798,0.514147286821705,0.4657874617737,0.526567278287462,0.976413286624741,1.02643547632907
"Texas","48015",0.786372909016728,0.189228886168911,0.795347240106447,0.193321315134346,0.749594744475727,0.240679122941729,0.803232589397261,1.06103630790891
"Maine","23007",0.482236601147601,0.427359296789159,0.391168161159563,0.575297874953937,0.385784142507859,0.588718127837932,0.977204281218108,1.01395603929364
"Indiana","18175",0.72408012000353,0.232595076325774,0.608456738381298,0.364068175468008,0.576647501105705,0.403538257408226,0.902189987651431,1.05516236039279
"Kansas","20141",0.819737592698232,0.131774101540217,0.804678998911861,0.176278563656148,0.772020725388601,0.20880829015544,0.844212476070386,1.04230232744959
"Wyoming","56035",0.793344193623458,0.149872003723528,0.793418647166362,0.175274223034735,0.761248852157943,0.214876033057851,0.815699268738574,1.04225923614496
"Tennessee","47121",0.774066341916029,0.198561818603572,0.68970736629667,0.293390514631685,0.660136889308473,0.323814019353316,0.906046363334147,1.04479446228065
"Texas","48371",0.591072714182865,0.372210223182145,0.605301204819277,0.383373493975904,0.618453865336658,0.368079800498753,1.04154993959578,0.978732996502138
"North Carolina","37115",0.614171074229436,0.355553529089914,0.534361712647088,0.443389696430337,0.500240870989498,0.484247037286829,0.915627071080476,1.0682088242612
"Indiana","18071",0.733344741044947,0.219199178644764,0.623444231689804,0.349329822881762,0.559802002992978,0.42327615977898,0.825300019410896,1.11368703283762
"Indiana","18133",0.724591280653951,0.228610354223433,0.651167835707571,0.325909320992118,0.552096135463608,0.432473030178889,0.753594555612655,1.1794464657152
"Oklahoma","40023",0.775419819154826,0.196346189333825,0.70509277536518,0.29490722463482,0.667262969588551,0.332737030411449,0.886307196617552,1.05669399846953
"Tennessee","47129",0.814675870348139,0.158013205282113,0.717865928659287,0.265221402214022,0.691439460568748,0.288625036646145,0.918913360032534,1.03821949656851
"Oklahoma","40093",0.864960282436011,0.0912032950867902,0.858232676414495,0.141767323585505,0.851627772976088,0.148372227023912,0.955484233330659,1.00775562240687
"West Virginia","54061",0.511515965634008,0.407690370245991,0.534741858617951,0.439269261318507,0.472602534527697,0.511099793283202,0.859458890594985,1.13148326458374
"Michigan","26069",0.625065547981122,0.325417634279721,0.517760791366906,0.467775779376499,0.464016352999225,0.515189962641855,0.907967571762811,1.11582444890207
"Colorado","8113",0.238923683600093,0.686615634423568,0.271146616541353,0.703007518796993,0.21448275862069,0.769885057471264,0.913133086523415,1.26418840509634
"South Carolina","45025",0.55908453993461,0.41598552078468,0.511630709895143,0.479570929251537,0.508894186686228,0.479369154593802,1.00042091706528,1.00537739137233
"Texas","48475",0.744506299443305,0.228537943158512,0.729121725731895,0.259167950693374,0.740421987784564,0.249583564686285,1.03840151100949,0.984738078772511
"Georgia","13281",0.799435028248588,0.179304192685103,0.785058766704234,0.20495894380937,0.747865481791253,0.242376720683046,0.84562140799567,1.04973258669981
"Michigan","26007",0.618872549019608,0.332039760348584,0.520764949336378,0.467318395889824,0.472323500165728,0.510772290354657,0.914925113821934,1.10255989624411
"Texas","48503",0.860146252285192,0.11399843301123,0.850874794969929,0.135593220338983,0.813415468856947,0.178370978781656,0.760175345031674,1.04605189788881
"Nebraska","31165",0.849083215796897,0.108603667136812,0.844384303112314,0.136671177266576,0.823770491803279,0.159836065573771,0.855070955206273,1.02502373114132
"Tennessee","47137",0.773859716366424,0.205442698351859,0.69792091316755,0.29025682837342,0.668663421939349,0.319730438038188,0.907817316844737,1.04375518425001
"West Virginia","54005",0.749133348740467,0.206031892766351,0.643176470588235,0.328235294117647,0.433930704898447,0.541099163679809,0.60660839297079,1.48221009328842
