state,county,fipscode,fipscode2,office,district,total.votes,party,candidate,votes,state_county,result
MN,Mille Lacs,27095.0,2709500000.0,US Senate Special Election,statewide,10695,Republican,Karin Housley,6165,MN Mille Lacs,0.576437587657784
MN,Mille Lacs,27095.0,2709500000.0,US Senate Special Election,statewide,10695,Democrat,Tina Smith,3899,MN Mille Lacs,0.36456287985039737
MN,Morrison,27097.0,2709700000.0,US Senate Special Election,statewide,14275,Republican,Karin Housley,9521,MN Morrison,0.6669702276707531
MN,Morrison,27097.0,2709700000.0,US Senate Special Election,statewide,14275,Democrat,Tina Smith,4181,MN Morrison,0.2928896672504378
MN,Mower,27099.0,2709900000.0,US Senate Special Election,statewide,14632,Republican,Karin Housley,6478,MN Mower,0.44272826681246585
MN,Mower,27099.0,2709900000.0,US Senate Special Election,statewide,14632,Democrat,Tina Smith,7316,MN Mower,0.5
MN,Murray,27101.0,2710100000.0,US Senate Special Election,statewide,4093,Republican,Karin Housley,2293,MN Murray,0.5602247740043977
MN,Murray,27101.0,2710100000.0,US Senate Special Election,statewide,4093,Democrat,Tina Smith,1595,MN Murray,0.3896897141461031
MN,Nicollet,27103.0,2710300000.0,US Senate Special Election,statewide,15671,Republican,Karin Housley,6609,MN Nicollet,0.421734413885521
MN,Nicollet,27103.0,2710300000.0,US Senate Special Election,statewide,15671,Democrat,Tina Smith,8198,MN Nicollet,0.5231318996873205
MN,Nobles,27105.0,2710500000.0,US Senate Special Election,statewide,6922,Republican,Karin Housley,3760,MN Nobles,0.5431956082057209
MN,Nobles,27105.0,2710500000.0,US Senate Special Election,statewide,6922,Democrat,Tina Smith,2774,MN Nobles,0.40075122796879514
MN,Norman,27107.0,2710700000.0,US Senate Special Election,statewide,2692,Republican,Karin Housley,1171,MN Norman,0.4349925705794948
MN,Norman,27107.0,2710700000.0,US Senate Special Election,statewide,2692,Democrat,Tina Smith,1399,MN Norman,0.5196879643387816
MN,Olmsted,27109.0,2710900000.0,US Senate Special Election,statewide,71083,Republican,Karin Housley,31314,MN Olmsted,0.4405272709367922
MN,Olmsted,27109.0,2710900000.0,US Senate Special Election,statewide,71083,Democrat,Tina Smith,37088,MN Olmsted,0.5217562567702545
MN,Otter Tail,27111.0,2711100000.0,US Senate Special Election,statewide,27355,Republican,Karin Housley,15971,MN Otter Tail,0.5838420764028514
MN,Otter Tail,27111.0,2711100000.0,US Senate Special Election,statewide,27355,Democrat,Tina Smith,10401,MN Otter Tail,0.3802229939681959
MN,Pennington,27113.0,2711300000.0,US Senate Special Election,statewide,5339,Republican,Karin Housley,2816,MN Pennington,0.5274395954298557
MN,Pennington,27113.0,2711300000.0,US Senate Special Election,statewide,5339,Democrat,Tina Smith,2263,MN Pennington,0.4238621464693763
MN,Pine,27115.0,2711500000.0,US Senate Special Election,statewide,11568,Republican,Karin Housley,6234,MN Pine,0.5389004149377593
MN,Pine,27115.0,2711500000.0,US Senate Special Election,statewide,11568,Democrat,Tina Smith,4714,MN Pine,0.40750345781466113
MN,Pipestone,27117.0,2711700000.0,US Senate Special Election,statewide,3703,Republican,Karin Housley,2432,MN Pipestone,0.6567647853092088
MN,Pipestone,27117.0,2711700000.0,US Senate Special Election,statewide,3703,Democrat,Tina Smith,1121,MN Pipestone,0.3027275182284634
MN,Polk,27119.0,2711900000.0,US Senate Special Election,statewide,11798,Republican,Karin Housley,6366,MN Polk,0.5395829801661298
MN,Polk,27119.0,2711900000.0,US Senate Special Election,statewide,11798,Democrat,Tina Smith,4939,MN Polk,0.41863027631802
MN,Pope,27121.0,2712100000.0,US Senate Special Election,statewide,5430,Republican,Karin Housley,2907,MN Pope,0.5353591160220994
MN,Pope,27121.0,2712100000.0,US Senate Special Election,statewide,5430,Democrat,Tina Smith,2272,MN Pope,0.4184162062615101
MN,Ramsey,27123.0,2712300000.0,US Senate Special Election,statewide,244591,Republican,Karin Housley,63925,MN Ramsey,0.2613546696321614
MN,Ramsey,27123.0,2712300000.0,US Senate Special Election,statewide,244591,Democrat,Tina Smith,167610,MN Ramsey,0.6852664243573966
MN,Red Lake,27125.0,2712500000.0,US Senate Special Election,statewide,1643,Republican,Karin Housley,803,MN Red Lake,0.4887401095556908
MN,Red Lake,27125.0,2712500000.0,US Senate Special Election,statewide,1643,Democrat,Tina Smith,743,MN Red Lake,0.4522215459525259
MN,Redwood,27127.0,2712700000.0,US Senate Special Election,statewide,6192,Republican,Karin Housley,3847,MN Redwood,0.6212855297157622
MN,Redwood,27127.0,2712700000.0,US Senate Special Election,statewide,6192,Democrat,Tina Smith,2038,MN Redwood,0.3291343669250646
MN,Renville,27129.0,2712900000.0,US Senate Special Election,statewide,6276,Republican,Karin Housley,3519,MN Renville,0.5607074569789675
MN,Renville,27129.0,2712900000.0,US Senate Special Election,statewide,6276,Democrat,Tina Smith,2439,MN Renville,0.388623326959847
MN,Rice,27131.0,2713100000.0,US Senate Special Election,statewide,28401,Republican,Karin Housley,12321,MN Rice,0.43382275271997467
MN,Rice,27131.0,2713100000.0,US Senate Special Election,statewide,28401,Democrat,Tina Smith,14719,MN Rice,0.5182563994225555
MN,Rock,27133.0,2713300000.0,US Senate Special Election,statewide,3749,Republican,Karin Housley,2342,MN Rock,0.6246999199786609
MN,Rock,27133.0,2713300000.0,US Senate Special Election,statewide,3749,Democrat,Tina Smith,1259,MN Rock,0.3358228861029608
MN,Roseau,27135.0,2713500000.0,US Senate Special Election,statewide,6439,Republican,Karin Housley,4126,MN Roseau,0.6407827302376146
MN,Roseau,27135.0,2713500000.0,US Senate Special Election,statewide,6439,Democrat,Tina Smith,2086,MN Roseau,0.3239633483460165
MN,Scott,27139.0,2713900000.0,US Senate Special Election,statewide,66027,Republican,Karin Housley,34158,MN Scott,0.5173338179835522
MN,Scott,27139.0,2713900000.0,US Senate Special Election,statewide,66027,Democrat,Tina Smith,28722,MN Scott,0.43500386205643143
MN,Sherburne,27141.0,2714100000.0,US Senate Special Election,statewide,39215,Republican,Karin Housley,23611,MN Sherburne,0.6020910365931403
MN,Sherburne,27141.0,2714100000.0,US Senate Special Election,statewide,39215,Democrat,Tina Smith,13589,MN Sherburne,0.34652556419737346
MN,Sibley,27143.0,2714300000.0,US Senate Special Election,statewide,6540,Republican,Karin Housley,3934,MN Sibley,0.6015290519877676
MN,Sibley,27143.0,2714300000.0,US Senate Special Election,statewide,6540,Democrat,Tina Smith,2308,MN Sibley,0.3529051987767584
MN,St. Louis,27137.0,2713700000.0,US Senate Special Election,statewide,99406,Republican,Karin Housley,34478,MN St. Louis,0.34684023097197353
MN,St. Louis,27137.0,2713700000.0,US Senate Special Election,statewide,99406,Democrat,Tina Smith,60187,MN St. Louis,0.6054664708367704
MN,Stearns,27145.0,2714500000.0,US Senate Special Election,statewide,65895,Republican,Karin Housley,36195,MN Stearns,0.5492829501479627
MN,Stearns,27145.0,2714500000.0,US Senate Special Election,statewide,65895,Democrat,Tina Smith,26643,MN Stearns,0.4043250625995903
MN,Steele,27147.0,2714700000.0,US Senate Special Election,statewide,16283,Republican,Karin Housley,8831,MN Steele,0.5423447767610391
MN,Steele,27147.0,2714700000.0,US Senate Special Election,statewide,16283,Democrat,Tina Smith,6511,MN Steele,0.3998648897623288
MN,Stevens,27149.0,2714900000.0,US Senate Special Election,statewide,4380,Republican,Karin Housley,2260,MN Stevens,0.5159817351598174
MN,Stevens,27149.0,2714900000.0,US Senate Special Election,statewide,4380,Democrat,Tina Smith,1926,MN Stevens,0.4397260273972603
MN,Swift,27151.0,2715100000.0,US Senate Special Election,statewide,4036,Republican,Karin Housley,2086,MN Swift,0.5168483647175421
MN,Swift,27151.0,2715100000.0,US Senate Special Election,statewide,4036,Democrat,Tina Smith,1787,MN Swift,0.4427651139742319
MN,Todd,27153.0,2715300000.0,US Senate Special Election,statewide,9591,Republican,Karin Housley,6149,MN Todd,0.6411218851006152
MN,Todd,27153.0,2715300000.0,US Senate Special Election,statewide,9591,Democrat,Tina Smith,3095,MN Todd,0.3226983630486915
MN,Traverse,27155.0,2715500000.0,US Senate Special Election,statewide,1516,Republican,Karin Housley,778,MN Traverse,0.5131926121372031
MN,Traverse,27155.0,2715500000.0,US Senate Special Election,statewide,1516,Democrat,Tina Smith,678,MN Traverse,0.4472295514511873
MN,Wabasha,27157.0,2715700000.0,US Senate Special Election,statewide,9962,Republican,Karin Housley,5392,MN Wabasha,0.5412567757478418
MN,Wabasha,27157.0,2715700000.0,US Senate Special Election,statewide,9962,Democrat,Tina Smith,4128,MN Wabasha,0.41437462356956434
MN,Wadena,27159.0,2715900000.0,US Senate Special Election,statewide,5543,Republican,Karin Housley,3645,MN Wadena,0.6575861446869926
MN,Wadena,27159.0,2715900000.0,US Senate Special Election,statewide,5543,Democrat,Tina Smith,1693,MN Wadena,0.3054302724156594
MN,Waseca,27161.0,2716100000.0,US Senate Special Election,statewide,8111,Republican,Karin Housley,4537,MN Waseca,0.5593638269017384
MN,Waseca,27161.0,2716100000.0,US Senate Special Election,statewide,8111,Democrat,Tina Smith,3222,MN Waseca,0.39723831833312784
MN,Washington,27163.0,2716300000.0,US Senate Special Election,statewide,129855,Republican,Karin Housley,58429,MN Washington,0.4499557198413615
MN,Washington,27163.0,2716300000.0,US Senate Special Election,statewide,129855,Democrat,Tina Smith,65900,MN Washington,0.5074891224827692
MN,Watonwan,27165.0,2716500000.0,US Senate Special Election,statewide,4115,Republican,Karin Housley,2105,MN Watonwan,0.511543134872418
MN,Watonwan,27165.0,2716500000.0,US Senate Special Election,statewide,4115,Democrat,Tina Smith,1827,MN Watonwan,0.4439854191980559
MN,Wilkin,27167.0,2716700000.0,US Senate Special Election,statewide,2559,Republican,Karin Housley,1376,MN Wilkin,0.5377100429855413
MN,Wilkin,27167.0,2716700000.0,US Senate Special Election,statewide,2559,Democrat,Tina Smith,1050,MN Wilkin,0.41031652989449
MN,Winona,27169.0,2716900000.0,US Senate Special Election,statewide,21278,Republican,Karin Housley,8998,MN Winona,0.422878090046057
MN,Winona,27169.0,2716900000.0,US Senate Special Election,statewide,21278,Democrat,Tina Smith,11078,MN Winona,0.5206316383118714
MN,Wright,27171.0,2717100000.0,US Senate Special Election,statewide,59166,Republican,Karin Housley,34821,MN Wright,0.5885305749923943
MN,Wright,27171.0,2717100000.0,US Senate Special Election,statewide,59166,Democrat,Tina Smith,21294,MN Wright,0.35990264679038636
MN,Yellow Medicine,27173.0,2717300000.0,US Senate Special Election,statewide,4304,Republican,Karin Housley,2481,MN Yellow Medicine,0.5764405204460966
MN,Yellow Medicine,27173.0,2717300000.0,US Senate Special Election,statewide,4304,Democrat,Tina Smith,1635,MN Yellow Medicine,0.3798791821561338
MO,Adair,29001.0,2900100000.0,US Senate,statewide,8695,Democrat,Claire McCaskill,3494,MO Adair,0.4018401380103508
MO,Adair,29001.0,2900100000.0,US Senate,statewide,8695,Republican,Josh Hawley,4939,MO Adair,0.5680276020701552
MO,Andrew,29003.0,2900300000.0,US Senate,statewide,7590,Democrat,Claire McCaskill,2372,MO Andrew,0.3125164690382082
MO,Andrew,29003.0,2900300000.0,US Senate,statewide,7590,Republican,Josh Hawley,4919,MO Andrew,0.6480895915678524
MO,Atchison,29005.0,2900500000.0,US Senate,statewide,2227,Democrat,Claire McCaskill,542,MO Atchison,0.24337674000898069
MO,Atchison,29005.0,2900500000.0,US Senate,statewide,2227,Republican,Josh Hawley,1619,MO Atchison,0.7269869779973058
MO,Audrain,29007.0,2900700000.0,US Senate,statewide,8731,Democrat,Claire McCaskill,2727,MO Audrain,0.3123353567747108
MO,Audrain,29007.0,2900700000.0,US Senate,statewide,8731,Republican,Josh Hawley,5651,MO Audrain,0.6472339938151415
MO,Barry,29009.0,2900900000.0,US Senate,statewide,12295,Democrat,Claire McCaskill,2822,MO Barry,0.22952419682797887
MO,Barry,29009.0,2900900000.0,US Senate,statewide,12295,Republican,Josh Hawley,9019,MO Barry,0.7335502236681578
MO,Barton,29011.0,2901100000.0,US Senate,statewide,5021,Democrat,Claire McCaskill,783,MO Barton,0.15594503087034456
MO,Barton,29011.0,2901100000.0,US Senate,statewide,5021,Republican,Josh Hawley,4064,MO Barton,0.8094005178251344
MO,Bates,29013.0,2901300000.0,US Senate,statewide,6685,Democrat,Claire McCaskill,1906,MO Bates,0.2851159311892296
MO,Bates,29013.0,2901300000.0,US Senate,statewide,6685,Republican,Josh Hawley,4467,MO Bates,0.6682124158563949
MO,Benton,29015.0,2901500000.0,US Senate,statewide,8354,Democrat,Claire McCaskill,2318,MO Benton,0.27747186976298777
MO,Benton,29015.0,2901500000.0,US Senate,statewide,8354,Republican,Josh Hawley,5685,MO Benton,0.6805123294230309
MO,Bollinger,29017.0,2901700000.0,US Senate,statewide,4822,Democrat,Claire McCaskill,886,MO Bollinger,0.18374118622978017
MO,Bollinger,29017.0,2901700000.0,US Senate,statewide,4822,Republican,Josh Hawley,3846,MO Bollinger,0.7975943591870593
MO,Boone,29019.0,2901900000.0,US Senate,statewide,75192,Democrat,Claire McCaskill,42315,MO Boone,0.5627593360995851
MO,Boone,29019.0,2901900000.0,US Senate,statewide,75192,Republican,Josh Hawley,30710,MO Boone,0.4084211086285775
MO,Buchanan,29021.0,2902100000.0,US Senate,statewide,30117,Democrat,Claire McCaskill,12889,MO Buchanan,0.42796427266992065
MO,Buchanan,29021.0,2902100000.0,US Senate,statewide,30117,Republican,Josh Hawley,15912,MO Buchanan,0.5283394760434306
MO,Butler,29023.0,2902300000.0,US Senate,statewide,14028,Democrat,Claire McCaskill,2961,MO Butler,0.21107784431137724
MO,Butler,29023.0,2902300000.0,US Senate,statewide,14028,Republican,Josh Hawley,10727,MO Butler,0.7646849158825206
MO,Caldwell,29025.0,2902500000.0,US Senate,statewide,3778,Democrat,Claire McCaskill,1022,MO Caldwell,0.27051349920592904
MO,Caldwell,29025.0,2902500000.0,US Senate,statewide,3778,Republican,Josh Hawley,2558,MO Caldwell,0.6770778189518264
MO,Callaway,29027.0,2902700000.0,US Senate,statewide,17075,Democrat,Claire McCaskill,5705,MO Callaway,0.3341142020497804
MO,Callaway,29027.0,2902700000.0,US Senate,statewide,17075,Republican,Josh Hawley,10661,MO Callaway,0.6243631039531479
MO,Camden,29029.0,2902900000.0,US Senate,statewide,20010,Democrat,Claire McCaskill,5425,MO Camden,0.2711144427786107
MO,Camden,29029.0,2902900000.0,US Senate,statewide,20010,Republican,Josh Hawley,13995,MO Camden,0.699400299850075
MO,Cape Girardeau,29031.0,2903100000.0,US Senate,statewide,32503,Democrat,Claire McCaskill,8886,MO Cape Girardeau,0.27339014860166755
MO,Cape Girardeau,29031.0,2903100000.0,US Senate,statewide,32503,Republican,Josh Hawley,22964,MO Cape Girardeau,0.706519398209396
MO,Carroll,29033.0,2903300000.0,US Senate,statewide,3744,Democrat,Claire McCaskill,870,MO Carroll,0.23237179487179488
MO,Carroll,29033.0,2903300000.0,US Senate,statewide,3744,Republican,Josh Hawley,2761,MO Carroll,0.7374465811965812
MO,Carter,29035.0,2903500000.0,US Senate,statewide,2352,Democrat,Claire McCaskill,489,MO Carter,0.20790816326530612
MO,Carter,29035.0,2903500000.0,US Senate,statewide,2352,Republican,Josh Hawley,1799,MO Carter,0.7648809523809523
MO,Cass,29037.0,2903700000.0,US Senate,statewide,43816,Democrat,Claire McCaskill,16340,MO Cass,0.37292313310206315
MO,Cass,29037.0,2903700000.0,US Senate,statewide,43816,Republican,Josh Hawley,25861,MO Cass,0.5902181851378492
MO,Cedar,29039.0,2903900000.0,US Senate,statewide,5467,Democrat,Claire McCaskill,1181,MO Cedar,0.2160234132065118
MO,Cedar,29039.0,2903900000.0,US Senate,statewide,5467,Republican,Josh Hawley,4092,MO Cedar,0.7484909456740443
MO,Chariton,29041.0,2904100000.0,US Senate,statewide,3362,Democrat,Claire McCaskill,1043,MO Chariton,0.310232004759072
MO,Chariton,29041.0,2904100000.0,US Senate,statewide,3362,Republican,Josh Hawley,2195,MO Chariton,0.6528851873884592
MO,Christian,29043.0,2904300000.0,US Senate,statewide,36384,Democrat,Claire McCaskill,9882,MO Christian,0.27160290237467016
MO,Christian,29043.0,2904300000.0,US Senate,statewide,36384,Republican,Josh Hawley,25384,MO Christian,0.6976693051890941
MO,Clark,29045.0,2904500000.0,US Senate,statewide,2691,Democrat,Claire McCaskill,692,MO Clark,0.2571534745447789
MO,Clark,29045.0,2904500000.0,US Senate,statewide,2691,Republican,Josh Hawley,1903,MO Clark,0.707172054998142
MO,Clay,29047.0,2904700000.0,US Senate,statewide,97196,Democrat,Claire McCaskill,48096,MO Clay,0.4948351784024034
MO,Clay,29047.0,2904700000.0,US Senate,statewide,97196,Republican,Josh Hawley,45947,MO Clay,0.4727252150294251
MO,Clinton,29049.0,2904900000.0,US Senate,statewide,8641,Democrat,Claire McCaskill,2956,MO Clinton,0.34209003587547737
MO,Clinton,29049.0,2904900000.0,US Senate,statewide,8641,Republican,Josh Hawley,5320,MO Clinton,0.6156694826987618
MO,Cole,29051.0,2905100000.0,US Senate,statewide,33442,Democrat,Claire McCaskill,11718,MO Cole,0.35039770348663357
MO,Cole,29051.0,2905100000.0,US Senate,statewide,33442,Republican,Josh Hawley,20738,MO Cole,0.6201184139704563
MO,Cooper,29053.0,2905300000.0,US Senate,statewide,7042,Democrat,Claire McCaskill,2195,MO Cooper,0.31170122124396477
MO,Cooper,29053.0,2905300000.0,US Senate,statewide,7042,Republican,Josh Hawley,4618,MO Cooper,0.6557796080658904
MO,Crawford,29055.0,2905500000.0,US Senate,statewide,8544,Democrat,Claire McCaskill,2361,MO Crawford,0.27633426966292135
MO,Crawford,29055.0,2905500000.0,US Senate,statewide,8544,Republican,Josh Hawley,5867,MO Crawford,0.6866807116104869
MO,Dade,29057.0,2905700000.0,US Senate,statewide,3371,Democrat,Claire McCaskill,718,MO Dade,0.21299317709878374
MO,Dade,29057.0,2905700000.0,US Senate,statewide,3371,Republican,Josh Hawley,2533,MO Dade,0.7514090774250964
MO,Dallas,29059.0,2905900000.0,US Senate,statewide,6493,Democrat,Claire McCaskill,1594,MO Dallas,0.2454951486215925
MO,Dallas,29059.0,2905900000.0,US Senate,statewide,6493,Republican,Josh Hawley,4682,MO Dallas,0.7210842445710766
MO,Daviess,29061.0,2906100000.0,US Senate,statewide,3018,Democrat,Claire McCaskill,820,MO Daviess,0.2717031146454606
MO,Daviess,29061.0,2906100000.0,US Senate,statewide,3018,Republican,Josh Hawley,2074,MO Daviess,0.6872100728959576
MO,DeKalb,29063.0,2906300000.0,US Senate,statewide,3771,Democrat,Claire McCaskill,1011,MO DeKalb,0.2680986475735879
MO,DeKalb,29063.0,2906300000.0,US Senate,statewide,3771,Republican,Josh Hawley,2584,MO DeKalb,0.6852293821267569
MO,Dent,29065.0,2906500000.0,US Senate,statewide,6020,Democrat,Claire McCaskill,1250,MO Dent,0.20764119601328904
MO,Dent,29065.0,2906500000.0,US Senate,statewide,6020,Republican,Josh Hawley,4541,MO Dent,0.7543189368770764
MO,Douglas,29067.0,2906700000.0,US Senate,statewide,5588,Democrat,Claire McCaskill,1099,MO Douglas,0.19667143879742305
MO,Douglas,29067.0,2906700000.0,US Senate,statewide,5588,Republican,Josh Hawley,4334,MO Douglas,0.7755905511811023
MO,Dunklin,29069.0,2906900000.0,US Senate,statewide,7977,Democrat,Claire McCaskill,1988,MO Dunklin,0.24921649743011157
MO,Dunklin,29069.0,2906900000.0,US Senate,statewide,7977,Republican,Josh Hawley,5802,MO Dunklin,0.7273411056788266
MO,Franklin,29071.0,2907100000.0,US Senate,statewide,42931,Democrat,Claire McCaskill,15642,MO Franklin,0.3643520998812047
MO,Franklin,29071.0,2907100000.0,US Senate,statewide,42931,Republican,Josh Hawley,25651,MO Franklin,0.5974936526053435
