county,state,population,# total covid cases,# covid cases per 100k,# covid deaths,# covid deaths per 100k,case_fatality_rate
Warren County,New York,63947,475,742.8,30,46.91,0.063
Floyd County,Texas,5712,140,2451.0,9,157.56,0.064
Mahoning County,Ohio,228688,4472,1955.5,287,125.5,0.064
Shoshone County,Idaho,12882,312,2422.0,20,155.26,0.064
Union County,New Jersey,556345,21604,3883.2,1377,247.51,0.064
Susquehanna County,Pennsylvania,40326,450,1115.9,29,71.91,0.064
Panola County,Texas,23194,497,2142.8,32,137.97,0.064
St. John the Baptist Parish,Louisiana,42837,1695,3956.9,108,252.12,0.064
Jasper County,Texas,35528,524,1474.9,34,95.7,0.065
Clarke County,Mississippi,15541,814,5237.8,53,341.04,0.065
Mercer County,New Jersey,367430,9774,2660.1,642,174.73,0.066
Essex County,New York,36883,213,577.5,14,37.96,0.066
Northumberland County,Pennsylvania,90841,1704,1875.8,113,124.39,0.066
Martin County,Texas,5771,104,1802.1,7,121.3,0.067
Pulaski County,Georgia,11137,345,3097.8,23,206.52,0.067
Petersburg Borough,Alaska,3266,15,459.3,1,30.62,0.067
Washington County,Texas,35882,750,2090.2,50,139.35,0.067
Greene County,Indiana,31923,700,2192.8,47,147.23,0.067
Brooks County,Texas,7093,370,5216.4,25,352.46,0.068
Cottle County,Texas,1398,44,3147.4,3,214.6,0.068
Plymouth County,Massachusetts,521205,12523,2402.7,848,162.7,0.068
Alpena County,Michigan,28407,207,728.7,14,49.28,0.068
Columbia County,New York,59463,782,1315.1,53,89.13,0.068
San Augustine County,Texas,8237,222,2695.2,15,182.11,0.068
Crosby County,Texas,5737,133,2318.3,9,156.88,0.068
Jenkins County,Georgia,8676,476,5486.4,33,380.36,0.069
Monroe County,Georgia,27578,795,2882.7,55,199.43,0.069
Wayne County,Michigan,1749337,44888,2566.0,3078,175.95,0.069
Pleasants County,West Virginia,7460,43,576.4,3,40.21,0.07
Powder River County,Montana,1682,71,4221.2,5,297.27,0.07
Turner County,Georgia,7985,341,4270.5,24,300.56,0.07
Sumter County,Georgia,29524,976,3305.8,68,230.32,0.07
Oldham County,Texas,2112,28,1325.8,2,94.7,0.071
Garza County,Texas,6229,139,2231.5,10,160.54,0.072
Crane County,Texas,4797,83,1730.2,6,125.07,0.072
Little River County,Arkansas,12259,512,4176.5,37,301.82,0.072
Jones County,North Carolina,9419,209,2218.9,15,159.25,0.072
Salem County,New Jersey,62386,1226,1965.2,90,144.26,0.073
Jerauld County,South Dakota,2013,177,8792.8,13,645.8,0.073
Hunterdon County,New Jersey,124371,1729,1390.2,127,102.11,0.073
Kent County,Maryland,19422,354,1822.7,26,133.87,0.073
Gasconade County,Missouri,14706,325,2210.0,24,163.2,0.074
Hampden County,Massachusetts,466369,11295,2421.9,834,178.83,0.074
Middlesex County,Virginia,10582,148,1398.6,11,103.95,0.074
Newton County,Texas,13595,190,1397.6,14,102.98,0.074
Fulton County,New York,53379,372,696.9,28,52.45,0.075
Hartford County,Connecticut,891700,19769,2217.0,1505,168.78,0.076
Tipton County,Indiana,15148,340,2244.5,26,171.64,0.076
Patrick County,Virginia,17608,352,1999.1,27,153.34,0.077
"Falls Church, City of",Virginia,14617,77,526.8,6,41.05,0.078
Bergen County,New Jersey,932193,26382,2830.1,2070,222.06,0.078
"Colonial Heights, City of",Virginia,17370,329,1894.1,26,149.69,0.079
Knox County,Texas,3664,114,3111.4,9,245.64,0.079
Norfolk County,Massachusetts,706780,13990,1979.4,1121,158.61,0.08
Marion County,Texas,9854,175,1775.9,14,142.07,0.08
Barnstable County,Massachusetts,212983,2336,1096.8,186,87.33,0.08
Essex County,New Jersey,798967,26608,3330.3,2152,269.35,0.081
Upson County,Georgia,26320,851,3233.3,70,265.96,0.082
Sabine County,Texas,10542,109,1034.0,9,85.38,0.083
Gove County,Kansas,2636,226,8573.6,19,720.79,0.084
New York County,New York,1628737,37430,2298.1,3200,196.47,0.085
Morris County,New Jersey,491851,9869,2006.5,841,170.99,0.085
Red River County,Texas,12023,209,1738.3,18,149.71,0.086
Cape May County,New Jersey,92041,1183,1285.3,102,110.82,0.086
Waldo County,Maine,39715,173,435.6,15,37.77,0.087
Baylor County,Texas,3509,46,1310.9,4,113.99,0.087
Randolph County,Georgia,6778,341,5031.0,30,442.61,0.088
Bronx County,New York,1418219,56655,3994.8,5003,352.77,0.088
Somerset County,New Jersey,328940,6813,2071.2,599,182.1,0.088
Monroe County,Ohio,13654,213,1560.0,19,139.15,0.089
Middlesex County,Connecticut,162432,2231,1373.5,198,121.9,0.089
Hampshire County,Massachusetts,160828,1740,1081.9,158,98.24,0.091
"Emporia, City of",Virginia,5346,303,5667.8,28,523.76,0.092
Queens County,New York,2253879,78737,3493.4,7301,323.93,0.093
Terrell County,Georgia,8531,343,4020.6,32,375.1,0.093
Northampton County,Virginia,11710,325,2775.4,31,264.73,0.095
Wilcox County,Georgia,8635,262,3034.2,25,289.52,0.095
Kings County,New York,2559922,77709,3035.6,7425,290.05,0.096
Warren County,New Jersey,105266,1729,1642.5,171,162.45,0.099
Throckmorton County,Texas,1501,20,1332.4,2,133.24,0.1
Catron County,New Mexico,3527,10,283.5,1,28.35,0.1
Sussex County,New Jersey,140486,1845,1313.3,198,140.94,0.107
Hancock County,Georgia,8457,420,4966.3,45,532.1,0.107
Orleans County,New York,40354,429,1063.1,55,136.29,0.128
Franklin County,Massachusetts,70185,540,769.4,74,105.44,0.137
Upton County,Texas,3657,29,793.0,4,109.38,0.138
Perkins County,Nebraska,2891,56,1937.0,10,345.89,0.179
Kenedy County,Texas,404,11,2722.8,2,495.05,0.182
