year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version,percentage
2012,North Dakota,ND,McHenry,38049.0,President,Mitt Romney,republican,1678.0,2712,20191203,0.6187315634218289
2012,North Dakota,ND,McIntosh,38051.0,President,Barack Obama,democrat,459.0,1530,20191203,0.3
2012,North Dakota,ND,McIntosh,38051.0,President,Mitt Romney,republican,1035.0,1530,20191203,0.6764705882352942
2012,North Dakota,ND,McKenzie,38053.0,President,Barack Obama,democrat,927.0,3451,20191203,0.26861779194436397
2012,North Dakota,ND,McKenzie,38053.0,President,Mitt Romney,republican,2458.0,3451,20191203,0.7122573167197913
2012,North Dakota,ND,McLean,38055.0,President,Barack Obama,democrat,1670.0,4938,20191203,0.33819360064803566
2012,North Dakota,ND,McLean,38055.0,President,Mitt Romney,republican,3141.0,4938,20191203,0.6360874848116647
2012,North Dakota,ND,Mercer,38057.0,President,Barack Obama,democrat,1166.0,4455,20191203,0.2617283950617284
2012,North Dakota,ND,Mercer,38057.0,President,Mitt Romney,republican,3152.0,4455,20191203,0.7075196408529741
2012,North Dakota,ND,Morton,38059.0,President,Barack Obama,democrat,4469.0,13613,20191203,0.3282891353852935
2012,North Dakota,ND,Morton,38059.0,President,Mitt Romney,republican,8680.0,13613,20191203,0.6376257988687284
2012,North Dakota,ND,Mountrail,38061.0,President,Barack Obama,democrat,1403.0,3457,20191203,0.40584321666184553
2012,North Dakota,ND,Mountrail,38061.0,President,Mitt Romney,republican,1962.0,3457,20191203,0.5675441133931154
2012,North Dakota,ND,Nelson,38063.0,President,Barack Obama,democrat,767.0,1678,20191203,0.4570917759237187
2012,North Dakota,ND,Nelson,38063.0,President,Mitt Romney,republican,865.0,1678,20191203,0.5154946364719905
2012,North Dakota,ND,Oliver,38065.0,President,Barack Obama,democrat,281.0,1013,20191203,0.2773938795656466
2012,North Dakota,ND,Oliver,38065.0,President,Mitt Romney,republican,693.0,1013,20191203,0.684106614017769
2012,North Dakota,ND,Pembina,38067.0,President,Barack Obama,democrat,1253.0,3255,20191203,0.3849462365591398
2012,North Dakota,ND,Pembina,38067.0,President,Mitt Romney,republican,1899.0,3255,20191203,0.5834101382488479
2012,North Dakota,ND,Pierce,38069.0,President,Barack Obama,democrat,660.0,2178,20191203,0.30303030303030304
2012,North Dakota,ND,Pierce,38069.0,President,Mitt Romney,republican,1465.0,2178,20191203,0.6726354453627181
2012,North Dakota,ND,Ramsey,38071.0,President,Barack Obama,democrat,2164.0,4999,20191203,0.4328865773154631
2012,North Dakota,ND,Ramsey,38071.0,President,Mitt Romney,republican,2665.0,4999,20191203,0.5331066213242649
2012,North Dakota,ND,Ransom,38073.0,President,Barack Obama,democrat,1343.0,2425,20191203,0.5538144329896907
2012,North Dakota,ND,Ransom,38073.0,President,Mitt Romney,republican,1009.0,2425,20191203,0.4160824742268041
2012,North Dakota,ND,Renville,38075.0,President,Barack Obama,democrat,398.0,1278,20191203,0.3114241001564945
2012,North Dakota,ND,Renville,38075.0,President,Mitt Romney,republican,851.0,1278,20191203,0.6658841940532081
2012,North Dakota,ND,Richland,38077.0,President,Barack Obama,democrat,3198.0,7613,20191203,0.42007093130172074
2012,North Dakota,ND,Richland,38077.0,President,Mitt Romney,republican,4229.0,7613,20191203,0.5554971758833575
2012,North Dakota,ND,Rolette,38079.0,President,Barack Obama,democrat,3353.0,4552,20191203,0.7365992970123023
2012,North Dakota,ND,Rolette,38079.0,President,Mitt Romney,republican,1092.0,4552,20191203,0.2398945518453427
2012,North Dakota,ND,Sargent,38081.0,President,Barack Obama,democrat,1075.0,2007,20191203,0.5356253114100648
2012,North Dakota,ND,Sargent,38081.0,President,Mitt Romney,republican,879.0,2007,20191203,0.43796711509715996
2012,North Dakota,ND,Sheridan,38083.0,President,Barack Obama,democrat,163.0,822,20191203,0.19829683698296838
2012,North Dakota,ND,Sheridan,38083.0,President,Mitt Romney,republican,642.0,822,20191203,0.781021897810219
2012,North Dakota,ND,Sioux,38085.0,President,Barack Obama,democrat,900.0,1144,20191203,0.7867132867132867
2012,North Dakota,ND,Sioux,38085.0,President,Mitt Romney,republican,225.0,1144,20191203,0.19667832167832167
2012,North Dakota,ND,Slope,38087.0,President,Barack Obama,democrat,83.0,437,20191203,0.18993135011441648
2012,North Dakota,ND,Slope,38087.0,President,Mitt Romney,republican,341.0,437,20191203,0.7803203661327232
2012,North Dakota,ND,Stark,38089.0,President,Barack Obama,democrat,2812.0,11633,20191203,0.2417261239577065
2012,North Dakota,ND,Stark,38089.0,President,Mitt Romney,republican,8521.0,11633,20191203,0.7324851714948852
2012,North Dakota,ND,Steele,38091.0,President,Barack Obama,democrat,518.0,1042,20191203,0.4971209213051823
2012,North Dakota,ND,Steele,38091.0,President,Mitt Romney,republican,498.0,1042,20191203,0.4779270633397313
2012,North Dakota,ND,Stutsman,38093.0,President,Barack Obama,democrat,3585.0,9558,20191203,0.37507846829880725
2012,North Dakota,ND,Stutsman,38093.0,President,Mitt Romney,republican,5685.0,9558,20191203,0.5947897049591965
2012,North Dakota,ND,Towner,38095.0,President,Barack Obama,democrat,516.0,1182,20191203,0.4365482233502538
2012,North Dakota,ND,Towner,38095.0,President,Mitt Romney,republican,623.0,1182,20191203,0.5270727580372251
2012,North Dakota,ND,Traill,38097.0,President,Barack Obama,democrat,1811.0,3921,20191203,0.4618719714358582
2012,North Dakota,ND,Traill,38097.0,President,Mitt Romney,republican,1996.0,3921,20191203,0.5090538128028564
2012,North Dakota,ND,Walsh,38099.0,President,Barack Obama,democrat,2124.0,5096,20191203,0.41679748822605966
2012,North Dakota,ND,Walsh,38099.0,President,Mitt Romney,republican,2813.0,5096,20191203,0.5520015698587127
2012,North Dakota,ND,Ward,38101.0,President,Barack Obama,democrat,8441.0,25463,20191203,0.3315006087263873
2012,North Dakota,ND,Ward,38101.0,President,Mitt Romney,republican,16230.0,25463,20191203,0.6373954365157287
2012,North Dakota,ND,Wells,38103.0,President,Barack Obama,democrat,673.0,2379,20191203,0.2828919714165616
2012,North Dakota,ND,Wells,38103.0,President,Mitt Romney,republican,1654.0,2379,20191203,0.6952501050861707
2012,North Dakota,ND,Williams,38105.0,President,Barack Obama,democrat,2322.0,9808,20191203,0.23674551386623166
2012,North Dakota,ND,Williams,38105.0,President,Mitt Romney,republican,7184.0,9808,20191203,0.732463295269168
2012,Ohio,OH,Adams,39001.0,President,Barack Obama,democrat,3976.0,11089,20191203,0.3585535215078005
2012,Ohio,OH,Adams,39001.0,President,Mitt Romney,republican,6865.0,11089,20191203,0.6190819731265218
2012,Ohio,OH,Allen,39003.0,President,Barack Obama,democrat,17913.0,48235,20191203,0.3713693376179123
2012,Ohio,OH,Allen,39003.0,President,Mitt Romney,republican,29502.0,48235,20191203,0.611630558722919
2012,Ohio,OH,Ashland,39005.0,President,Barack Obama,democrat,8281.0,24330,20191203,0.34036169338265515
2012,Ohio,OH,Ashland,39005.0,President,Mitt Romney,republican,15519.0,24330,20191203,0.6378545006165228
2012,Ohio,OH,Ashtabula,39007.0,President,Barack Obama,democrat,23803.0,43064,20191203,0.5527354634961917
2012,Ohio,OH,Ashtabula,39007.0,President,Mitt Romney,republican,18298.0,43064,20191203,0.4249024707412224
2012,Ohio,OH,Athens,39009.0,President,Barack Obama,democrat,18307.0,27638,20191203,0.6623851219335697
2012,Ohio,OH,Athens,39009.0,President,Mitt Romney,republican,8543.0,27638,20191203,0.30910340835082134
2012,Ohio,OH,Auglaize,39011.0,President,Barack Obama,democrat,5831.0,23405,20191203,0.24913480025635548
2012,Ohio,OH,Auglaize,39011.0,President,Mitt Romney,republican,17169.0,23405,20191203,0.7335612048707542
2012,Ohio,OH,Belmont,39013.0,President,Barack Obama,democrat,14156.0,31564,20191203,0.44848561652515523
2012,Ohio,OH,Belmont,39013.0,President,Mitt Romney,republican,16758.0,31564,20191203,0.5309213027499683
2012,Ohio,OH,Brown,39015.0,President,Barack Obama,democrat,7107.0,19392,20191203,0.36649133663366334
2012,Ohio,OH,Brown,39015.0,President,Mitt Romney,republican,11916.0,19392,20191203,0.614480198019802
2012,Ohio,OH,Butler,39017.0,President,Barack Obama,democrat,62388.0,170191,20191203,0.3665763759540751
2012,Ohio,OH,Butler,39017.0,President,Mitt Romney,republican,105176.0,170191,20191203,0.6179880252187249
2012,Ohio,OH,Carroll,39019.0,President,Barack Obama,democrat,5543.0,13262,20191203,0.4179610918413512
2012,Ohio,OH,Carroll,39019.0,President,Mitt Romney,republican,7315.0,13262,20191203,0.5515759312320917
2012,Ohio,OH,Champaign,39021.0,President,Barack Obama,democrat,7044.0,18421,20191203,0.3823896639704685
2012,Ohio,OH,Champaign,39021.0,President,Mitt Romney,republican,11045.0,18421,20191203,0.5995874273926497
2012,Ohio,OH,Clark,39023.0,President,Barack Obama,democrat,31298.0,64144,20191203,0.48793339985033674
2012,Ohio,OH,Clark,39023.0,President,Mitt Romney,republican,31816.0,64144,20191203,0.4960089797954602
2012,Ohio,OH,Clermont,39025.0,President,Barack Obama,democrat,30458.0,96273,20191203,0.3163711528673668
2012,Ohio,OH,Clermont,39025.0,President,Mitt Romney,republican,64208.0,96273,20191203,0.6669367320017034
2012,Ohio,OH,Clinton,39027.0,President,Barack Obama,democrat,5791.0,18144,20191203,0.3191688712522046
2012,Ohio,OH,Clinton,39027.0,President,Mitt Romney,republican,12009.0,18144,20191203,0.6618716931216931
2012,Ohio,OH,Columbiana,39029.0,President,Barack Obama,democrat,19821.0,46051,20191203,0.43041410609975894
2012,Ohio,OH,Columbiana,39029.0,President,Mitt Romney,republican,25251.0,46051,20191203,0.5483268550085775
2012,Ohio,OH,Coshocton,39031.0,President,Barack Obama,democrat,6940.0,15739,20191203,0.4409428807421056
2012,Ohio,OH,Coshocton,39031.0,President,Mitt Romney,republican,8390.0,15739,20191203,0.5330707160556579
2012,Ohio,OH,Crawford,39033.0,President,Barack Obama,democrat,7507.0,19803,20191203,0.3790839771751755
2012,Ohio,OH,Crawford,39033.0,President,Mitt Romney,republican,11852.0,19803,20191203,0.5984951774983588
2012,Ohio,OH,Cuyahoga,39035.0,President,Barack Obama,democrat,447232.0,644281,20191203,0.6941567421668495
2012,Ohio,OH,Cuyahoga,39035.0,President,Mitt Romney,republican,190651.0,644281,20191203,0.29591280823119104
2012,Ohio,OH,Darke,39037.0,President,Barack Obama,democrat,6826.0,25401,20191203,0.268729577575686
2012,Ohio,OH,Darke,39037.0,President,Mitt Romney,republican,18108.0,25401,20191203,0.7128853194756112
2012,Ohio,OH,Defiance,39039.0,President,Barack Obama,democrat,7732.0,18288,20191203,0.42279090113735784
2012,Ohio,OH,Defiance,39039.0,President,Mitt Romney,republican,10176.0,18288,20191203,0.5564304461942258
2012,Ohio,OH,Delaware,39041.0,President,Barack Obama,democrat,37292.0,98761,20191203,0.37759844473020726
2012,Ohio,OH,Delaware,39041.0,President,Mitt Romney,republican,60194.0,98761,20191203,0.609491600935592
2012,Ohio,OH,Erie,39043.0,President,Barack Obama,democrat,21793.0,39405,20191203,0.5530516431924882
2012,Ohio,OH,Erie,39043.0,President,Mitt Romney,republican,16952.0,39405,20191203,0.43019921329780486
2012,Ohio,OH,Fairfield,39045.0,President,Barack Obama,democrat,29890.0,72068,20191203,0.4147471832158517
2012,Ohio,OH,Fairfield,39045.0,President,Mitt Romney,republican,41034.0,72068,20191203,0.5693789199089748
2012,Ohio,OH,Fayette,39047.0,President,Barack Obama,democrat,4249.0,11020,20191203,0.3855716878402904
2012,Ohio,OH,Fayette,39047.0,President,Mitt Romney,republican,6620.0,11020,20191203,0.6007259528130672
2012,Ohio,OH,Franklin,39049.0,President,Barack Obama,democrat,346336.0,570983,20191203,0.6065609659131708
2012,Ohio,OH,Franklin,39049.0,President,Mitt Romney,republican,215987.0,570983,20191203,0.37827220775399617
2012,Ohio,OH,Fulton,39051.0,President,Barack Obama,democrat,9073.0,21268,20191203,0.426603347752492
2012,Ohio,OH,Fulton,39051.0,President,Mitt Romney,republican,11738.0,21268,20191203,0.5519089712243747
2012,Ohio,OH,Gallia,39053.0,President,Barack Obama,democrat,4557.0,12595,20191203,0.3618102421595871
2012,Ohio,OH,Gallia,39053.0,President,Mitt Romney,republican,7750.0,12595,20191203,0.6153235410877332
2012,Ohio,OH,Geauga,39055.0,President,Barack Obama,democrat,19659.0,50997,20191203,0.3854932643096653
2012,Ohio,OH,Geauga,39055.0,President,Mitt Romney,republican,30589.0,50997,20191203,0.5998195972312097
2012,Ohio,OH,Greene,39057.0,President,Barack Obama,democrat,32256.0,83490,20191203,0.38634567014013654
2012,Ohio,OH,Greene,39057.0,President,Mitt Romney,republican,49819.0,83490,20191203,0.5967061923583663
2012,Ohio,OH,Guernsey,39059.0,President,Barack Obama,democrat,7450.0,16814,20191203,0.44308314499821577
2012,Ohio,OH,Guernsey,39059.0,President,Mitt Romney,republican,8993.0,16814,20191203,0.5348519091233496
2012,Ohio,OH,Hamilton,39061.0,President,Barack Obama,democrat,219927.0,418894,20191203,0.5250182623766394
2012,Ohio,OH,Hamilton,39061.0,President,Mitt Romney,republican,193326.0,418894,20191203,0.4615153236857057
2012,Ohio,OH,Hancock,39063.0,President,Barack Obama,democrat,12564.0,35694,20191203,0.3519919314170449
2012,Ohio,OH,Hancock,39063.0,President,Mitt Romney,republican,22443.0,35694,20191203,0.6287611363254328
2012,Ohio,OH,Hardin,39065.0,President,Barack Obama,democrat,4619.0,12449,20191203,0.3710338179773476
2012,Ohio,OH,Hardin,39065.0,President,Mitt Romney,republican,7489.0,12449,20191203,0.6015744236484858
2012,Ohio,OH,Harrison,39067.0,President,Barack Obama,democrat,2950.0,7141,20191203,0.41310740792606077
2012,Ohio,OH,Harrison,39067.0,President,Mitt Romney,republican,4019.0,7141,20191203,0.5628063296457079
2012,Ohio,OH,Henry,39069.0,President,Barack Obama,democrat,5658.0,14236,20191203,0.3974431019949424
2012,Ohio,OH,Henry,39069.0,President,Mitt Romney,republican,8257.0,14236,20191203,0.5800084293340826
2012,Ohio,OH,Highland,39071.0,President,Barack Obama,democrat,6049.0,17839,20191203,0.33908851393015305
2012,Ohio,OH,Highland,39071.0,President,Mitt Romney,republican,11410.0,17839,20191203,0.6396098436010987
2012,Ohio,OH,Hocking,39073.0,President,Barack Obama,democrat,6157.0,12728,20191203,0.48373664362036456
2012,Ohio,OH,Hocking,39073.0,President,Mitt Romney,republican,6285.0,12728,20191203,0.4937932118164676
2012,Ohio,OH,Holmes,39075.0,President,Barack Obama,democrat,2608.0,11536,20191203,0.2260748959778086
2012,Ohio,OH,Holmes,39075.0,President,Mitt Romney,republican,8702.0,11536,20191203,0.7543342579750347
2012,Ohio,OH,Huron,39077.0,President,Barack Obama,democrat,11006.0,24663,20191203,0.4462555244698536
2012,Ohio,OH,Huron,39077.0,President,Mitt Romney,republican,13060.0,24663,20191203,0.5295381745935207
2012,Ohio,OH,Jackson,39079.0,President,Barack Obama,democrat,5166.0,13381,20191203,0.38606980046334355
2012,Ohio,OH,Jackson,39079.0,President,Mitt Romney,republican,7904.0,13381,20191203,0.5906882893655183
2012,Ohio,OH,Jefferson,39081.0,President,Barack Obama,democrat,15385.0,33069,20191203,0.46523934802987693
2012,Ohio,OH,Jefferson,39081.0,President,Mitt Romney,republican,17034.0,33069,20191203,0.5151047809126372
2012,Ohio,OH,Knox,39083.0,President,Barack Obama,democrat,10470.0,28388,20191203,0.3688178103423982
2012,Ohio,OH,Knox,39083.0,President,Mitt Romney,republican,17266.0,28388,20191203,0.608214738621953
2012,Ohio,OH,Lake,39085.0,President,Barack Obama,democrat,57680.0,118404,20191203,0.4871457045370089
2012,Ohio,OH,Lake,39085.0,President,Mitt Romney,republican,58744.0,118404,20191203,0.49613188743623526
2012,Ohio,OH,Lawrence,39087.0,President,Barack Obama,democrat,10744.0,25833,20191203,0.41590214067278286
2012,Ohio,OH,Lawrence,39087.0,President,Mitt Romney,republican,14651.0,25833,20191203,0.5671428018426045
2012,Ohio,OH,Licking,39089.0,President,Barack Obama,democrat,34201.0,81390,20191203,0.4202113281729942
2012,Ohio,OH,Licking,39089.0,President,Mitt Romney,republican,45503.0,81390,20191203,0.5590735962648974
2012,Ohio,OH,Logan,39091.0,President,Barack Obama,democrat,7062.0,21137,20191203,0.3341060699247765
2012,Ohio,OH,Logan,39091.0,President,Mitt Romney,republican,13633.0,21137,20191203,0.6449827317027014
2012,Ohio,OH,Lorain,39093.0,President,Barack Obama,democrat,81464.0,143253,20191203,0.5686722093080075
2012,Ohio,OH,Lorain,39093.0,President,Mitt Romney,republican,59405.0,143253,20191203,0.4146859053562578
2012,Ohio,OH,Lucas,39095.0,President,Barack Obama,democrat,136616.0,210218,20191203,0.6498777459589569
2012,Ohio,OH,Lucas,39095.0,President,Mitt Romney,republican,69940.0,210218,20191203,0.33270224243404467
2012,Ohio,OH,Madison,39097.0,President,Barack Obama,democrat,6845.0,17517,20191203,0.39076325854883825
2012,Ohio,OH,Madison,39097.0,President,Mitt Romney,republican,10342.0,17517,20191203,0.5903978991836502
2012,Ohio,OH,Mahoning,39099.0,President,Barack Obama,democrat,77059.0,121310,20191203,0.6352238067760284
2012,Ohio,OH,Mahoning,39099.0,President,Mitt Romney,republican,42641.0,121310,20191203,0.35150441018877254
2012,Ohio,OH,Marion,39101.0,President,Barack Obama,democrat,12504.0,27352,20191203,0.4571512138052062
2012,Ohio,OH,Marion,39101.0,President,Mitt Romney,republican,14265.0,27352,20191203,0.5215340742907283
2012,Ohio,OH,Medina,39103.0,President,Barack Obama,democrat,38785.0,90783,20191203,0.4272275646321448
2012,Ohio,OH,Medina,39103.0,President,Mitt Romney,republican,50418.0,90783,20191203,0.5553682958263111
2012,Ohio,OH,Meigs,39105.0,President,Barack Obama,democrat,4027.0,10218,20191203,0.3941084360931689
2012,Ohio,OH,Meigs,39105.0,President,Mitt Romney,republican,5895.0,10218,20191203,0.5769230769230769
2012,Ohio,OH,Mercer,39107.0,President,Barack Obama,democrat,4745.0,21661,20191203,0.21905729190711418
2012,Ohio,OH,Mercer,39107.0,President,Mitt Romney,republican,16561.0,21661,20191203,0.7645538063801302
2012,Ohio,OH,Miami,39109.0,President,Barack Obama,democrat,16383.0,51936,20191203,0.3154459334565619
2012,Ohio,OH,Miami,39109.0,President,Mitt Romney,republican,34606.0,51936,20191203,0.6663200862600123
2012,Ohio,OH,Monroe,39111.0,President,Barack Obama,democrat,3035.0,6782,20191203,0.44750810970215277
2012,Ohio,OH,Monroe,39111.0,President,Mitt Romney,republican,3548.0,6782,20191203,0.5231495134178709
2012,Ohio,OH,Montgomery,39113.0,President,Barack Obama,democrat,137139.0,266278,20191203,0.5150218944111041
2012,Ohio,OH,Montgomery,39113.0,President,Mitt Romney,republican,124841.0,266278,20191203,0.46883708004416436
2012,Ohio,OH,Morgan,39115.0,President,Barack Obama,democrat,2814.0,6129,20191203,0.45912873225648554
2012,Ohio,OH,Morgan,39115.0,President,Mitt Romney,republican,3179.0,6129,20191203,0.5186816772719857
2012,Ohio,OH,Morrow,39117.0,President,Barack Obama,democrat,5933.0,16184,20191203,0.36659663865546216
2012,Ohio,OH,Morrow,39117.0,President,Mitt Romney,republican,9865.0,16184,20191203,0.6095526445872467
2012,Ohio,OH,Muskingum,39119.0,President,Barack Obama,democrat,17001.0,37085,20191203,0.4584333288391533
2012,Ohio,OH,Muskingum,39119.0,President,Mitt Romney,republican,19264.0,37085,20191203,0.5194553053795335
2012,Ohio,OH,Noble,39121.0,President,Barack Obama,democrat,2131.0,5872,20191203,0.36290871934604907
2012,Ohio,OH,Noble,39121.0,President,Mitt Romney,republican,3563.0,5872,20191203,0.6067779291553134
2012,Ohio,OH,Ottawa,39123.0,President,Barack Obama,democrat,11503.0,22456,20191203,0.5122461702885643
2012,Ohio,OH,Ottawa,39123.0,President,Mitt Romney,republican,10538.0,22456,20191203,0.4692732454577841
2012,Ohio,OH,Paulding,39125.0,President,Barack Obama,democrat,3538.0,9128,20191203,0.3875985977212971
2012,Ohio,OH,Paulding,39125.0,President,Mitt Romney,republican,5354.0,9128,20191203,0.586546888694128
2012,Ohio,OH,Perry,39127.0,President,Barack Obama,democrat,7033.0,14984,20191203,0.4693673251468233
2012,Ohio,OH,Perry,39127.0,President,Mitt Romney,republican,7627.0,14984,20191203,0.5090096102509343
2012,Ohio,OH,Pickaway,39129.0,President,Barack Obama,democrat,9684.0,24123,20191203,0.40144260664096504
2012,Ohio,OH,Pickaway,39129.0,President,Mitt Romney,republican,14037.0,24123,20191203,0.5818927994030593
2012,Ohio,OH,Pike,39131.0,President,Barack Obama,democrat,5684.0,11581,20191203,0.490803902944478
2012,Ohio,OH,Pike,39131.0,President,Mitt Romney,republican,5685.0,11581,20191203,0.49089025127363783
2012,Ohio,OH,Portage,39133.0,President,Barack Obama,democrat,39453.0,76239,20191203,0.5174910478888758
2012,Ohio,OH,Portage,39133.0,President,Mitt Romney,republican,35242.0,76239,20191203,0.4622568501685489
2012,Ohio,OH,Preble,39135.0,President,Barack Obama,democrat,6211.0,20169,20191203,0.30794784074569886
2012,Ohio,OH,Preble,39135.0,President,Mitt Romney,republican,13535.0,20169,20191203,0.6710793792453765
2012,Ohio,OH,Putnam,39137.0,President,Barack Obama,democrat,4318.0,18372,20191203,0.23503156978010015
2012,Ohio,OH,Putnam,39137.0,President,Mitt Romney,republican,13721.0,18372,20191203,0.7468430219899848
2012,Ohio,OH,Richland,39139.0,President,Barack Obama,democrat,22687.0,57715,20191203,0.393086719223772
2012,Ohio,OH,Richland,39139.0,President,Mitt Romney,republican,33867.0,57715,20191203,0.5867971931040458
2012,Ohio,OH,Ross,39141.0,President,Barack Obama,democrat,14569.0,30083,20191203,0.48429345477512215
2012,Ohio,OH,Ross,39141.0,President,Mitt Romney,republican,15008.0,30083,20191203,0.49888641425389757
2012,Ohio,OH,Sandusky,39143.0,President,Barack Obama,democrat,14541.0,28994,20191203,0.5015175553562806
2012,Ohio,OH,Sandusky,39143.0,President,Mitt Romney,republican,13755.0,28994,20191203,0.47440849830999515
2012,Ohio,OH,Scioto,39145.0,President,Barack Obama,democrat,15077.0,31161,20191203,0.4838419819646353
2012,Ohio,OH,Scioto,39145.0,President,Mitt Romney,republican,15492.0,31161,20191203,0.49715991142774624
2012,Ohio,OH,Seneca,39147.0,President,Barack Obama,democrat,11353.0,25262,20191203,0.44941018129997623
2012,Ohio,OH,Seneca,39147.0,President,Mitt Romney,republican,13243.0,25262,20191203,0.5242261103633916
2012,Ohio,OH,Shelby,39149.0,President,Barack Obama,democrat,6343.0,23866,20191203,0.2657755803234727
2012,Ohio,OH,Shelby,39149.0,President,Mitt Romney,republican,17142.0,23866,20191203,0.7182602866001844
2012,Ohio,OH,Stark,39151.0,President,Barack Obama,democrat,89432.0,181477,20191203,0.4928007405897166
2012,Ohio,OH,Stark,39151.0,President,Mitt Romney,republican,88581.0,181477,20191203,0.4881114411192603
2012,Ohio,OH,Summit,39153.0,President,Barack Obama,democrat,153037.0,267711,20191203,0.5716500255872937
2012,Ohio,OH,Summit,39153.0,President,Mitt Romney,republican,111000.0,267711,20191203,0.41462622006566785
2012,Ohio,OH,Trumbull,39155.0,President,Barack Obama,democrat,61672.0,101719,20191203,0.6062977418181461
2012,Ohio,OH,Trumbull,39155.0,President,Mitt Romney,republican,38279.0,101719,20191203,0.3763210413000521
2012,Ohio,OH,Tuscarawas,39157.0,President,Barack Obama,democrat,18407.0,41613,20191203,0.4423377309975248
2012,Ohio,OH,Tuscarawas,39157.0,President,Mitt Romney,republican,22242.0,41613,20191203,0.5344964314036479
2012,Ohio,OH,Union,39159.0,President,Barack Obama,democrat,8805.0,25567,20191203,0.3443892517698596
2012,Ohio,OH,Union,39159.0,President,Mitt Romney,republican,16289.0,25567,20191203,0.637110337544491
2012,Ohio,OH,Van Wert,39161.0,President,Barack Obama,democrat,4029.0,13866,20191203,0.2905668541756815
2012,Ohio,OH,Van Wert,39161.0,President,Mitt Romney,republican,9585.0,13866,20191203,0.6912591951536131
2012,Ohio,OH,Vinton,39163.0,President,Barack Obama,democrat,2436.0,5467,20191203,0.44558258642765686
2012,Ohio,OH,Vinton,39163.0,President,Mitt Romney,republican,2856.0,5467,20191203,0.5224071702944942
2012,Ohio,OH,Warren,39165.0,President,Barack Obama,democrat,32909.0,111004,20191203,0.2964667939894058
2012,Ohio,OH,Warren,39165.0,President,Mitt Romney,republican,76561.0,111004,20191203,0.6897138841843538
2012,Ohio,OH,Washington,39167.0,President,Barack Obama,democrat,11651.0,29499,20191203,0.39496254110308826
2012,Ohio,OH,Washington,39167.0,President,Mitt Romney,republican,17284.0,29499,20191203,0.5859181667175158
2012,Ohio,OH,Wayne,39169.0,President,Barack Obama,democrat,19808.0,51064,20191203,0.3879053736487545
2012,Ohio,OH,Wayne,39169.0,President,Mitt Romney,republican,30251.0,51064,20191203,0.5924134419551935
2012,Ohio,OH,Williams,39171.0,President,Barack Obama,democrat,7266.0,17706,20191203,0.4103693663165029
2012,Ohio,OH,Williams,39171.0,President,Mitt Romney,republican,10047.0,17706,20191203,0.5674347678752966
2012,Ohio,OH,Wood,39173.0,President,Barack Obama,democrat,32802.0,63948,20191203,0.5129480202664665
2012,Ohio,OH,Wood,39173.0,President,Mitt Romney,republican,29704.0,63948,20191203,0.46450240820666794
2012,Ohio,OH,Wyandot,39175.0,President,Barack Obama,democrat,4137.0,10572,20191203,0.391316685584563
2012,Ohio,OH,Wyandot,39175.0,President,Mitt Romney,republican,6180.0,10572,20191203,0.5845629965947786
2012,Oklahoma,OK,Adair,40001.0,President,Barack Obama,democrat,2127.0,6508,20191203,0.3268285187461586
2012,Oklahoma,OK,Adair,40001.0,President,Mitt Romney,republican,4381.0,6508,20191203,0.6731714812538414
2012,Oklahoma,OK,Alfalfa,40003.0,President,Barack Obama,democrat,322.0,2083,20191203,0.15458473355736918
2012,Oklahoma,OK,Alfalfa,40003.0,President,Mitt Romney,republican,1761.0,2083,20191203,0.8454152664426309
2012,Oklahoma,OK,Atoka,40005.0,President,Barack Obama,democrat,1243.0,4781,20191203,0.25998745032419995
2012,Oklahoma,OK,Atoka,40005.0,President,Mitt Romney,republican,3538.0,4781,20191203,0.7400125496758
2012,Oklahoma,OK,Beaver,40007.0,President,Barack Obama,democrat,244.0,2306,20191203,0.10581092801387684
2012,Oklahoma,OK,Beaver,40007.0,President,Mitt Romney,republican,2062.0,2306,20191203,0.8941890719861232
2012,Oklahoma,OK,Beckham,40009.0,President,Barack Obama,democrat,1417.0,6925,20191203,0.20462093862815883
2012,Oklahoma,OK,Beckham,40009.0,President,Mitt Romney,republican,5508.0,6925,20191203,0.7953790613718411
2012,Oklahoma,OK,Blaine,40011.0,President,Barack Obama,democrat,992.0,3816,20191203,0.259958071278826
2012,Oklahoma,OK,Blaine,40011.0,President,Mitt Romney,republican,2824.0,3816,20191203,0.740041928721174
2012,Oklahoma,OK,Bryan,40013.0,President,Barack Obama,democrat,3681.0,13201,20191203,0.2788425119309143
2012,Oklahoma,OK,Bryan,40013.0,President,Mitt Romney,republican,9520.0,13201,20191203,0.7211574880690856
2012,Oklahoma,OK,Caddo,40015.0,President,Barack Obama,democrat,3164.0,8851,20191203,0.3574737317817196
2012,Oklahoma,OK,Caddo,40015.0,President,Mitt Romney,republican,5687.0,8851,20191203,0.6425262682182804
2012,Oklahoma,OK,Canadian,40017.0,President,Barack Obama,democrat,10537.0,46162,20191203,0.22826134049651228
2012,Oklahoma,OK,Canadian,40017.0,President,Mitt Romney,republican,35625.0,46162,20191203,0.7717386595034877
2012,Oklahoma,OK,Carter,40019.0,President,Barack Obama,democrat,4908.0,17122,20191203,0.2866487559864502
2012,Oklahoma,OK,Carter,40019.0,President,Mitt Romney,republican,12214.0,17122,20191203,0.7133512440135498
