"fips","dem_amount","rep_amount"
36055,1393295.31205742,333247.738881345
36057,92107.6908164505,22030.2755866153
36059,2540088.42111793,607537.19299197
36061,3063655.51855698,732763.733169291
36063,396301.540055388,94787.2220596475
36065,431558.690879208,103220.011354034
36067,869409.755682076,207945.029840518
36069,204617.359722387,48940.287011133
36071,707726.280436132,169273.649786403
36073,77267.5043850014,18480.8065472375
36075,222724.560182674,53271.1589796543
36077,112644.545631898,26942.2711784732
36079,185007.782397923,44250.0772277189
36081,4321356.63540264,1033580.11412621
36083,298403.51646191,71372.0173136386
36085,888013.377425414,212394.635625681
36087,605555.28723269,144836.438113
36089,205029.483051713,49038.8584815525
36091,425464.885468768,101762.49774824
36093,289376.142261815,69212.8540593137
36095,58641.4031873368,14025.8241364153
36097,33657.3629908919,8050.15276830354
36099,65021.8216404441,15551.8897193642
36101,181630.244385312,43442.2392224175
36103,2784466.31568095,665987.386637891
36105,140350.473089754,33568.9623034918
36107,91461.4065045532,21875.697598912
36109,192839.998942973,46123.3832178273
36111,335397.20513248,80220.1509402016
36113,120710.92315952,28871.5836858654
36115,115759.823344029,27687.3818844168
36117,170015.859649767,40664.3159651412
36119,1817589.39261333,434730.204043166
36121,75740.7747786354,18115.6440545472
36123,46942.7204980665,11227.7385329169
25001,411200.976783434,72993.2869359981
25003,244663.416278127,43430.7989412597
25005,1074545.81222768,190745.244360446
25007,33339.4748664545,5918.17138728317
25009,1501570.28334854,266547.398316987
25011,135980.386602296,24138.2096282248
25013,900691.474102244,159883.937349151
25015,310778.203947168,55166.9959337599
25017,3070474.17548021,545047.349531073
25019,21372.6925219547,3793.91870625719
25021,1342203.16491096,238257.752958473
25023,986238.082756111,175069.524214043
25025,1526079.56290817,270898.100227973
25027,1579499.74140629,280380.846226747
48001,26616.3233125974,49601.7708427462
48003,8231.59976453116,15340.2827428171
48005,40569.002897736,75603.7699654707
48007,11642.0388553276,21695.9245896669
48009,4062.82263685842,7571.41379150565
48011,852.725443540607,1589.12602411399
48013,22541.9335915889,42008.8008110871
48015,13708.8454512559,25547.5935802894
48017,3329.46950174618,6204.7481657755
48019,10040.6917255967,18711.6787028202
48021,38213.4818814228,71214.0572206176
48023,1683.24208551315,3136.86406713331
48025,15181.5666052384,28292.1340766295
48027,157818.520042886,294108.167156341
48029,891892.053155993,1662116.31552325
48031,5228.78471918198,9744.28279897567
48033,303.982971462929,566.497991233255
48035,8332.46473831947,15528.2531569554
48037,43225.7307853161,80554.8072039203
48039,163398.94412023,304507.759655982
48041,101669.580161785,189469.866203355
48043,4261.77648423903,7942.18112214538
48045,686.159431780098,1278.71616590398
48047,3326.69340155017,6199.57466813867
48049,17600.0125593278,32799.1127679175
48051,8257.97271639324,15389.430970367
48053,21198.7637800868,39505.6902044658
48055,19038.0324608602,35478.9845437972
48057,10154.974516999,18924.6543555365
48059,6379.9409337935,11889.5598190492
48061,194951.636264696,363308.871546624
48063,5908.92926720406,11011.7897199998
48065,2820.51779914462,5256.27359902271
48067,13907.3366152705,25917.498661323
48069,3592.73633700098,6695.36819166853
48071,18582.7520287148,34630.5309313565
48073,24003.5503447874,44732.6473168798
48075,3333.17096867419,6211.64616262461
48077,4742.9671848805,8838.92071252983
48079,1351.49811209013,2518.63109953172
48081,1507.88508979861,2810.07146640666
48083,3892.0924748039,7253.2436868404
48085,436653.725196907,813741.167796735
48087,1391.28888156625,2592.78456565966
48089,9753.82803867582,18177.0839470141
48091,62158.271438728,115837.198837518
48093,6266.12082575716,11677.4464159391
48095,1915.50913524586,3569.71336941503
48097,18203.3516685936,33923.4862543226
48099,34610.1038270038,64498.8572880079
48101,648.682079133983,1208.87394780673
48103,2211.16380612076,4120.69086773779
48105,1685.09281897715,3140.31306555786
48107,2734.92137643436,5096.75742188702
48109,1027.15707252314,1914.19412562835
48111,3403.96152367241,6343.57035236386
48113,1199038.39079227,2234509.50731368
48115,6014.42107465239,11208.3826301995
48117,8719.73071566266,16249.9560772936
48119,2381.43128480928,4437.9987227969
48121,373946.248602735,696880.47867673
48123,9541.91905704717,17782.1736274025
48125,1014.6646216411,1890.9133862626
48127,4940.9956655291,9207.96354395728
48129,1567.10856064679,2920.43941599244
48131,5288.93355676217,9856.37524777373
48133,8439.3445958658,15727.4328159735
48135,73038.2707902513,136112.998325874
48137,882.799862330699,1645.17224851301
48139,77884.4163657501,145144.200700573
48141,386317.013759515,719934.446396066
48143,19142.1362182105,35672.9907051784
48145,7993.31783104044,14896.2241956556
48147,15700.234658526,29258.7158851112
48149,11575.4124506234,21571.7606463829
48151,1793.82340998748,3342.9417230005
48153,2705.30964101027,5041.57344709413
48155,555.220039201697,1034.69952736668
48157,344310.453643613,641651.666904321
48159,4940.0702987971,9206.239044745
48161,9100.51912588182,16959.587503146
48163,9061.1910397717,16886.2962866242
48165,9460.02410126492,17629.5554471159
48167,152139.544408585,283524.915490592
48169,2874.18906960079,5356.29455333483
48171,12125.0802894331,22596.1131784759
48173,631.562794591931,1176.97071237959
48175,3475.67744540262,6477.21904131539
48177,9617.7991290714,17923.5825628092
48179,10521.8824262382,19608.4182932046
48181,59358.1117076875,110618.864221165
48183,57079.8588134965,106373.147160537
48185,12721.0164648429,23706.6906711828
48187,71480.8785802905,133210.66615161
48189,15780.7415642102,29408.7473165794
48191,1440.3333183624,2684.18302391039
48193,3811.12288575365,7102.35000576609
48195,2587.32538267991,4821.69979752871
48197,1842.40516341763,3433.47793164509
48199,26022.2378706515,48494.6423484638
48201,2139429.3770559,3987007.68880201
48203,30819.8016927202,57435.3085145181
48205,2655.80252084812,4949.31273923727
48207,2660.89203787413,4958.7974849048
48209,94640.0317821253,176369.707937287
48211,1897.4644839718,3536.08563477562
48213,37043.3556488052,69033.4279666924
48215,392799.670400561,732015.425627678
48217,16241.1115133816,30266.6856746876
48219,10661.6128027706,19868.8176742586
48221,26173.535331334,48776.5979696713
48223,16741.7349153952,31199.6397485298
48225,10594.0610313344,19742.9292317623
48227,16755.6154163752,31225.507236714
48229,1968.25503897002,3668.00982451487
48231,42518.2879187,79236.4275561339
48233,9960.64750327845,18562.5095209582
48235,722.711417694209,1346.83388478896
48237,4066.52410378643,7578.31178835476
48239,6881.48970253904,12824.2383921038
48241,16386.8567736721,30538.2943006213
48243,1032.24658954916,1923.67887129588
48245,118330.34548813,220518.612270811
48247,2432.32645506944,4532.84617947218
48249,19053.7636953042,35508.3010304059
48251,75307.7327004882,140342.332643985
48253,9240.24950241425,17219.9868841999
48255,7168.81607282591,13359.6953975161
48257,54552.2195850308,101662.6775622
48259,19387.8210855573,36130.8452460382
48261,201.729947576617,375.940828276559
48263,346.087157769058,644.962705391895
48265,23793.9547799887,44342.0482452989
48267,2041.82169416424,3805.10751189095
48269,135.103542872413,251.776884992558
48271,1682.31671878114,3135.13956792103
48273,14483.8400893083,26991.861670572
48275,1726.73432191728,3217.91553011036
48277,22915.7817513181,42705.4984928473
48279,6105.10701438866,11377.3835530027
48281,9496.11340381303,17696.8109163947
48283,3514.54284814674,6549.64800823106
48285,9203.23483313413,17151.0069157088
48287,7854.05013787401,14636.6870642078
48289,7958.15389522433,14830.693225589
48291,37641.1425576791,70147.4544578238
48293,10860.1039667852,20238.7227552922
48295,1616.61568080894,3012.70012384931
48297,5562.84210943501,10366.827014608
48299,9527.57587270113,17755.4438896122
48301,54.1339538221655,100.883203918251
48303,139773.868768831,260480.432516924
48305,2671.99643865817,4979.49147545213
48307,3758.83966539549,7004.9158002724
48309,114538.655303748,213452.476748502
48311,372.92279299714,694.973182547951
48313,6533.08912793997,12174.9644386812
48315,4684.66908076432,8730.27726215633
48317,2598.42978346394,4842.39378807604
48319,1925.22548593189,3587.82061114395
48321,17160.0006782605,31979.1133924794
48323,26854.6052460881,50045.8293899077
48325,22789.0065090337,42469.2421007652
48327,967.470918308957,1802.96392643643
48329,75810.6695193317,141279.597965858
48331,11419.0254729149,21280.320279508
48333,2259.74555955091,4211.22707638237
48335,3920.77884349599,7306.70316242101
48337,8971.43046676743,16719.0198630332
48339,256889.207737841,478734.777322014
48341,10012.9307236366,18659.9437264519
48343,5750.69155603158,10716.9003547003
48345,541.339538221655,1008.83203918251
48347,30328.4319580267,56519.5994327985
48349,22396.1883312985,41737.1921851533
48351,6551.59646258003,12209.4544229268
48353,6960.60855812528,12971.6830747536
48355,167325.737847484,311825.672063283
48357,4745.74328507651,8844.09421016666
48359,959.605301086933,1788.30568313207
48361,39119.4159120536,72902.3419494376
48363,13012.9696687898,24250.7701726565
48365,10835.5817483871,20193.0235261668
48367,59670.8856631044,111201.744954915
48369,4516.71501890581,8417.28065512791
48371,7347.87453546846,13693.3859950918
48373,22049.6384901634,41091.3672301553
48375,55814.4198074826,104014.894487747
48377,3310.96216710612,6170.25818152995
48379,5230.17276927999,9746.86954779409
48381,61232.4420233592,114111.837375634
48383,1723.95822172127,3212.74203247353
48385,1572.66076103881,2930.78641126611
48387,5635.02071453123,10501.3379531656
48389,7046.20498083554,13131.1992518893
48391,3364.63343756229,6270.27913584206
48393,421.041863061287,784.647141586396
48395,7774.93128228777,14489.242381558
48397,43224.3427352181,80552.2204551019
48399,4754.53426903053,8860.4769526833
48401,24472.2485945468,45606.1061678985
48403,4803.11602246068,8951.01316132789
48405,3834.71973741972,7146.32473567918
48407,12831.1351059512,23911.9060774439
48409,31143.6800489212,58038.8832388153
48411,2740.01089346038,5106.24216755455
48413,1414.42304986632,2635.89704596661
48415,8047.9144682286,14997.96964918
48417,1543.97439234672,2877.3269356855
48419,11828.9629351922,22044.273430547
48421,1420.43793362434,2647.10629084641
48423,104178.249372244,194144.98356784
48425,4011.92746659826,7476.56633483037
48427,29562.6909872944,55092.5763346387
48429,4338.58192299526,8085.31455676444
48431,619.533027075894,1154.55222261998
48433,648.219395767982,1208.01169820059
48435,1797.9875602815,3350.70196945575
48437,3436.81204265851,6404.79007439973
48439,936265.701372358,1744810.364
48441,63043.8474012547,117487.544583668
48443,378.474993389157,705.320177821618
48445,5908.46658383806,11010.9274703937
48447,711.144333544174,1325.27764463548
48449,15020.0901105039,27991.208964087
48451,54427.2950762104,101429.870168543
48453,558047.034567966,1039967.87246018
48455,6728.80419175857,12539.696022078
48457,9912.0657498483,18471.9733123136
48459,18864.0635152437,35154.778691889
48461,1707.30162054522,3181.70104665253
48463,12529.9282346843,23350.5815838475
48465,22630.3061144952,42173.4904858596
48467,25154.7065593989,46877.9243369534
48469,42752.8683852627,79673.5881064463
48471,33241.4864303716,61948.322953049
48473,23155.4517349068,43152.1437888272
48475,5353.70922800237,9977.09019263317
48477,16073.6201348891,29954.5513172653
48479,125989.143245551,234791.430001228
48481,19251.7921759529,35877.3438618334
48483,2553.0868135958,4757.89332667443
48485,60748.0125391557,113209.062038006
48487,5959.36175409822,11105.774927069
48489,10068.4527275568,18763.4136791885
48491,244121.922936398,454941.861690217
48493,22306.8904416602,41570.7780111685
48495,3662.1388419012,6824.70563258937
48497,29832.8980730392,55596.1301046238
48499,20243.7853126599,37726.0070173951
48501,4003.13648264424,7460.18359231374
48503,8373.6435578936,15604.9933719018
48505,6683.92390525643,12456.0578102825
48507,5608.18507930314,10451.3274760096
12001,160035.130584948,202089.258982361
12003,16905.7299854549,21348.2279348845
12005,111335.06025495,140591.754719358
12007,16212.1367024482,20472.3717895141
12009,349751.688410175,441659.648605241
12011,1159575.80593786,1464289.83748333
12013,8688.10467262835,10971.1700726902
12015,107719.765896061,136026.431122467
12017,86580.3279602247,109331.958901637
12019,125650.728610156,158669.30306244
12021,221564.857787067,279787.805109161
12023,41994.526877153,53029.8740463984
12027,21980.9654505332,27757.1368447581
12029,9982.52919991806,12605.7442600729
12031,561428.597899552,708961.144383244
12033,188842.290767451,238466.382138942
12035,65118.9511841117,82230.9485573878
12037,7168.14107079449,9051.78951635845
12039,27941.3811544138,35283.8341919052
12041,10684.0042247772,13491.5533161861
12043,8127.89471327674,10263.7478014295
12045,9738.19520249523,12297.2040270447
12047,8671.73490108886,10950.4986426859
12049,16502.5485753155,20839.098269962
12051,24273.9460417321,30652.6682624074
12053,110622.672049065,139692.164709908
12055,61866.2169504306,78123.4588546674
12057,846797.974844893,1069320.05878129
12059,11760.7714193751,14851.2740453625
12061,91645.8628199462,115728.618075212
12063,29283.0961328176,36978.125843745
12065,8463.77817375379,10687.8949207785
12067,5303.19969096163,6696.77771289752
12069,203053.677615072,256412.245816811
12071,438133.297527579,553266.230415877
12073,173849.398900778,219533.649080495
12075,24152.6884747729,30499.5465586714
12077,5032.18902880777,6354.55070504738
12079,11104.7679821257,14022.8856281503
12081,227584.083410923,287388.76648262
12083,210666.227668772,266025.226377362
12085,95990.5214440952,121214.968720075
12086,1632255.99057996,2061181.20690213
12087,46606.5584364471,58853.8580480002
12089,48536.3726146031,61290.78996296
12091,121300.613395494,153176.061940908
12093,24717.7487368029,31213.0936980815
12095,804250.513462406,1015591.94976586
12097,205052.00231856,258935.691494382
12099,879656.956627338,1110813.74366822
12101,309168.599612427,390412.111190331
12103,581959.929137088,734887.711259837
12105,403680.385027455,509759.760733344
12107,43878.8694676994,55409.3853224571
12109,142373.359669503,179786.317224683
12111,185260.94852731,233943.932619097
12113,103004.665404851,130072.293672689
12115,250377.474560083,316171.81874241
12117,276433.906836115,349075.376049738
12119,73972.5724356394,93411.1297556778
12121,26576.020950453,33559.683807837
12123,13398.3548611594,16919.1826543183
12125,9238.61402662323,11666.342607652
12127,320394.625161512,404588.118522217
12129,19329.6687489698,24409.1307925687
12131,39663.9564401968,50086.8749005909
12133,14826.1627121042,18722.1907158107
24001,117945.295815098,27585.2709947869
24003,928551.772060809,217171.461464156
24005,1356489.57887453,317258.372843629
24009,149045.217750216,34858.9801204299
24011,53756.5891020195,12572.6937042011
24013,273530.025546512,63973.7246641901
24015,167763.445411044,39236.8349470906
24017,257475.073478528,60218.7618185505
24019,52833.3638811444,12356.768026699
24021,404318.628246337,94562.8127967102
24023,48056.8192100209,11239.6206384877
24025,409836.699557631,95853.3898514259
24027,516312.067850261,120756.052296111
24029,32191.7503434931,7529.06803857547
24031,1700512.10603765,397719.018387164
24033,1487147.22764232,347816.833220475
24035,80312.4095953831,18783.6197079543
24037,182926.273817012,42783.1462072007
24039,42296.4831244544,9892.38223577503
24041,60787.1783283646,14217.0213369521
24043,244887.126761276,57274.6688043816
24045,167033.377239926,39066.0852092078
24047,84260.6706463597,19707.0465415271
24510,1008715.2215585,235920.242100031
17001,51374.5488352034,22176.9432282189
17003,4991.77451563112,2154.80821829358
17005,12787.4130880372,5519.96544045295
17007,41401.0467258646,17871.6637643578
17009,5129.34006196683,2214.19138331236
17011,25809.7695810523,11141.3493200391
17013,3762.95868038519,1624.36309256409
17015,11280.3747995281,4869.41953153943
17017,9793.4303548657,4227.54756807808
17019,162449.453419512,70124.845621439
17021,25681.4781164921,11085.9695144598
17023,12254.9262260973,5290.10588597017
17025,10289.5937298518,4441.72729808961
17027,29058.0167229005,12543.5259637127
17029,40019.9813814718,17275.4968211637
17031,4037527.1454289,1742886.55212898
17033,14786.7505507927,6383.0230129449
17035,8399.22672795774,3625.70919901141
17037,80437.2025989917,34722.4708716514
17039,12471.3214675243,5383.51760622442
17041,15245.8175986771,6581.18930519856
17043,719712.024822508,310679.374846758
17045,13539.3865519959,5844.57116833648
17047,5051.28320702354,2180.4964413635
17049,26407.9478555683,11399.5660038848
17051,16670.1619913552,7196.0385924435
17053,10318.961655474,4454.40460298126
17055,30198.7287812798,13035.9391747673
17057,27414.9585683516,11834.2641163537
17059,3985.53664299577,1720.44371911132
17061,10141.9812615927,4378.00716034474
17063,38886.9977245721,16786.4197429754
17065,6326.46945114667,2730.95836429034
17067,14069.554893492,6073.42988295939
17069,3084.40503048209,1331.45062690969
17071,5321.77725880723,2297.26109168132
17073,38254.0416433982,16513.1904612317
17075,21765.4970868121,9395.55099114448
17077,45385.8105287124,19591.7738701825
17079,7406.1271378376,3197.01612570172
17081,29533.3134138919,12748.6981349854
17083,16961.5227271336,7321.81080150012
17085,16858.7349874558,7277.44023437935
17087,9624.95120261186,4154.81987159441
17089,410166.360362725,177057.245155919
17091,85847.0836346656,37057.7638780076
17093,96245.6478253788,41546.530649511
17095,39350.7018133441,16986.5877149488
17097,544201.572902582,234916.464681402
17099,85178.5769066859,36769.1883850793
17101,12506.0992741822,5398.53020412243
17103,26658.3480635052,11507.6567087504
17105,27904.939222154,12045.7749400722
17107,22540.6557552094,9730.16511762667
17109,23886.1704527963,10310.9858496361
17111,237384.807005224,102472.323505626
17113,133755.444406298,57738.4515157254
17115,82217.0534597284,35490.7822707426
17117,35311.8392001396,15243.1246790606
17119,205298.029742494,88621.3670716405
17121,29402.7034288878,12692.3174895463
17123,9182.11379783455,3963.65945835982
17125,10568.589023263,4562.16169456027
17127,11159.8117364473,4817.37585882634
17129,9581.67215432647,4136.13752754356
17131,12057.8519883692,5205.03449788148
17133,26209.3279375442,11313.8273892228
17135,22459.5075396743,9695.13572253133
17137,26765.0000039227,11553.6953423043
17139,11291.1945615994,4874.09011755214
17141,39529.2278875214,17063.6523841586
17143,143008.659497744,61732.8033964545
17145,16531.8236048715,7136.32181413811
17147,12770.4106047823,5512.62594814726
17149,12166.0496090827,5251.74035800861
17151,3232.01749874119,1395.17076465455
17153,4330.99618913095,1869.5688582315
17155,4412.91724481401,1904.93186661346
17157,25050.8405557621,10813.741072576
17159,12233.2867019546,5280.76471394475
17161,112017.769564812,48354.9106028993
17163,203401.480019416,87802.6800662693
17165,18725.9167849113,8083.44993485888
17167,153042.443138623,66064.1046966721
17169,5433.06624011252,2345.30140495493
17171,3904.38842746066,1685.41432401598
17173,16796.1349354716,7250.41755816294
17175,4259.89489551924,1838.87643586224
17177,35166.5452523243,15180.4053811756
17179,103508.026695697,44681.4947039009
17181,13219.4307307432,5706.45526767483
17183,60663.3145734555,26186.6413201326
17185,8920.12098767834,3850.56455419485
17187,13365.4975187064,5769.50817884645
17189,10958.1004578315,4730.30279101792
17191,12784.3217274454,5518.63098730647
17193,10880.8164430362,4696.94146235568
17195,43646.9201958172,18841.1439752823
17197,531967.51336048,229635.36635417
17199,52131.1593400498,22503.5506358222
17201,221082.516924294,95435.0848376148
17203,30073.5286773113,12981.8938223345
53001,24019.543243228,7257.84477255825
53003,27636.9219225866,8350.88691213967
53005,239952.372363321,72505.003687407
53007,94067.9669944272,28423.9669173631
53009,92065.2016302983,27818.8030313762
53011,576984.920432815,174344.155765281
53013,4929.40701078173,1489.49005993696
53015,129888.324606108,39247.5946862384
53017,51298.0755743389,15500.4391998371
53019,9339.21111904333,2821.97475254976
53021,111855.995714592,33798.8714254728
53023,2785.26997389076,841.608723174446
53025,116843.687537828,35305.9730659926
53027,88705.7642486108,26803.7015037361
53029,101306.444660322,30611.1753399674
53031,38331.5649567958,11582.424591862
53033,2686495.81831623,811762.714803633
53035,326323.023806573,98603.1178243856
53037,55707.8796826005,16832.9238924499
53039,26396.8195299371,7976.17243165238
53041,95107.1727994675,28737.9776520115
53043,12816.4582280325,3872.67415583611
53045,77062.4428840248,23285.507246441
53047,51562.2173839732,15580.2533841809
53049,26395.5794275444,7975.7977171719
53051,16283.7845178805,4920.37584327856
53053,1070078.15410528,323339.251640077
53055,20224.8299217206,6111.21846226716
53057,153280.376038655,46315.8339316701
53059,14361.6258092738,4339.56839852327
53061,976096.994278342,294941.514736348
53063,616193.237781214,186191.503494847
53065,54739.3597139412,16540.2718831893
53067,339433.386301663,102564.599312097
53069,5160.06605581454,1559.1869533076
53071,74416.0643781107,22485.8665450811
53073,268379.239510025,81094.5837236171
53075,60546.7592187188,18295.0597953113
53077,309191.00925212,93426.4372764537
11001,9076123.03423342,989238.326408272
51001,35468.1128200347,19564.4642179324
51003,114840.032720304,63346.5818252794
51005,16602.7152189429,9158.17623197728
51007,13812.3973170656,7619.01695883156
51009,34406.3677251208,18978.798044392
51011,16754.8555221776,9242.09790928337
51013,249530.598480375,137642.859376801
51015,80746.5776755947,44540.3886491056
51017,4757.35175149928,2624.18918611736
51019,84155.1678735957,46420.5913342824
51021,6983.34781939291,3852.06450726958
51023,35879.215341541,19791.231303419
51025,17930.9755968281,9890.85413810349
51027,23966.9533010438,13220.3425271125
51029,18398.1865989599,10148.5710620293
51031,59797.6132266588,32984.7903164976
51033,32477.0991989968,17914.5997534467
51035,32142.6063337292,17730.0911012134
51036,7589.75101384576,4186.56083809243
51037,13076.5130134769,7213.09792391842
51041,365221.969493247,201459.045481474
51043,15423.358116564,8507.6344355549
51045,5524.52732312913,3047.36870785232
51047,54294.6660883856,29949.3253926603
51049,10514.9450710729,5800.1187613322
51051,16200.244771379,8936.17066009663
51053,30717.2351239922,16943.8461670195
51057,11952.1853824807,6592.91077673441
51059,1234589.42749931,681008.341230495
51061,74241.2309507616,40951.9929577693
51063,16915.6278993546,9330.78110019548
51065,28256.0150411684,15586.2196001033
51067,60595.001057087,33424.6351358536
51069,91325.1842919928,50375.6235732822
51071,18156.488528573,10015.2486810607
51073,40046.3490372294,22089.8519967248
51075,24261.5228243278,13382.8291789179
51077,17120.6396554863,9443.86704833844
51079,20834.5894691993,11492.5082773282
51081,12408.6062921846,6844.67580865268
51083,37754.533405525,20825.6701343267
51085,112529.873931472,62072.2817464685
51087,351682.561514609,193990.611390433
51089,55725.4323443367,30738.546272858
51091,2384.61042658503,1315.36813366282
51093,39196.089753904,21620.8429065319
51095,79771.1533201047,44002.3376116254
51097,7611.33119870173,4198.46462210748
51099,27997.0528228968,15443.3741919227
51101,17701.146628112,9764.07883834323
51103,11622.0085541843,6410.78288130417
51105,26074.2583522296,14382.7470361819
51107,416007.697524051,229472.815593287
51109,38093.3423077638,21012.559543363
51111,13292.3148620367,7332.1357640689
51113,14114.5199050492,7785.66993504223
51115,9461.83205010143,5219.21410139785
51117,33247.511798355,18339.5648427839
51119,11598.2703508428,6397.68871888762
51121,105928.49538403,58430.9142162653
51125,15974.7318396341,8811.77611713938
51127,22668.905181957,12504.3299186073
51131,12950.2689320695,7143.46078743038
51133,13138.0165403165,7247.0237083613
51135,16719.2482171652,9222.45666565854
51137,38147.2927699037,21042.3190034006
51139,25485.1193056615,14057.7737325711
51141,19202.0484848449,10591.9870165898
51143,66579.1863176484,36725.5544432265
51145,30690.2598929222,16928.9664370007
51147,24838.7927692251,13701.2554013204
51149,40972.1389675506,22600.5243309704
51153,492563.403300616,271701.489386671
51155,36954.9875566112,20384.6349365692
51157,7963.08821185409,4392.49630155276
51159,9449.96294843064,5212.66702018958
51161,100917.576460473,55666.8555679711
51163,24223.7575008299,13361.9975568915
51165,85637.726573201,47238.3812961163
51167,29588.5914560248,16321.2782630325
51169,23826.68209948,13142.9679310146
51171,46297.049580762,25537.7830366835
51173,33585.241691351,18525.8590626194
51175,19508.4871097997,10761.0207496035
51177,141622.121135809,78119.7729771549
51179,154838.90535085,85410.2454971711
51181,7071.8265773024,3900.87002173127
51183,12315.8114973039,6793.48953738797
51185,45485.6346301774,25090.2007577177
51187,42259.3969942094,23310.585047468
51191,58374.4000354074,32199.7357607052
51193,19043.4341261535,10504.4942040792
51195,42110.4937187032,23228.4489377642
51197,31196.3152277948,17208.1101721536
51199,73191.3549575185,40372.8738654372
51510,169078.590328064,93264.9573795006
51520,18438.1099409435,10170.5930624571
51530,6943.42447740936,3830.04250684174
51540,50651.9308846974,27939.9666509202
51550,256225.85083194,141336.008367469
51570,18772.602806211,10355.1017146904
51580,6082.37510165603,3355.08152464132
51590,44956.9201012061,24798.558049349
51595,5910.81263205105,3260.44644172168
51600,25082.6488580976,13835.7681606904
51610,14655.1035356914,8083.85972461919
51620,8848.95480019179,4881.14663537049
51630,30600.7021257699,16879.5657333383
51640,7125.77703944233,3930.62948176889
51650,146069.797234625,80573.1428626563
51660,57772.3128779257,31867.6201866854
51670,24319.7893234389,13414.9693957585
51678,7712.7580675248,4254.4124069782
51680,86007.826743481,47442.5311919743
51683,44443.3117016339,24515.2479897909
51685,17756.1760994947,9794.4334875816
51690,14022.8041194114,7735.07885297828
51700,194447.176635503,107258.45067839
51710,265090.990770774,146226.082840851
51720,4285.82471239627,2364.09150538856
51730,33859.3100390219,18677.0371196105
51735,12896.3184699296,7113.70132739276
51740,102683.914590934,56641.1802896028
51750,18692.7561222439,10311.0577138347
51760,243175.234040291,134137.194984369
51770,107185.54115189,59124.3096351418
51775,27247.1413991517,15029.7176973998
51790,26064.5472690444,14377.3903333751
51800,96241.1504021835,53087.3055719102
51810,486614.825345067,268420.211322923
51820,23476.0040955704,12949.5314407701
51830,16059.9735698152,8858.79606399882
51840,29980.2718111607,16537.3319429056
42001,61140.6950864797,38632.8967064286
42003,735784.538588876,464919.282276481
