"fips","unemployment"
1001,5.90833333333333
1003,5.90833333333333
1005,5.90833333333333
1007,5.90833333333333
1009,5.90833333333333
1011,5.90833333333333
1013,5.90833333333333
1015,5.90833333333333
1017,5.90833333333333
1019,5.90833333333333
1021,5.90833333333333
1023,5.90833333333333
1025,5.90833333333333
1027,5.90833333333333
1029,5.90833333333333
1031,5.90833333333333
1033,5.90833333333333
1035,5.90833333333333
1037,5.90833333333333
1039,5.90833333333333
1041,5.90833333333333
1043,5.90833333333333
1045,5.90833333333333
1047,5.90833333333333
1049,5.90833333333333
1051,5.90833333333333
1053,5.90833333333333
1055,5.90833333333333
1057,5.90833333333333
1059,5.90833333333333
1061,5.90833333333333
1063,5.90833333333333
1065,5.90833333333333
1067,5.90833333333333
1069,5.90833333333333
1071,5.90833333333333
1073,5.90833333333333
1075,5.90833333333333
1077,5.90833333333333
1079,5.90833333333333
1081,5.90833333333333
1083,5.90833333333333
1085,5.90833333333333
1087,5.90833333333333
1089,5.90833333333333
1091,5.90833333333333
1093,5.90833333333333
1095,5.90833333333333
1097,5.90833333333333
1099,5.90833333333333
1101,5.90833333333333
1103,5.90833333333333
1105,5.90833333333333
1107,5.90833333333333
1109,5.90833333333333
1111,5.90833333333333
1113,5.90833333333333
1115,5.90833333333333
1117,5.90833333333333
1119,5.90833333333333
1121,5.90833333333333
1123,5.90833333333333
1125,5.90833333333333
1127,5.90833333333333
1129,5.90833333333333
1131,5.90833333333333
1133,5.90833333333333
2000,6.78055555555556
4001,5.55
4003,5.55
4005,5.55
4007,5.55
4009,5.55
4011,5.55
4012,5.55
4013,5.55
4015,5.55
4017,5.55
4019,5.55
4021,5.55
4023,5.55
4025,5.55
4027,5.55
5001,4.21388888888889
5003,4.21388888888889
5005,4.21388888888889
5007,4.21388888888889
5009,4.21388888888889
5011,4.21388888888889
5013,4.21388888888889
5015,4.21388888888889
5017,4.21388888888889
5019,4.21388888888889
5021,4.21388888888889
5023,4.21388888888889
5025,4.21388888888889
5027,4.21388888888889
5029,4.21388888888889
5031,4.21388888888889
5033,4.21388888888889
5035,4.21388888888889
5037,4.21388888888889
5039,4.21388888888889
5041,4.21388888888889
5043,4.21388888888889
5045,4.21388888888889
5047,4.21388888888889
5049,4.21388888888889
5051,4.21388888888889
5053,4.21388888888889
5055,4.21388888888889
5057,4.21388888888889
5059,4.21388888888889
5061,4.21388888888889
5063,4.21388888888889
5065,4.21388888888889
5067,4.21388888888889
5069,4.21388888888889
5071,4.21388888888889
5073,4.21388888888889
5075,4.21388888888889
5077,4.21388888888889
5079,4.21388888888889
5081,4.21388888888889
5083,4.21388888888889
5085,4.21388888888889
5087,4.21388888888889
5089,4.21388888888889
5091,4.21388888888889
5093,4.21388888888889
5095,4.21388888888889
5097,4.21388888888889
5099,4.21388888888889
5101,4.21388888888889
5103,4.21388888888889
5105,4.21388888888889
5107,4.21388888888889
5109,4.21388888888889
5111,4.21388888888889
5113,4.21388888888889
5115,4.21388888888889
5117,4.21388888888889
5119,4.21388888888889
5121,4.21388888888889
5123,4.21388888888889
5125,4.21388888888889
5127,4.21388888888889
5129,4.21388888888889
5131,4.21388888888889
5133,4.21388888888889
5135,4.21388888888889
5137,4.21388888888889
5139,4.21388888888889
5141,4.21388888888889
5143,4.21388888888889
5145,4.21388888888889
5147,4.21388888888889
5149,4.21388888888889
6001,5.64722222222222
6003,5.64722222222222
6005,5.64722222222222
6007,5.64722222222222
6009,5.64722222222222
6011,5.64722222222222
6013,5.64722222222222
6015,5.64722222222222
6017,5.64722222222222
6019,5.64722222222222
6021,5.64722222222222
6023,5.64722222222222
6025,5.64722222222222
6027,5.64722222222222
6029,5.64722222222222
6031,5.64722222222222
6033,5.64722222222222
6035,5.64722222222222
6037,5.64722222222222
6039,5.64722222222222
6041,5.64722222222222
6043,5.64722222222222
6045,5.64722222222222
6047,5.64722222222222
6049,5.64722222222222
6051,5.64722222222222
6053,5.64722222222222
6055,5.64722222222222
6057,5.64722222222222
6059,5.64722222222222
6061,5.64722222222222
6063,5.64722222222222
6065,5.64722222222222
6067,5.64722222222222
6069,5.64722222222222
6071,5.64722222222222
6073,5.64722222222222
6075,5.64722222222222
6077,5.64722222222222
6079,5.64722222222222
6081,5.64722222222222
6083,5.64722222222222
6085,5.64722222222222
6087,5.64722222222222
6089,5.64722222222222
6091,5.64722222222222
6093,5.64722222222222
6095,5.64722222222222
6097,5.64722222222222
6099,5.64722222222222
6101,5.64722222222222
6103,5.64722222222222
6105,5.64722222222222
6107,5.64722222222222
6109,5.64722222222222
6111,5.64722222222222
6113,5.64722222222222
6115,5.64722222222222
8001,3.47222222222222
8003,3.47222222222222
8005,3.47222222222222
8007,3.47222222222222
8009,3.47222222222222
8011,3.47222222222222
8013,3.47222222222222
8014,3.47222222222222
8015,3.47222222222222
8017,3.47222222222222
8019,3.47222222222222
8021,3.47222222222222
8023,3.47222222222222
8025,3.47222222222222
8027,3.47222222222222
8029,3.47222222222222
8031,3.47222222222222
8033,3.47222222222222
8035,3.47222222222222
8037,3.47222222222222
8039,3.47222222222222
8041,3.47222222222222
8043,3.47222222222222
8045,3.47222222222222
8047,3.47222222222222
8049,3.47222222222222
8051,3.47222222222222
8053,3.47222222222222
8055,3.47222222222222
8057,3.47222222222222
8059,3.47222222222222
8061,3.47222222222222
8063,3.47222222222222
8065,3.47222222222222
8067,3.47222222222222
8069,3.47222222222222
8071,3.47222222222222
8073,3.47222222222222
8075,3.47222222222222
8077,3.47222222222222
8079,3.47222222222222
8081,3.47222222222222
8083,3.47222222222222
8085,3.47222222222222
8087,3.47222222222222
8089,3.47222222222222
8091,3.47222222222222
8093,3.47222222222222
8095,3.47222222222222
8097,3.47222222222222
8099,3.47222222222222
8101,3.47222222222222
8103,3.47222222222222
8105,3.47222222222222
8107,3.47222222222222
8109,3.47222222222222
8111,3.47222222222222
8113,3.47222222222222
8115,3.47222222222222
8117,3.47222222222222
8119,3.47222222222222
8121,3.47222222222222
8123,3.47222222222222
8125,3.47222222222222
9001,5.33055555555556
9003,5.33055555555556
9005,5.33055555555556
9007,5.33055555555556
9009,5.33055555555556
9011,5.33055555555556
9013,5.33055555555556
9015,5.33055555555556
10001,4.58611111111111
10003,4.58611111111111
10005,4.58611111111111
11001,6.27222222222222
12001,4.96111111111111
12003,4.96111111111111
12005,4.96111111111111
12007,4.96111111111111
12009,4.96111111111111
12011,4.96111111111111
12013,4.96111111111111
12015,4.96111111111111
12017,4.96111111111111
12019,4.96111111111111
12021,4.96111111111111
12023,4.96111111111111
12027,4.96111111111111
12029,4.96111111111111
12031,4.96111111111111
12033,4.96111111111111
12035,4.96111111111111
12037,4.96111111111111
12039,4.96111111111111
12041,4.96111111111111
12043,4.96111111111111
12045,4.96111111111111
12047,4.96111111111111
12049,4.96111111111111
12051,4.96111111111111
12053,4.96111111111111
12055,4.96111111111111
12057,4.96111111111111
12059,4.96111111111111
12061,4.96111111111111
12063,4.96111111111111
12065,4.96111111111111
12067,4.96111111111111
12069,4.96111111111111
12071,4.96111111111111
12073,4.96111111111111
12075,4.96111111111111
12077,4.96111111111111
12079,4.96111111111111
12081,4.96111111111111
12083,4.96111111111111
12085,4.96111111111111
12086,4.96111111111111
12087,4.96111111111111
12089,4.96111111111111
12091,4.96111111111111
12093,4.96111111111111
12095,4.96111111111111
12097,4.96111111111111
12099,4.96111111111111
12101,4.96111111111111
12103,4.96111111111111
12105,4.96111111111111
12107,4.96111111111111
12109,4.96111111111111
12111,4.96111111111111
12113,4.96111111111111
12115,4.96111111111111
12117,4.96111111111111
12119,4.96111111111111
12121,4.96111111111111
12123,4.96111111111111
12125,4.96111111111111
12127,4.96111111111111
12129,4.96111111111111
12131,4.96111111111111
12133,4.96111111111111
13001,5.5
13003,5.5
13005,5.5
13007,5.5
13009,5.5
13011,5.5
13013,5.5
13015,5.5
13017,5.5
13019,5.5
13021,5.5
13023,5.5
