"fips","raw_gdp","gdp_change"
1001,1402.37749062888,-0.999102029999936
1003,5603.4354784057,-0.999102029999936
1005,619.647581550853,-0.999102029999936
1007,562.115690725505,-0.999102029999936
1009,1451.5004881617,-0.999102029999936
1011,253.546958650457,-0.999102029999936
1013,488.167632099206,-0.999102029999936
1015,2851.6188731299,-0.999102029999936
1017,834.714440447706,-0.999102029999936
1019,657.550354302283,-0.999102029999936
1021,1115.19495880828,-0.999102029999936
1023,315.998679581289,-0.999102029999936
1025,592.9399324068,-0.999102029999936
1027,332.214037990178,-0.999102029999936
1029,374.258504452857,-0.999102029999936
1031,1313.84564990419,-0.999102029999936
1033,1386.61395335213,-0.999102029999936
1035,302.895866749338,-0.999102029999936
1037,267.65381844271,-0.999102029999936
1039,929.973395806431,-0.999102029999936
1041,345.693368432243,-0.999102029999936
1043,2102.67514426606,-0.999102029999936
1045,1234.27492830019,-0.999102029999936
1047,933.663268385544,-0.999102029999936
1049,1795.0602568033,-0.999102029999936
1051,2038.44123998069,-0.999102029999936
1053,919.531307419283,-0.999102029999936
1055,2567.04686340609,-0.999102029999936
1057,409.199338671393,-0.999102029999936
1059,787.223019225385,-0.999102029999936
1061,659.43294235285,-0.999102029999936
1063,203.595622375394,-0.999102029999936
1065,367.757300384896,-0.999102029999936
1067,431.865698800228,-0.999102029999936
1069,2657.76250626944,-0.999102029999936
1071,1295.87320931477,-0.999102029999936
1073,16530.9554696869,-0.999102029999936
1075,346.521707174493,-0.999102029999936
1077,2327.60676454788,-0.999102029999936
1079,826.431053025208,-0.999102029999936
1081,4130.19737355345,-0.999102029999936
1083,2482.88262695871,-0.999102029999936
1085,244.134018397618,-0.999102029999936
1087,453.52801196876,-0.999102029999936
1089,9360.45369798862,-0.999102029999936
1091,473.483445304778,-0.999102029999936
1093,745.730778590873,-0.999102029999936
1095,2429.1410134085,-0.999102029999936
1097,10372.0561116677,-0.999102029999936
1099,520.422640698932,-0.999102029999936
1101,5685.06449627832,-0.999102029999936
1103,3004.08340405187,-0.999102029999936
1105,223.97777566954,-0.999102029999936
1107,500.266397970854,-0.999102029999936
1109,831.200276086647,-0.999102029999936
1111,570.348875799987,-0.999102029999936
