Financial.services.and.insurance,Gasoline.and.other.energy.goods,Health.care,Other.nondurable.goods,Personal.consumption.expenditures,Food,Household,Nonprofit,nondurable_goods,durable_goods,goods_clothing_footwear,services,Recreation,transportation,fips
0.002569309297268956,2.3468925633740833e-4,0.012031718582072066,0.008526871057986796,0.030271211794351348,0.024608624145003113,0.06997405483388662,0.003163193762696286,0.01873678107661771,0.008979086505503322,0.015917028278706065,0.09252336555725081,0.004393653997023785,0.00920157055914585,01001
0.03592343611411184,0.003575920958813139,0.021410556167379646,0.0578990172798536,0.6045293579841399,0.02570104205954187,0.37815104174596814,0.01657613157090025,0.04813531888490531,0.021693885348080855,0.03690185306321509,0.05585605625396434,0.010724004100186781,0.004502633591452464,01003
0.004003115119563043,7.199923018657597e-4,0.005474497529568322,0.010606551113273441,0.054829361914159144,0.006995521814313438,0.006276654716576583,0.0032678490465977003,4.4727875901854014e-4,0.007760104097634419,0.003528937775795088,0.016968670310886298,3.138586521889398e-4,6.200338381524201e-4,01005
0.005662609268941905,0.0010451095646219703,3.5585413000741603e-4,0.0040327383534074735,0.023750490923453937,0.0010989634989804484,0.0013797457598103149,0.006900439634595163,0.0011379298910181182,7.94888251370232e-4,0.02994801604550723,0.024278788942968303,0.0013065638680458222,0.0022389385756677862,01007
0.0025387964034919884,5.807962831076599e-4,0.0015294353664858599,0.015457340654222794,0.02248646943764555,0.006555866450051044,0.0070587608398882335,0.00586523035711658,0.03959064114607514,0.02220591269615251,0.030395564268061184,0.017597790657340358,8.855330843636695e-4,9.134743119192341e-4,01009
5.00272776994662e-4,2.4235217618835277e-4,0.006055258425994601,0.0017540724162887701,7.69011104865918e-5,2.3406245694004548e-4,0.0024278754172692577,6.72701407965572e-5,2.8501249054969376e-4,9.377592960193303e-4,5.846892444581543e-4,0.0010952259967931303,0.001107823534165986,0.0011288789406509719,01011
0.001250079445113086,6.808960050243351e-5,0.0030187726229855124,0.006366068855525259,0.12258830665175914,0.0033400715726760186,0.04654297307226643,0.005828919099133657,0.015208720621665844,0.0033295928533465047,0.03067697986212256,0.018198151311203878,0.0018558975002712446,4.2143043533073623e-4,01013
0.004744409967956952,0.002056560485385689,0.037955948279055074,0.05417196642667044,0.3042576734211457,0.02867910165505333,0.023848090685655285,0.042871881710524105,0.10876108880784391,0.00489956462391887,0.08044419424766769,0.05615846333267705,0.010102087186905287,0.007670402335005707,01015
0.006494482564519919,8.018293709980665e-4,0.014061542970784964,0.006807179394747079,0.015099712172750931,0.005977281529461081,0.12418426582190388,0.013351394081983395,0.04136463852284322,0.010295270794542155,0.034378776979794724,0.033925635084469545,9.097792227656583e-4,0.0046722121416271625,01017
0.004042865288961068,5.19894824054776e-4,0.0033759384718238636,0.012468048730843988,0.09084742621013343,0.014233908841175336,0.08322848657679141,0.007064455519843993,0.02867222206761996,0.005665279541570095,0.030083298713196583,0.023483264030753365,0.002476182282468736,8.996276975842593e-4,01019
0.013657940091371792,9.815463137242957e-5,0.014133608572658923,0.005804283641429569,0.011745973887692246,0.019648412227068854,0.1395497262694896,0.002267013711900464,0.02958337785666739,0.01080279002822506,0.044321883593481916,0.02403267011025777,0.005094336864546213,4.282906732642896e-4,01021
4.2470747472500895e-4,0.0017431932787246062,0.0034098582783401664,2.7546214641564363e-5,0.392529659815377,0.001612945464545007,0.0014616461544824267,0.0018948700045986527,0.0069456611139267375,4.80415351218178e-5,0.0060213196692585425,0.0015325174597493228,2.5852007077723382e-5,0.0010452915193777373,01023
4.5885236110885906e-4,1.191411523886737e-4,0.007633174733453509,9.633130004115891e-5,0.005133308679898077,0.001762719265585298,0.020083319882010675,1.5856167781072095e-5,0.0018094688649689457,3.9124167278558355e-4,0.01762335573210468,0.006092551485221968,1.760589863217258e-4,0.0060593588185253585,01025
0.002410898859267367,2.7219526654634343e-5,5.344695354036627e-4,0.00047203723646287177,1.3331565528339719e-4,1.6356403065030653e-4,0.018188636959938866,3.704507987161344e-5,1.0144818950330356e-4,9.471274239571294e-4,7.939836944505246e-5,8.850780665439194e-5,2.974908887947357e-5,4.077083901097004e-5,01027
1.3537508275585945e-4,1.705317672533931e-5,1.878121357285289e-4,2.6842923099299908e-5,0.0017047678986307178,3.8480512943646453e-4,0.1275407684813926,0.0022535275027561544,3.872318750268106e-4,1.2374477957584934e-4,3.4800585061482253e-4,0.0033883144951488264,4.529861989493056e-4,0.002582091226487853,01029
2.864628668084207e-4,8.398317392170377e-4,3.396323368063137e-4,8.278193029799975e-4,0.021521809131509355,4.760728791830969e-4,0.08085018158629578,5.275510051793672e-4,0.04569374053483797,0.06075021680508865,0.11094499523767476,0.0034822667750010862,0.0014902171609898719,0.005977076476147475,01031
0.075686296634198,0.005138863192357916,0.03804940048308008,0.051445222776758504,0.32486481730178096,0.05497092065593854,0.04552200918616577,5.153574486707049e-4,0.30337280352233675,6.954156976959156e-4,0.01262880525328625,0.04732950866104824,1.5327753593985898e-4,0.0025879693943742124,01033
5.463360757993018e-4,0.0018641209514058217,0.0046284753507132665,0.0026548949920478637,0.4997569836191538,0.008791600473526735,0.23332459632956967,1.4401386315674307e-4,0.10660673852873805,0.006865130929416023,0.020815219939446128,0.004937163337019577,7.138385284417616e-5,0.001981462692565639,01035
0.0050076305687538885,4.253108301359739e-4,4.0609907158367745e-4,0.04989041191491061,0.025931918411145418,0.00192618426388214,0.0066643378792107045,0.0025257933606961922,0.006779081064969335,0.009461890026850432,0.007884527344721191,0.055228290684898505,0.0011651649005788233,0.0020237408127970515,01037
5.828948751047382e-4,0.005122617072266571,0.01853256319337218,0.005280000328353045,0.18367248237780603,0.2503619411370254,0.11819549658444903,0.10254056250353397,0.014003933751694907,0.006507866342673723,0.09773917166706972,0.002761924705427657,0.007196968965578315,8.830666888591645e-5,01039
