fips,popestimate,netmig,race_white,race_black,race_hispanic,race_aac,age_0_to_19_years,age_20_to_39_years,age_40_to_59_years,age_60_to_79_years,age_80_years_or_older
01083,98915,2577,0.8099984835464793,0.13912955567911844,0.06216448465854522,0.0214830915432442,0.2455643734519537,0.25463276550573727,0.28437547389172524,0.1833594500328565,0.03206793711772734
01085,9726,-224,0.25981904174377957,0.7241414764548633,0.01860991157721571,0.005860579888957434,0.2421344848858729,0.23493728151346904,0.25128521488792926,0.22455274521900062,0.04709027349372815
01087,18068,-161,0.1732344476422404,0.8037414212973212,0.018983838831082577,0.00913216736772194,0.22703121540845694,0.27418640690723933,0.2207770644232898,0.23223378348461368,0.04577152977640027
01089,372909,4951,0.6887149411786789,0.24861025075822787,0.0518946981703311,0.03529815585035491,0.24411853830291036,0.2735519925772776,0.2641073291339174,0.1815268604404828,0.03669527954541189
01091,18863,-126,0.46615066532364946,0.5162487409213805,0.027991305730795737,0.004771245295022001,0.24805174150453269,0.23320786725335313,0.24874092138048032,0.22112071250596405,0.04887875735566983
01093,29709,65,0.9404220943148541,0.03860782927732337,0.026927866976337138,0.0046113972196977345,0.2289205291325861,0.22383789424080244,0.26520582988320035,0.22585748426402774,0.05617826247938335
01095,96774,368,0.9280798561597123,0.031806063612127226,0.1474776282885899,0.009393018786037571,0.27381321429309524,0.24065348130696262,0.24975716618099902,0.19640605947878562,0.03937007874015748
01097,413210,-1555,0.5901236659325767,0.36230730137218364,0.030113017593959488,0.024929212748965417,0.2578035381525132,0.2660874615812783,0.2443019288013359,0.1945935480748288,0.0372135233900438
01099,20733,-251,0.5535619543722567,0.409781507741282,0.0167366034823711,0.0065113587035161334,0.23469830704673708,0.2195533690252255,0.258669753533015,0.2352288622003569,0.05184970819466551
01101,226486,-914,0.35508596557844635,0.5932198899711241,0.03684112925302226,0.03742394673401447,0.26217956076755294,0.2801806734191076,0.24040779562533668,0.18073523308283956,0.036496737105163234
01103,119679,398,0.8281653422906274,0.1308918022376524,0.08745059701367826,0.00978450688926211,0.24986839796455518,0.24055180942354132,0.2649002749020296,0.20430484880388372,0.04037466890599019
01105,8923,-122,0.3023646755575479,0.6794799955172027,0.016138070155777205,0.007396615488064552,0.26571780791213717,0.24408831110613022,0.21999327580410177,0.2139414994956853,0.05625910568194553
01107,19930,-19,0.580431510286001,0.39964877069744104,0.052383341695935774,0.004515805318615153,0.21741093828399397,0.25900652282990466,0.261766181635725,0.2134470647265429,0.048369292523833415
01109,33114,-131,0.5748625958808963,0.3783596062088543,0.024219363411246,0.023192607356405145,0.24681403635924382,0.3398562541523223,0.20486803164824546,0.1712870689134505,0.037174608926737934
01111,22722,27,0.7798169175248658,0.19232461931168032,0.030014963471525394,0.006601531555320834,0.23849132998855735,0.2175864800633747,0.2622128333773435,0.234266349793152,0.0474430067775724
01113,57961,-23,0.4994047721743931,0.45485757664636567,0.058280567968116495,0.016355825468849745,0.26366004727316644,0.27387381170097136,0.25232483911595727,0.1782232880730146,0.03191801383689032
01115,89512,851,0.874843596389311,0.09663508803288945,0.02441013495397265,0.011674412369291268,0.2450956296362499,0.24956430422736617,0.2708575386540352,0.2003306819197426,0.03415184556260613
01117,217702,1518,0.8253897529650623,0.13319583651045924,0.05803805201605865,0.027239069921268524,0.25632745679874325,0.24617596531037841,0.27569797245776334,0.18777043848931108,0.034028166943803916
01119,12427,-180,0.256457713044178,0.714009817333226,0.011990021726885009,0.020761245674740483,0.2396394946487487,0.2940371771143478,0.21115313430433733,0.20318660980123923,0.05198358413132695
01121,79978,46,0.6407011928280277,0.33022831278601616,0.023919077746380253,0.00982770261822001,0.23371427142464177,0.2496811623196379,0.2616969666658331,0.2160469129010478,0.03886068668883943
01123,40367,-16,0.7053286100032204,0.27004731587683006,0.025292937300270022,0.00797681274308222,0.22389575643471152,0.21958530482820127,0.2546634627294572,0.25483687170213293,0.047018604305497064
01125,209355,482,0.642167610040362,0.32416230804136514,0.03968379069045402,0.020181032218002912,0.2572854720450909,0.3224714002531585,0.22619474099018413,0.16413269327219315,0.029915693439373312
01127,63521,74,0.9093055839801011,0.06193227436595772,0.026463689173659107,0.00749358479872798,0.2432266494545111,0.23104170274397443,0.25936304529210813,0.22391020292501693,0.04245839958438941
01129,16326,-51,0.6600514516721794,0.23300257258360896,0.01617052554208012,0.013842949895871615,0.24310915104740904,0.22589734166360406,0.2630160480215607,0.22405978194291315,0.043917677324513044
01131,10373,-197,0.27648703364504,0.710594813458016,0.014364214788392943,0.003952569169960474,0.263086860117613,0.22847777884893472,0.23792538320640125,0.22211510652655933,0.04839487130049166
01133,23629,19,0.9590757120487536,0.009987726945702316,0.033052604849972494,0.005967243641288248,0.22324262558720218,0.21321257776461128,0.27191163400905666,0.2400440137119641,0.05158914892716577
04001,71887,-75,0.2227523752556095,0.005619931281038296,0.06588117462128062,0.007275307079165913,0.2980232865469417,0.25213181799212653,0.22887309249238388,0.18565248236816115,0.03531932060038672
04003,125922,-529,0.8772494083639079,0.0450755229427741,0.35726878543860485,0.03564111116405394,0.23937834532488367,0.2411969314337447,0.21985832499483807,0.24548530042407204,0.054081097822461524
04005,143476,338,0.6573852072820542,0.015194178817363183,0.14317377122306169,0.030904123337701078,0.26803785999052104,0.3383910897989908,0.20634113022387018,0.16254983411859822,0.024680085868019737
04007,54018,513,0.7822762782776111,0.008163945351549483,0.18912214447036174,0.012088563071568737,0.21539116590766041,0.19265800288792626,0.21191084453330372,0.3144692509904106,0.06557073568069903
04009,38837,637,0.8166181733913536,0.01879650848417746,0.3316167572160569,0.011921621134485156,0.29770579601926,0.2909339032366043,0.21973890877256225,0.1574786929989443,0.03414269897262919
04011,9498,-44,0.9012423668140661,0.021267635291640344,0.47652137292061486,0.012002526847757423,0.29406190777005686,0.28490208464939987,0.23089071383449147,0.1525584333543904,0.037586860391661404
04012,21108,191,0.7667235171498957,0.01203335228349441,0.2833996588971006,0.012649232518476407,0.18125829069547092,0.17405722948645064,0.18272692817888952,0.3407712715558082,0.12118628008338071
04013,4485414,62997,0.8279940268612886,0.06383334960830818,0.31409698190624097,0.05829985816247954,0.26133953298402335,0.28050454205564973,0.24752430879290072,0.17428803673417884,0.03634357943324741
04015,212181,4478,0.9171462100753602,0.013210419406073117,0.16928471446547994,0.01910161607306969,0.18356968814361324,0.19299088985347415,0.22517567548460984,0.32706981303698257,0.07119393348132019
04017,110924,355,0.5038224369838809,0.009997836356424218,0.1148714435108723,0.009682305001622732,0.2873679275900617,0.23296130684071978,0.22392809491183152,0.21730193646100032,0.03844073419638672
04019,1047279,10005,0.8481560310098837,0.041893325465324906,0.37759374531524076,0.044731155690126506,0.23614051270005415,0.2747434064848049,0.22317644104388612,0.21650964069746456,0.04942999907379027
04021,462789,14667,0.8266812737554263,0.05353411597942043,0.3074316805282753,0.02779452407036468,0.24375255245911204,0.25615129140925996,0.23036632244932356,0.22806073610219776,0.0416690975801067
04023,46498,-201,0.9548797797754742,0.009892898619295454,0.832530431416405,0.009935911221988043,0.2960987569357822,0.23188094111574692,0.22588068304013076,0.2043098627897974,0.041829756118542734
04025,235099,4564,0.932704945576119,0.009034491852368577,0.14734643703290953,0.01866873104521925,0.1791713278235977,0.1804601465765486,0.2205496407896248,0.3506012360750152,0.06921764873521367
04027,213787,903,0.9122771730741346,0.02640946362500994,0.6461150584460233,0.023130499048117988,0.2793153933588104,0.2805034917932335,0.19895503468405468,0.18538077619312682,0.05584530397077465
05001,17486,-232,0.7176598421594418,0.25088642342445383,0.0344275420336269,0.010236760837241222,0.24888482214342902,0.2216058561134622,0.2562621525792062,0.22257806244995998,0.050669106713942584
05003,19657,-317,0.7285445388411252,0.24688406165742482,0.05692628580149565,0.004120669481609605,0.2436282240423259,0.21956554916823523,0.2600600295060284,0.2291295721625884,0.0476166251208221
05005,41932,655,0.9653248115997329,0.004674234474864066,0.02628064485357245,0.007536010683964514,0.1942192120576171,0.18527616140417819,0.22860822283697416,0.30923876752837925,0.08265763617285128
05007,279141,4930,0.8848037371794183,0.020609656051959403,0.1706306132026467,0.04879254570270938,0.28340157841377656,0.2833693366434884,0.24626980629860895,0.15547698116722372,0.03148229747690236
05009,37432,103,0.9597136140200898,0.004755289591793118,0.02639452874545843,0.00822825390040607,0.24783607608463346,0.22769288309467836,0.24973284889933747,0.22304445394315026,0.05169373797820047
05011,10763,-61,0.6880981139087615,0.27352968503205427,0.1594351017374338,0.006875406485180711,0.2625661990151445,0.2283749883861377,0.2515098020997863,0.2082133234228375,0.04933568707609402
05013,5189,-29,0.7554442089034497,0.2117941799961457,0.04124108691462709,0.005203314704181923,0.20909616496434766,0.22740412410869146,0.26864521102331856,0.24301406822123722,0.05184043168240509
05015,28380,290,0.921247357293869,0.008386187455954899,0.15172656800563777,0.022832980972515855,0.23625792811839325,0.21116983791402397,0.2391472868217054,0.26455250176180406,0.048872445384073294
05017,10118,-285,0.42982802925479346,0.5460565329116426,0.05930025696778019,0.008993872306779995,0.23996837319628386,0.22405613757659618,0.24540423008499704,0.23305000988337615,0.05752124925874679
05019,22320,16,0.7239695340501792,0.2460573476702509,0.04816308243727598,0.00949820788530466,0.26272401433691756,0.305331541218638,0.20627240143369174,0.1828405017921147,0.04283154121863799
05021,14551,-170,0.9684557762353103,0.008521751082399835,0.021991615696515702,0.004604494536457975,0.23386708817263419,0.22431448010446017,0.2542093326919112,0.23290495498591163,0.054704144045082816
05023,24919,84,0.9650467514747783,0.004695212488462619,0.02451944299530479,0.007022753722059473,0.2061077892371283,0.19467073317548858,0.24812392150567839,0.28034832858461417,0.07074922749709057
05025,7956,-26,0.8627450980392157,0.11538461538461539,0.024761186525892407,0.003519356460532931,0.23768225238813473,0.21468074409250879,0.26370035193564606,0.23114630467571645,0.05279034690799397
05027,23457,-111,0.6144434497165026,0.35643944238393654,0.028093959159312783,0.011254636142729249,0.270367054610564,0.2770175214221767,0.21575649059982094,0.18834463060067358,0.048514302766764716
05029,20846,9,0.8479324570661038,0.11421855511848795,0.04010361700086348,0.007531420896095174,0.2471937062266142,0.2265182768876523,0.2548210687901756,0.22052192267101603,0.05094502542454188
05031,110332,1091,0.7947105100967987,0.16775731428778595,0.052505166225573725,0.015951854403074357,0.2832632418518653,0.29297030779828154,0.2311387448790922,0.1587481419715042,0.03387956349925679
05033,63257,-222,0.9071565202270104,0.01737357130436157,0.08111355265029957,0.020709170526582037,0.2661049370030194,0.24136459206095767,0.2554025641430988,0.19822312155176502,0.03890478524115908
05035,47955,-598,0.42986132832864143,0.54524032947555,0.027755187154624127,0.009071004066312168,0.2959024085079762,0.256094255030758,0.2422687936607236,0.1745594828485038,0.03117505995203837
05037,16419,-200,0.7398136305499726,0.2317437115536878,0.019976856081369145,0.009866617942627444,0.2535477191059139,0.23357086302454474,0.25494853523357086,0.21347219684511845,0.044460685790852064
05039,7009,-135,0.565130546440291,0.4050506491653588,0.03866457411898987,0.0054216007989727494,0.22756455985161936,0.2118704522756456,0.23855043515480098,0.25852475388785845,0.06348979883007562
05041,11361,-109,0.49353049907578556,0.47900712965407977,0.06434292755919373,0.009154123756711556,0.2761200598538861,0.22339582783205703,0.2287650734970513,0.2255963383504973,0.04612270046650823
05043,18219,-139,0.6931774521104341,0.2810253032548438,0.03754322410670179,0.008727152972171909,0.25539272188374773,0.2762500686096932,0.22816839563093474,0.19117404906965257,0.049014764805971785
05045,126007,273,0.835890069599308,0.12202496686692009,0.04187862579063068,0.01758632456926996,0.26172355504059297,0.3238788321283738,0.23319339401779265,0.1539914449197267,0.027212773893513852
05047,17715,-35,0.9437764606265876,0.00925769122212814,0.03240191927744849,0.012249506068303698,0.2480383855489698,0.22749082698278295,0.25650578605701385,0.21574936494496189,0.052215636466271524
05049,12477,237,0.9603270016830969,0.007052977478560552,0.017231706339664983,0.0060110603510459245,0.23034383265207983,0.18994950709305122,0.24028211909914243,0.27522641660655606,0.06419812454917047
05051,99386,699,0.8696999577405269,0.08752741834866078,0.059364498017829476,0.01270802728754553,0.22015173163222185,0.22026241120479745,0.243243515183225,0.25802426901173203,0.05831807296802367
05053,18265,101,0.9467287161237339,0.026882014782370654,0.03022173555981385,0.00651519299206132,0.24232137968792772,0.23991240076649328,0.26739666027922254,0.20788393101560362,0.042485628250752805
05055,45325,-94,0.9524103695532267,0.01820187534473249,0.029630446773303915,0.0061114175399889685,0.2655929398786542,0.25617209045780476,0.2581356867071153,0.18301158301158302,0.0370876999448428
05057,21532,-212,0.657440089169608,0.30452349990711497,0.13301133197101989,0.008498978264908044,0.2795838751625488,0.22417796767601708,0.24331227939810515,0.20634404607096415,0.04658183169236485
05059,33771,118,0.8544313168102811,0.11332208107547896,0.03686595007550857,0.0075804684492612,0.22619999407775904,0.2471351159278671,0.26478339403630335,0.21941902816025585,0.04246246779781469
05061,13202,-101,0.749962126950462,0.21080139372822299,0.13164672019391002,0.008559309195576428,0.28351764884108466,0.23208604756855022,0.24163005605211332,0.19656112710195425,0.04620512043629753
05063,37825,-24,0.937951090548579,0.024586913417052214,0.06646397884996695,0.011976206212822207,0.2711962987442168,0.23920687376074026,0.24568407138136153,0.19780568407138135,0.046107072042300065
05065,13629,115,0.9503265096485436,0.02157164869029276,0.02538704233619488,0.007043803653973145,0.1964927727639592,0.21124073666446547,0.2565118497321887,0.26414263702399293,0.07161200381539365
05067,16719,-14,0.7923320772773491,0.1736945989592679,0.0300855314313057,0.007057838387463365,0.2200490459955739,0.27501644835217415,0.2562354207787547,0.20754829834320235,0.04115078653029487
05069,66824,-1208,0.39822518855501016,0.5739554651023584,0.022042978570573447,0.010759607326708966,0.24872800191547947,0.25998144379264937,0.2425026936430025,0.20730575841015203,0.04148210223871663
05071,26578,-154,0.9159831439536459,0.021935435322447138,0.14263676725110994,0.030024832568289563,0.2762811347731206,0.2484761833095041,0.24339679434118444,0.1934682820377756,0.03837760553841523
05073,6624,-21,0.6121678743961353,0.36292270531400966,0.029438405797101448,0.007548309178743961,0.20274758454106281,0.2078804347826087,0.25966183574879226,0.2660024154589372,0.06370772946859904
05075,16406,29,0.9648908935755212,0.012129708643179325,0.017798366451298304,0.004449591612824576,0.250761916372059,0.238997927587468,0.2438741923686456,0.21236133122028525,0.05400463245154212
05077,8857,-80,0.4305069436603816,0.5438636107033984,0.023258439652252456,0.00711301795190245,0.2034548944337812,0.2757141244213616,0.25731060178389975,0.21293891836965112,0.05058146099130631
05079,13024,-112,0.6755221130221131,0.300291769041769,0.041615479115479116,0.005528255528255528,0.18573402948402948,0.3277027027027027,0.2724201474201474,0.1726044226044226,0.04153869778869779
05081,12259,3,0.7545476792560568,0.1985480055469451,0.03727873399135329,0.007015254099029284,0.24439187535688067,0.22261195856105717,0.2528754384533812,0.23501101231748103,0.045109715311199935
05083,21466,-146,0.9315196124103233,0.014814124662256591,0.030327028789713967,0.02548215783098854,0.23390477965154197,0.22235162582688903,0.27098667660486353,0.22468089071089165,0.048076027205813845
05085,73309,-254,0.8978297344118731,0.06345741996207832,0.045696981271058125,0.015496050962364784,0.2763780709053459,0.2697213166186962,0.25834481441569246,0.16628244826692493,0.02927334979334052
05087,16576,147,0.9413610038610039,0.009109555984555984,0.05894063706563706,0.009592181467181467,0.25392133204633205,0.22755791505791506,0.2536196911196911,0.22273166023166024,0.04216940154440155
05089,16694,168,0.95549299149395,0.006050077872289446,0.024439918533604887,0.008565951838984067,0.19665748172996286,0.17299628609081108,0.24242242721936025,0.33083742662034266,0.05708637833952318
05091,43257,-151,0.7114224287398572,0.25371616154610815,0.03587858612478905,0.008091175994636705,0.2552650438079386,0.2542247497514853,0.2550569849966479,0.19589892965300415,0.03955429179092401
05093,40651,-671,0.6180167769550564,0.3561536001574377,0.044057956753831395,0.006838700154977738,0.28579862734004086,0.255934663353915,0.24304445155100735,0.18009397062802884,0.03512828712700795
05095,6701,-133,0.5611102820474556,0.4017310849126996,0.025966273690493955,0.010893896433368154,0.22504103865094763,0.203551708700194,0.24727652589165797,0.2592150425309655,0.0649156842262349
05097,8986,137,0.939906521255286,0.008012463832628533,0.045292677498330734,0.016024927665257066,0.20520810149120855,0.18083685733363009,0.26174048519919874,0.28700200311595814,0.06521255286000445
05099,8252,-54,0.6644449830344159,0.30853126514784296,0.047140087251575376,0.00739214735821619,0.24975763451284538,0.21461463887542415,0.2533931168201648,0.2292777508482792,0.05295685894328648
05101,7753,-22,0.9524055204436992,0.004901328517993035,0.01947633174255127,0.006320134141622598,0.21346575519153876,0.1956661937314588,0.23681155681671612,0.2966593576679995,0.05739713659228686
05103,23382,-147,0.5654349499615089,0.4014626635873749,0.02557522880848516,0.00761269352493371,0.24356342485672738,0.22029766487041313,0.24574458985544437,0.23864511162432642,0.051749208793088704
05105,10455,97,0.9450980392156862,0.02027737924438068,0.030989956958393114,0.006408417025346724,0.2446676231468197,0.21511238641798183,0.26628407460545195,0.22620755619320898,0.04772835963653754
05107,17782,-285,0.35434709256551566,0.6227645934090653,0.01990777190417276,0.006467214036666292,0.2820267686424474,0.22230345292992915,0.22792711730963897,0.22309076594308852,0.04465189517489596
05109,10718,82,0.9251726068296324,0.03461466691546931,0.06587049822728121,0.010263108788953163,0.23707781302481806,0.21813771225974996,0.26898675125956334,0.22690800522485538,0.04888971823101325
05111,23528,-352,0.8911084665079905,0.08321999319959197,0.033236994219653176,0.005525331519891193,0.2602431145868752,0.23826929615776946,0.254590275416525,0.20634988099285956,0.04054743284597076
05113,19964,18,0.937888198757764,0.006211180124223602,0.06581847325185333,0.011470647164896814,0.24819675415748346,0.20341614906832298,0.24253656581847324,0.25185333600480864,0.05399719495091164
05115,64072,307,0.9208234486203022,0.03335310275939568,0.09601698089649145,0.01626295417655138,0.2672930453240105,0.27768760144837057,0.235531901610688,0.180359595455113,0.03912785616181796
05117,8062,17,0.8650458943190276,0.11411560406846936,0.01997023071198214,0.0035971223021582736,0.22289754403373851,0.20689655172413793,0.25403125775241875,0.24857355494914413,0.06760109154056065
05119,391911,-1262,0.571548132101421,0.3785170612715642,0.06249633207539467,0.02827682815741329,0.252465483234714,0.2786244836200056,0.2440273429426579,0.18839226252899255,0.036490427673629984
05121,17958,7,0.9429780599175854,0.011805323532687382,0.02238556632141664,0.005846976277981958,0.2577124401381,0.24000445483906893,0.2401158258157924,0.20993429112373316,0.05223298808330549
05123,24994,-506,0.43994558694086583,0.5284068176362327,0.05473313595262863,0.009522285348483636,0.22873489637513003,0.2849883972153317,0.2519404657117708,0.19692726254301032,0.03740897815475714
05125,122437,1188,0.8793583638932676,0.08429641366580364,0.05138969429175821,0.01677597458284669,0.2517376283313051,0.24847064204448002,0.2572915050189077,0.2032718867662553,0.03922833783905192
05127,10281,-53,0.9113899426125863,0.006614142593132964,0.07936971111759557,0.03355704697986577,0.2519210193560938,0.2162241027137438,0.25182375255325357,0.22906332068864896,0.0509678046882599
05129,7881,-9,0.9500063443725415,0.0050754980332445125,0.02842278898616927,0.006217485090724528,0.21761197817535846,0.19286892526329147,0.2528866895064078,0.2715391447785814,0.06509326227636086
05131,127827,-245,0.8182387132608917,0.06996956824458056,0.14756663302745116,0.05498838273604168,0.26468586448872305,0.25971821289711877,0.24925876379794565,0.18805886080405548,0.038278298012157055
05133,17007,-152,0.877697418709943,0.04198271300052919,0.34274122420179925,0.009172693596754277,0.31181278297171755,0.2480743223378609,0.23702005056741343,0.16563767860292822,0.037455165520079964
05135,17442,201,0.9505790620341704,0.010205251691319802,0.025799793601651185,0.00854259832588006,0.2236555440889806,0.19407178075908726,0.24194473110881778,0.275083132668272,0.06524481137484234
05137,12506,107,0.9624980009595394,0.004477850631696785,0.019030865184711337,0.006476891092275707,0.20925955541340158,0.1869502638733408,0.24212378058531905,0.29273948504717734,0.06892691508076124
05139,38682,-387,0.6402461093014838,0.32999844889095703,0.0416472778036296,0.00912569153611499,0.26097409647898245,0.235716870896024,0.2506592213432604,0.20893438808748255,0.043715423194250556
05141,16545,20,0.9593834995466909,0.006165004533091568,0.03155031731640979,0.006588093079480205,0.2128739800543971,0.1871260199456029,0.25064974312481114,0.2804472650347537,0.06890299184043518
