fips,popestimate,netmig,race_white,race_black,race_hispanic,race_aac,age_0_to_19_years,age_20_to_39_years,age_40_to_59_years,age_60_to_79_years,age_80_years_or_older
01001,55243,263,0.7725684702134207,0.19191571782850317,0.027116557753923572,0.016436471589160617,0.2640696558840034,0.25224915373893525,0.28103108086092354,0.17013920315696107,0.03251090635917673
01003,207601,4368,0.8725198818888156,0.09196969186082919,0.044754119681504424,0.013810145423191603,0.23983988516432966,0.22768194758214075,0.26829832226241684,0.222585633017182,0.04159421197393076
01005,25806,-475,0.497946214058746,0.4794621405874603,0.04312950476633341,0.005696349686119507,0.2312640471208246,0.2661009067658684,0.2573432535069364,0.20487483530961792,0.040416957296752695
01007,22586,-16,0.7669795448507926,0.21650580005313025,0.024705569822013638,0.003719118037722483,0.22691047551580626,0.27676436730718146,0.2819888426458868,0.18064287611794916,0.033693438413176305
01009,57494,-80,0.9606915504226528,0.015775559188784916,0.09058336522071868,0.004922252756809406,0.25513966674783456,0.23508540021567467,0.26870629978780397,0.20195150798344175,0.03911712526524507
01011,10389,-23,0.26422177302916544,0.705746462604678,0.07450187698527289,0.004235248820868226,0.22668206757146983,0.2800077004524016,0.27172971412070457,0.18307825584753104,0.038502262007892966
01013,20012,-126,0.5273835698580851,0.44458325004997,0.013242054767139716,0.014991005396761943,0.24815110933439935,0.24015590645612633,0.2483509894063562,0.21077353587847292,0.05256845892464521
01015,114973,-400,0.7553077679107268,0.2098753620415228,0.036904316665651936,0.013820636149356805,0.24624911935845809,0.25842589129621735,0.2596783592669583,0.19715063536656433,0.0384959947118019
01017,33745,-196,0.5741295006667655,0.3979848866498741,0.022492221069788116,0.013868721292043265,0.23073047858942067,0.23902800414876277,0.27206993628685733,0.21295006667654467,0.04522151429841458
01019,25768,139,0.930572803477181,0.04284383731760323,0.015290282520956225,0.004889785780813412,0.2194582427817448,0.20346941943495808,0.2802312946289972,0.25162992859360445,0.04521111456069544
01021,43866,114,0.8725436556786578,0.10299548625359048,0.07725801303971185,0.006360279031596225,0.26280034650982537,0.24862079970820225,0.2662882414626362,0.18736606939315187,0.03492454292618429
01023,13045,-150,0.573246454580299,0.4166347259486393,0.009888846301264853,0.0022997316979685703,0.22407052510540437,0.2072824837102338,0.27566117286316594,0.23955538520505942,0.053430433116136454
01025,24340,-353,0.538619556285949,0.4435086277732128,0.013927691043549713,0.005957271980279375,0.24428923582580114,0.23036154478225143,0.26939194741166805,0.20842235004108464,0.047534921939194744
01027,13393,21,0.8303591428358098,0.14179048756813262,0.030239677443440603,0.004330620473381617,0.23340551034122303,0.22325095198984543,0.27641305159411633,0.21884566564623312,0.048084820428582094
01029,14848,-21,0.9486799568965517,0.031923491379310345,0.024110991379310345,0.003636853448275862,0.25114493534482757,0.22103987068965517,0.2749865301724138,0.2103313577586207,0.042497306034482756
01031,51202,96,0.7611616733721339,0.17692668255146282,0.06978243037381353,0.023045974766610678,0.26102495996250147,0.2482715518925042,0.2664153743994375,0.18505136518104762,0.0392367485645092
01033,54497,155,0.8083747729232802,0.16032075160100556,0.026643668458814246,0.007596748444868525,0.23377433620199278,0.23711396957630695,0.2684184450520212,0.21355303961685965,0.047140209552819425
01035,12500,-150,0.50936,0.47064,0.01976,0.00376,0.23464,0.21624,0.25936,0.23856,0.0512
01037,10819,-47,0.6668823366300027,0.31102689712542747,0.022090766244569737,0.0042517792771975225,0.18735557814955173,0.204177835289768,0.30354006839818837,0.2549218966632776,0.05000462149921434
01039,37382,-125,0.8465571665507463,0.1271200042801348,0.01639826654539618,0.00615269380985501,0.24011556364025466,0.22548285270986035,0.26221175967042964,0.21732384570113958,0.05486597827831577
01041,13916,75,0.7270767461914344,0.23613107214716872,0.019617706237424547,0.014300086231675769,0.25158091405576316,0.22808278240873814,0.2681086519114688,0.20903995400977293,0.04318769761425697
01043,82450,658,0.9608732565191025,0.012540933899332928,0.04352941176470588,0.008308065494238933,0.2473862947240752,0.24268041237113402,0.26469375379017585,0.205591267434809,0.03964827167980594
01045,49362,-177,0.7462217900409222,0.20337506584011994,0.06265953567521575,0.01985332847129371,0.25377820995907785,0.27221344353956484,0.25193468660102913,0.18396742433450833,0.03810623556581986
01047,40080,-795,0.27956586826347307,0.7038423153692615,0.010553892215568862,0.006337325349301397,0.27215568862275447,0.23889720558882235,0.2522455089820359,0.19785429141716568,0.038847305389221556
01049,71104,-37,0.9290335283528353,0.017973672367236723,0.14277677767776778,0.0065256525652565255,0.2674673717371737,0.24135069756975697,0.26403577857785776,0.19087533753375338,0.036270814581458144
01051,81204,219,0.758337027732624,0.21193537264174178,0.028175951923550564,0.011230973843653022,0.24564060883700312,0.2714644598788237,0.277412442736811,0.17607507019358654,0.029407418353775677
01053,37475,-118,0.6183589059372915,0.3218145430286858,0.022068045363575716,0.005283522348232155,0.24208138759172781,0.25851901267511673,0.26719146097398266,0.1934623082054703,0.03874583055370247
01055,102855,58,0.8098488162947839,0.1565407612658597,0.037674395994360996,0.009984930241602255,0.24067862524913713,0.2398327742939089,0.2704875796023528,0.2077390501190997,0.04126197073550143
01057,16563,-80,0.8612570186560405,0.11791342148161565,0.016724023425707904,0.005131920545794844,0.23618909617822859,0.222846102759162,0.2652297289138441,0.22978928937994325,0.04594578276882207
01059,31611,65,0.9168011135364272,0.04533232102749043,0.16848565372813262,0.00604220049982601,0.26870393217550853,0.24915377558444846,0.2607003891050584,0.18300591566226945,0.03843598747271519
01061,26494,-50,0.8738959764474975,0.09436098739337208,0.038952215595984,0.005472937268815581,0.24028081829848266,0.22197478674416848,0.27040084547444704,0.22016305578621576,0.04718049369668604
01063,8482,-14,0.17825984437632633,0.8086536194293799,0.012968639471822684,0.004362178731431266,0.24640414996463098,0.22447535958500353,0.24157038434331526,0.2349681678849328,0.05258193822211742
01065,14828,-194,0.4060561100620448,0.5817372538440788,0.013892635554356622,0.004248718640410035,0.2588346371729161,0.23583760453196656,0.2507418397626113,0.20859185325060697,0.04599406528189911
01067,17072,25,0.7092314901593252,0.26833411433926896,0.025363167760074978,0.006911902530459231,0.22873711340206185,0.2180178069353327,0.2642924086223055,0.2405107778819119,0.048441893158388004
01069,104218,-275,0.6964056113147441,0.2687827438638239,0.0324224222303249,0.013308641501468077,0.25430347924542784,0.25000479763572514,0.2633134391371932,0.19175190466138287,0.040626379320270974
01071,51988,-20,0.9174040163114565,0.03406555358928984,0.02854504885742864,0.00713626221435716,0.23297684080941755,0.22599446026006,0.27710240824805726,0.22407093944756482,0.03985535123490036
01073,660343,-1796,0.5351006976677273,0.4327856886496866,0.037740992181336065,0.01988512030868806,0.2547585118642887,0.2753568978545998,0.2563016492943819,0.17518320024593279,0.03839974074079683
