COUNTY,...2,BIDEN,TRUMP,OTHER,VOTE MARGIN,POPULATION,state,x,pct_in
Hart County,100% in,0.248,0.744,0.008,R +50,25631,Georgia,NA,NA
Tattnall County,100% in,0.252,0.74,0.008,R +49,25353,Georgia,NA,NA
Grady County,100% in,0.338,0.657,0.005,R +32,24926,Georgia,NA,NA
Fannin County,100% in,0.173,0.82,0.007,R +65,24925,Georgia,NA,NA
Chattooga County,100% in,0.184,0.802,0.013,R +62,24817,Georgia,NA,NA
Dawson County,100% in,0.155,0.833,0.012,R +68,23861,Georgia,NA,NA
Butts County,100% in,0.278,0.714,0.008,R +44,23750,Georgia,NA,NA
Crisp County,100% in,0.371,0.62,0.008,R +25,22846,Georgia,NA,NA
Union County,100% in,0.18,0.813,0.007,R +63,22775,Georgia,NA,NA
Burke County,100% in,0.488,0.505,0.007,R +2,22550,Georgia,NA,NA
Franklin County,100% in,0.148,0.843,0.01,R +69,22514,Georgia,NA,NA
Emanuel County,100% in,0.303,0.69,0.007,R +39,22499,Georgia,NA,NA
Mitchell County,100% in,0.446,0.551,0.004,R +10,22432,Georgia,NA,NA
Putnam County,100% in,0.291,0.699,0.01,R +41,21503,Georgia,NA,NA
McDuffie County,100% in,0.399,0.59,0.011,R +19,21498,Georgia,NA,NA
Meriwether County,100% in,0.394,0.6,0.006,R +21,21113,Georgia,NA,NA
Dodge County,100% in,0.269,0.724,0.007,R +45,20919,Georgia,NA,NA
Worth County,100% in,0.258,0.736,0.007,R +48,20656,Georgia,NA,NA
Washington County,100% in,0.5,0.493,0.007,D +1,20461,Georgia,NA,NA
Elbert County,100% in,0.314,0.679,0.007,R +36,19212,Georgia,NA,NA
Pierce County,100% in,0.122,0.873,0.005,R +75,19164,Georgia,NA,NA
Berrien County,100% in,0.164,0.829,0.007,R +67,19025,Georgia,NA,NA
Brantley County,100% in,0.09,0.903,0.007,R +81,18561,Georgia,NA,NA
Lamar County,100% in,0.289,0.7,0.01,R +41,18513,Georgia,NA,NA
Banks County,100% in,0.106,0.886,0.008,R +78,18510,Georgia,NA,NA
Appling County,100% in,0.213,0.782,0.004,R +57,18454,Georgia,NA,NA
Morgan County,100% in,0.287,0.703,0.01,R +42,18235,Georgia,NA,NA
Long County,100% in,0.359,0.624,0.017,R +26,18156,Georgia,NA,NA
Pike County,100% in,0.14,0.851,0.008,R +71,18082,Georgia,NA,NA
Cook County,100% in,0.293,0.697,0.011,R +40,17184,Georgia,NA,NA
Ben Hill County,100% in,0.365,0.626,0.009,R +26,17154,Georgia,NA,NA
Greene County,100% in,0.364,0.628,0.008,R +26,16976,Georgia,NA,NA
Rabun County,100% in,0.207,0.781,0.011,R +57,16457,Georgia,NA,NA
Dade County,100% in,0.17,0.816,0.014,R +65,16227,Georgia,NA,NA
Telfair County,100% in,0.343,0.652,0.005,R +31,16115,Georgia,NA,NA
Jefferson County,100% in,0.531,0.463,0.006,D +7,15772,Georgia,NA,NA
Brooks County,100% in,0.393,0.6,0.007,R +21,15622,Georgia,NA,NA
Jeff Davis County,100% in,0.178,0.814,0.008,R +64,14991,Georgia,NA,NA
Oglethorpe County,100% in,0.3,0.688,0.013,R +39,14784,Georgia,NA,NA
McIntosh County,100% in,0.39,0.6,0.01,R +21,14120,Georgia,NA,NA
Screven County,100% in,0.402,0.591,0.008,R +19,13990,Georgia,NA,NA
Dooly County,100% in,0.466,0.526,0.009,R +6,13905,Georgia,NA,NA
Jasper County,100% in,0.23,0.762,0.008,R +53,13784,Georgia,NA,NA
Macon County,100% in,0.613,0.383,0.005,D +23,13480,Georgia,NA,NA
Charlton County,100% in,0.242,0.749,0.01,R +51,12983,Georgia,NA,NA
Bleckley County,100% in,0.23,0.758,0.012,R +53,12775,Georgia,NA,NA
Crawford County,100% in,0.265,0.726,0.01,R +46,12344,Georgia,NA,NA
Heard County,100% in,0.153,0.838,0.009,R +68,11677,Georgia,NA,NA
Towns County,100% in,0.194,0.8,0.006,R +61,11417,Georgia,NA,NA
Pulaski County,100% in,0.3,0.691,0.009,R +39,11295,Georgia,NA,NA
Bacon County,100% in,0.134,0.861,0.005,R +73,11228,Georgia,NA,NA
Candler County,100% in,0.286,0.707,0.007,R +42,10827,Georgia,NA,NA
Chattahoochee County,100% in,0.422,0.556,0.022,R +13,10767,Georgia,NA,NA
Evans County,100% in,0.312,0.68,0.008,R +37,10727,Georgia,NA,NA
Lanier County,100% in,0.285,0.702,0.013,R +42,10366,Georgia,NA,NA
Early County,100% in,0.47,0.525,0.005,R +6,10348,Georgia,NA,NA
Wilkes County,100% in,0.43,0.561,0.009,R +13,9884,Georgia,NA,NA
Johnson County,100% in,0.298,0.695,0.007,R +40,9730,Georgia,NA,NA
Irwin County,100% in,0.242,0.752,0.006,R +51,9268,Georgia,NA,NA
Wilkinson County,100% in,0.435,0.559,0.007,R +12,9078,Georgia,NA,NA
Montgomery County,100% in,0.247,0.746,0.007,R +50,9036,Georgia,NA,NA
Terrell County,100% in,0.538,0.454,0.008,D +8,8859,Georgia,NA,NA
Wilcox County,100% in,0.263,0.732,0.005,R +47,8846,Georgia,NA,NA
Jenkins County,100% in,0.366,0.625,0.008,R +26,8827,Georgia,NA,NA
Hancock County,100% in,0.717,0.278,0.005,D +44,8535,Georgia,NA,NA
Marion County,100% in,0.362,0.628,0.011,R +27,8484,Georgia,NA,NA
Seminole County,100% in,0.323,0.672,0.005,R +35,8437,Georgia,NA,NA
Twiggs County,100% in,0.46,0.533,0.007,R +7,8284,Georgia,NA,NA
Atkinson County,100% in,0.262,0.729,0.009,R +47,8265,Georgia,NA,NA
Taylor County,100% in,0.361,0.63,0.009,R +27,8193,Georgia,NA,NA
Turner County,100% in,0.372,0.62,0.009,R +25,7962,Georgia,NA,NA
Wheeler County,100% in,0.301,0.693,0.006,R +39,7939,Georgia,NA,NA
Lincoln County,100% in,0.309,0.684,0.008,R +38,7799,Georgia,NA,NA
Randolph County,100% in,0.544,0.453,0.004,D +9,7087,Georgia,NA,NA
Treutlen County,100% in,0.309,0.683,0.008,R +37,6777,Georgia,NA,NA
Clinch County,100% in,0.261,0.735,0.004,R +47,6743,Georgia,NA,NA
Calhoun County,100% in,0.574,0.421,0.005,D +15,6428,Georgia,NA,NA
Talbot County,100% in,0.6,0.395,0.004,D +20,6378,Georgia,NA,NA
Stewart County,100% in,0.594,0.403,0.004,D +19,6042,Georgia,NA,NA
Miller County,100% in,0.264,0.729,0.007,R +46,5836,Georgia,NA,NA
Warren County,100% in,0.554,0.44,0.006,D +11,5346,Georgia,NA,NA
Schley County,100% in,0.203,0.791,0.006,R +59,5211,Georgia,NA,NA
Echols County,100% in,0.116,0.872,0.013,R +76,3994,Georgia,NA,NA
Baker County,100% in,0.419,0.577,0.004,R +16,3189,Georgia,NA,NA
Glascock County,100% in,0.099,0.896,0.005,R +80,3009,Georgia,NA,NA
Clay County,100% in,0.551,0.444,0.005,D +11,3001,Georgia,NA,NA
Webster County,100% in,0.46,0.538,0.002,R +8,2613,Georgia,NA,NA
Quitman County,100% in,0.449,0.546,0.004,R +10,2276,Georgia,NA,NA
Taliaferro County,100% in,0.605,0.388,0.008,D +22,1665,Georgia,NA,NA
Miami-Dade County,100% in,0.534,0.461,0.005,D +7,2715516,Florida,NA,NA
Broward County,100% in,0.646,0.348,0.006,D +30,1909151,Florida,NA,NA
Palm Beach County,100% in,0.561,0.433,0.006,D +13,1446277,Florida,NA,NA
Hillsborough County,100% in,0.529,0.46,0.012,D +7,1378883,Florida,NA,NA
Orange County,100% in,0.61,0.379,0.011,D +23,1321194,Florida,NA,NA
Pinellas County,100% in,0.496,0.494,0.011,D +0,957875,Florida,NA,NA
Duval County,100% in,0.513,0.474,0.013,D +4,924229,Florida,NA,NA
Lee County,100% in,0.4,0.592,0.007,R +19,718679,Florida,NA,NA
Polk County,100% in,0.423,0.567,0.01,R +14,668671,Florida,NA,NA
Brevard County,100% in,0.412,0.576,0.012,R +16,576808,Florida,NA,NA
Volusia County,100% in,0.425,0.565,0.01,R +14,527634,Florida,NA,NA
Pasco County,100% in,0.394,0.595,0.011,R +20,510593,Florida,NA,NA
Seminole County,100% in,0.508,0.48,0.012,D +3,455086,Florida,NA,NA
Sarasota County,100% in,0.444,0.548,0.008,R +10,412144,Florida,NA,NA
Manatee County,100% in,0.416,0.576,0.008,R +16,373853,Florida,NA,NA
Collier County,100% in,0.374,0.621,0.006,R +25,363922,Florida,NA,NA
Marion County,100% in,0.366,0.625,0.008,R +26,348371,Florida,NA,NA
Osceola County,100% in,0.564,0.426,0.009,D +14,338619,Florida,NA,NA
Lake County,100% in,0.395,0.596,0.009,R +20,335362,Florida,NA,NA
Escambia County,100% in,0.416,0.568,0.016,R +15,311522,Florida,NA,NA
St. Lucie County,100% in,0.489,0.504,0.007,R +2,305591,Florida,NA,NA
Leon County,100% in,0.636,0.353,0.012,D +28,288102,Florida,NA,NA
Alachua County,100% in,0.629,0.358,0.013,D +27,263148,Florida,NA,NA
St. Johns County,100% in,0.361,0.628,0.01,R +27,235503,Florida,NA,NA
Clay County,100% in,0.308,0.679,0.013,R +37,207291,Florida,NA,NA
Okaloosa County,100% in,0.294,0.686,0.02,R +39,200737,Florida,NA,NA
Hernando County,100% in,0.344,0.646,0.009,R +30,182696,Florida,NA,NA
Bay County,100% in,0.275,0.711,0.014,R +44,182482,Florida,NA,NA
Charlotte County,100% in,0.363,0.63,0.007,R +27,176954,Florida,NA,NA
Santa Rosa County,100% in,0.258,0.724,0.018,R +47,170442,Florida,NA,NA
Martin County,100% in,0.374,0.62,0.007,R +25,157581,Florida,NA,NA
Indian River County,100% in,0.388,0.604,0.008,R +22,150984,Florida,NA,NA
Citrus County,100% in,0.291,0.701,0.008,R +41,143087,Florida,NA,NA
Sumter County,100% in,0.317,0.679,0.004,R +36,120999,Florida,NA,NA
Flagler County,100% in,0.393,0.6,0.007,R +21,107139,Florida,NA,NA
Highlands County,100% in,0.325,0.668,0.007,R +34,102101,Florida,NA,NA
Nassau County,100% in,0.265,0.724,0.011,R +46,80578,Florida,NA,NA
Monroe County,100% in,0.456,0.535,0.009,R +8,76325,Florida,NA,NA
Putnam County,100% in,0.289,0.702,0.009,R +41,72766,Florida,NA,NA
Columbia County,100% in,0.27,0.721,0.009,R +45,69105,Florida,NA,NA
Walton County,100% in,0.236,0.754,0.01,R +52,65858,Florida,NA,NA
Jackson County,100% in,0.302,0.691,0.007,R +39,48472,Florida,NA,NA
Gadsden County,100% in,0.68,0.314,0.006,D +37,46017,Florida,NA,NA
Suwannee County,100% in,0.213,0.779,0.008,R +57,43924,Florida,NA,NA
Okeechobee County,100% in,0.275,0.719,0.006,R +44,40572,Florida,NA,NA
Hendry County,100% in,0.381,0.611,0.008,R +23,40127,Florida,NA,NA
Levy County,100% in,0.268,0.724,0.008,R +46,39961,Florida,NA,NA
DeSoto County,100% in,0.336,0.657,0.007,R +32,36399,Florida,NA,NA
Wakulla County,100% in,0.291,0.7,0.01,R +41,31877,Florida,NA,NA
Baker County,100% in,0.145,0.847,0.008,R +70,27785,Florida,NA,NA
Hardee County,100% in,0.271,0.722,0.008,R +45,27228,Florida,NA,NA
Bradford County,100% in,0.232,0.758,0.01,R +53,26979,Florida,NA,NA
Washington County,100% in,0.19,0.801,0.008,R +61,24566,Florida,NA,NA
Taylor County,100% in,0.227,0.765,0.007,R +54,22098,Florida,NA,NA
Holmes County,100% in,0.102,0.891,0.007,R +79,19430,Florida,NA,NA
Madison County,100% in,0.4,0.595,0.006,R +20,18474,Florida,NA,NA
Gilchrist County,100% in,0.176,0.815,0.009,R +64,17615,Florida,NA,NA
Dixie County,100% in,0.167,0.828,0.005,R +66,16437,Florida,NA,NA
Gulf County,100% in,0.243,0.749,0.008,R +51,16055,Florida,NA,NA
Union County,100% in,0.169,0.822,0.009,R +65,15239,Florida,NA,NA
Calhoun County,100% in,0.185,0.808,0.007,R +62,14444,Florida,NA,NA
Hamilton County,100% in,0.337,0.655,0.009,R +32,14269,Florida,NA,NA
Jefferson County,100% in,0.461,0.53,0.009,R +7,14105,Florida,NA,NA
Glades County,100% in,0.267,0.728,0.005,R +46,13363,Florida,NA,NA
Franklin County,100% in,0.309,0.683,0.008,R +37,11736,Florida,NA,NA
Lafayette County,100% in,0.139,0.855,0.005,R +72,8744,Florida,NA,NA
Liberty County,100% in,0.195,0.799,0.006,R +60,8365,Florida,NA,NA
Cumberland County,100% in,0.665,0.308,0.028,D +36,290944,Maine,NA,NA
York County,100% in,0.549,0.423,0.028,D +13,203102,Maine,NA,NA
Penobscot County,98% in,0.443,0.525,0.032,R +8,151748,Maine,NA,NA
Kennebec County,100% in,0.486,0.483,0.031,D +0,121545,Maine,NA,NA
Androscoggin County,100% in,0.47,0.499,0.031,R +3,107444,Maine,NA,NA
Aroostook County,100% in,0.383,0.585,0.032,R +20,68269,Maine,NA,NA
Oxford County,100% in,0.44,0.528,0.031,R +9,57325,Maine,NA,NA
Hancock County,100% in,0.549,0.424,0.027,D +12,54541,Maine,NA,NA
Somerset County,97% in,0.371,0.603,0.026,R +23,50710,Maine,NA,NA
Knox County,100% in,0.587,0.388,0.025,D +20,39823,Maine,NA,NA
Waldo County,100% in,0.508,0.46,0.032,D +5,39418,Maine,NA,NA
Sagadahoc County,100% in,0.563,0.406,0.031,D +16,35277,Maine,NA,NA
Lincoln County,100% in,0.538,0.435,0.027,D +10,34067,Maine,NA,NA
Washington County,98% in,0.385,0.592,0.023,R +21,31694,Maine,NA,NA
Franklin County,96% in,0.465,0.505,0.03,R +4,30019,Maine,NA,NA
Piscataquis County,100% in,0.353,0.607,0.04,R +25,16887,Maine,NA,NA
Hillsborough County,100% in,0.53,0.453,0.017,D +8,411087,New Hampshire,NA,NA
Rockingham County,100% in,0.503,0.482,0.015,D +2,305129,New Hampshire,NA,NA
Merrimack County,100% in,0.54,0.442,0.017,D +10,149452,New Hampshire,NA,NA
Strafford County,100% in,0.567,0.414,0.019,D +15,128237,New Hampshire,NA,NA
Grafton County,100% in,0.615,0.369,0.016,D +25,89811,New Hampshire,NA,NA
Cheshire County,100% in,0.577,0.405,0.018,D +17,76263,New Hampshire,NA,NA
Belknap County,100% in,0.44,0.544,0.016,R +10,60640,New Hampshire,NA,NA
Carroll County,100% in,0.501,0.486,0.013,D +2,47840,New Hampshire,NA,NA
Sullivan County,100% in,0.508,0.472,0.02,D +4,43125,New Hampshire,NA,NA
Coos County,100% in,0.463,0.522,0.016,R +6,32038,New Hampshire,NA,NA
Chittenden County,100% in,0.762,0.214,0.024,D +55,162052,Vermont,NA,NA
Rutland County,100% in,0.539,0.434,0.027,D +11,59273,Vermont,NA,NA
Washington County,100% in,0.718,0.254,0.028,D +46,58477,Vermont,NA,NA
Windsor County,100% in,0.683,0.291,0.026,D +39,55427,Vermont,NA,NA
Franklin County,100% in,0.53,0.439,0.031,D +9,49025,Vermont,NA,NA
Windham County,100% in,0.724,0.249,0.027,D +48,43150,Vermont,NA,NA
Addison County,100% in,0.684,0.287,0.029,D +40,36939,Vermont,NA,NA
Bennington County,100% in,0.623,0.349,0.027,D +27,35920,Vermont,NA,NA
Caledonia County,100% in,0.56,0.407,0.033,D +15,30425,Vermont,NA,NA
Orange County,100% in,0.605,0.363,0.032,D +24,28937,Vermont,NA,NA
Orleans County,100% in,0.51,0.464,0.026,D +5,26911,Vermont,NA,NA
Lamoille County,100% in,0.69,0.281,0.03,D +41,25268,Vermont,NA,NA
Grand Isle County,100% in,0.603,0.376,0.021,D +23,6965,Vermont,NA,NA
Essex County,100% in,0.43,0.542,0.028,R +11,6208,Vermont,NA,NA
Middlesex County,100% in,0.717,0.265,0.018,D +45,1595192,Massachusetts,NA,NA
Worcester County,100% in,0.576,0.401,0.023,D +18,822280,Massachusetts,NA,NA
Suffolk County,100% in,0.808,0.178,0.014,D +63,791766,Massachusetts,NA,NA
Essex County,100% in,0.636,0.346,0.017,D +29,781024,Massachusetts,NA,NA
Norfolk County,100% in,0.673,0.31,0.017,D +36,698249,Massachusetts,NA,NA
Bristol County,100% in,0.55,0.432,0.018,D +12,558905,Massachusetts,NA,NA
Plymouth County,100% in,0.577,0.404,0.019,D +17,512135,Massachusetts,NA,NA
Hampden County,100% in,0.579,0.402,0.019,D +18,469116,Massachusetts,NA,NA
Barnstable County,100% in,0.613,0.37,0.017,D +24,213690,Massachusetts,NA,NA
Hampshire County,100% in,0.723,0.257,0.02,D +47,161159,Massachusetts,NA,NA
Berkshire County,100% in,0.726,0.254,0.019,D +47,127328,Massachusetts,NA,NA
Franklin County,100% in,0.71,0.266,0.025,D +44,70935,Massachusetts,NA,NA
Dukes County,100% in,0.776,0.206,0.017,D +57,17313,Massachusetts,NA,NA
Nantucket County,100% in,0.72,0.263,0.017,D +46,11101,Massachusetts,NA,NA
Providence County,100% in,0.608,0.378,0.014,D +23,634533,Rhode Island,NA,NA
Kent County,100% in,0.53,0.454,0.016,D +8,163861,Rhode Island,NA,NA
Washington County,100% in,0.589,0.395,0.016,D +19,126242,Rhode Island,NA,NA
Newport County,100% in,0.642,0.343,0.015,D +30,83075,Rhode Island,NA,NA
Bristol County,100% in,0.639,0.345,0.016,D +29,48900,Rhode Island,NA,NA
Fairfield County,100% in,0.63,0.357,0.013,D +27,944348,Connecticut,NA,NA
Hartford County,100% in,0.631,0.354,0.015,D +28,894730,Connecticut,NA,NA
New Haven County,100% in,0.581,0.407,0.013,D +17,859339,Connecticut,NA,NA
New London County,100% in,0.569,0.409,0.022,D +16,268881,Connecticut,NA,NA
Litchfield County,100% in,0.467,0.517,0.016,R +5,183031,Connecticut,NA,NA
Middlesex County,100% in,0.573,0.41,0.017,D +16,163368,Connecticut,NA,NA
Tolland County,100% in,0.547,0.433,0.021,D +11,151269,Connecticut,NA,NA
Windham County,100% in,0.468,0.511,0.021,R +4,116538,Connecticut,NA,NA
Kings County,100% in,0.741,0.252,0.007,D +49,2600747,New York,NA,NA
Queens County,100% in,0.69,0.303,0.007,D +39,2298513,New York,NA,NA
New York County,100% in,0.845,0.145,0.01,D +70,1632480,New York,NA,NA
Suffolk County,100% in,0.432,0.556,0.012,R +12,1487901,New York,NA,NA
Bronx County,100% in,0.825,0.169,0.006,D +66,1437872,New York,NA,NA
Nassau County,100% in,0.533,0.456,0.01,D +8,1356564,New York,NA,NA
Westchester County,100% in,0.63,0.359,0.011,D +27,968815,New York,NA,NA
Erie County,100% in,0.518,0.465,0.018,D +5,919866,New York,NA,NA
Monroe County,100% in,0.593,0.385,0.022,D +21,744248,New York,NA,NA
Richmond County,100% in,0.376,0.616,0.008,R +24,474101,New York,NA,NA
Onondaga County,100% in,0.565,0.413,0.023,D +15,464242,New York,NA,NA
Orange County,100% in,0.442,0.545,0.013,R +10,378227,New York,NA,NA
Rockland County,100% in,0.44,0.551,0.009,R +11,323686,New York,NA,NA
Albany County,100% in,0.605,0.376,0.019,D +23,307426,New York,NA,NA
Dutchess County,100% in,0.484,0.5,0.015,R +2,293894,New York,NA,NA
Oneida County,100% in,0.363,0.618,0.019,R +25,230782,New York,NA,NA
Saratoga County,100% in,0.463,0.515,0.022,R +5,227377,New York,NA,NA
Niagara County,100% in,0.396,0.585,0.019,R +19,211704,New York,NA,NA
Broome County,100% in,0.507,0.473,0.021,D +3,194402,New York,NA,NA
Ulster County,100% in,0.549,0.432,0.019,D +12,179303,New York,NA,NA
Rensselaer County,100% in,0.517,0.461,0.022,D +6,159431,New York,NA,NA
Schenectady County,100% in,0.523,0.455,0.023,D +7,154883,New York,NA,NA
Chautauqua County,100% in,0.39,0.589,0.021,R +20,129656,New York,NA,NA
Oswego County,100% in,0.388,0.59,0.022,R +20,119104,New York,NA,NA
Jefferson County,100% in,0.339,0.641,0.02,R +30,114448,New York,NA,NA
St. Lawrence County,100% in,0.367,0.616,0.018,R +25,109558,New York,NA,NA
Ontario County,100% in,0.434,0.538,0.027,R +10,109472,New York,NA,NA
Tompkins County,100% in,0.685,0.292,0.023,D +39,102962,New York,NA,NA
Putnam County,100% in,0.454,0.533,0.013,R +8,99070,New York,NA,NA
Steuben County,100% in,0.291,0.69,0.018,R +40,96927,New York,NA,NA
Wayne County,100% in,0.342,0.634,0.024,R +29,90856,New York,NA,NA
Chemung County,100% in,0.366,0.613,0.022,R +25,85740,New York,NA,NA
Clinton County,100% in,0.462,0.523,0.016,R +6,80794,New York,NA,NA
Cayuga County,100% in,0.444,0.536,0.021,R +9,77868,New York,NA,NA
Cattaraugus County,100% in,0.304,0.675,0.02,R +37,77686,New York,NA,NA
Sullivan County,100% in,0.408,0.578,0.014,R +17,75211,New York,NA,NA
Madison County,100% in,0.433,0.543,0.024,R +11,71359,New York,NA,NA
Warren County,100% in,0.428,0.55,0.022,R +12,64480,New York,NA,NA
Livingston County,100% in,0.397,0.58,0.023,R +18,63907,New York,NA,NA
Herkimer County,100% in,0.294,0.688,0.018,R +39,62505,New York,NA,NA
Washington County,100% in,0.362,0.618,0.021,R +26,61828,New York,NA,NA
Columbia County,100% in,0.57,0.411,0.018,D +16,60919,New York,NA,NA
Otsego County,100% in,0.464,0.513,0.023,R +5,60244,New York,NA,NA
Genesee County,100% in,0.282,0.693,0.025,R +41,58112,New York,NA,NA
Fulton County,100% in,0.288,0.694,0.018,R +41,53743,New York,NA,NA
Franklin County,100% in,0.428,0.554,0.018,R +13,50692,New York,NA,NA
Montgomery County,100% in,0.327,0.654,0.02,R +33,49426,New York,NA,NA
Tioga County,100% in,0.384,0.592,0.024,R +21,49045,New York,NA,NA
Chenango County,100% in,0.297,0.681,0.022,R +38,48348,New York,NA,NA
Cortland County,100% in,0.479,0.498,0.023,R +2,48123,New York,NA,NA
Greene County,100% in,0.368,0.611,0.021,R +24,47617,New York,NA,NA
Allegany County,100% in,0.292,0.683,0.025,R +39,47025,New York,NA,NA
Delaware County,100% in,0.343,0.639,0.018,R +30,45502,New York,NA,NA
Orleans County,100% in,0.306,0.67,0.024,R +36,41175,New York,NA,NA
Wyoming County,100% in,0.262,0.717,0.022,R +46,40565,New York,NA,NA
Essex County,100% in,0.459,0.524,0.017,R +6,37751,New York,NA,NA
Seneca County,100% in,0.392,0.585,0.023,R +19,34612,New York,NA,NA
Schoharie County,100% in,0.341,0.631,0.028,R +29,31364,New York,NA,NA
Lewis County,100% in,0.254,0.729,0.017,R +47,26719,New York,NA,NA
Yates County,100% in,0.395,0.581,0.025,R +19,25009,New York,NA,NA
Schuyler County,100% in,0.401,0.577,0.022,R +18,17992,New York,NA,NA
Hamilton County,100% in,0.341,0.643,0.016,R +30,4575,New York,NA,NA
Philadelphia County,>99% in,0.814,0.179,0.007,D +64,1575522,Pennsylvania,NA,NA
Allegheny County,>99% in,0.596,0.392,0.012,D +20,1225561,Pennsylvania,NA,NA
Montgomery County,>99% in,0.626,0.364,0.01,D +26,821301,Pennsylvania,NA,NA
Bucks County,>99% in,0.517,0.473,0.011,D +4,626370,Pennsylvania,NA,NA
Delaware County,>99% in,0.63,0.361,0.009,D +27,563527,Pennsylvania,NA,NA
Lancaster County,>99% in,0.413,0.572,0.015,R +16,538347,Pennsylvania,NA,NA
Chester County,100% in,0.58,0.409,0.011,D +17,517156,Pennsylvania,NA,NA
York County,99% in,0.37,0.615,0.015,R +25,444014,Pennsylvania,NA,NA
Berks County,100% in,0.452,0.534,0.014,R +8,416642,Pennsylvania,NA,NA
Lehigh County,99% in,0.532,0.456,0.012,D +8,362613,Pennsylvania,NA,NA
Westmoreland County,>99% in,0.352,0.637,0.011,R +28,354751,Pennsylvania,NA,NA
Luzerne County,99% in,0.423,0.567,0.01,R +14,317884,Pennsylvania,NA,NA
Northampton County,100% in,0.498,0.491,0.012,D +1,301778,Pennsylvania,NA,NA
Erie County,100% in,0.498,0.488,0.014,D +1,275972,Pennsylvania,NA,NA
Dauphin County,99% in,0.536,0.451,0.013,D +9,274515,Pennsylvania,NA,NA
Cumberland County,99% in,0.44,0.545,0.015,R +11,247433,Pennsylvania,NA,NA
Lackawanna County,100% in,0.537,0.453,0.009,D +8,211454,Pennsylvania,NA,NA
Washington County,99% in,0.381,0.608,0.011,R +23,207547,Pennsylvania,NA,NA
Butler County,98% in,0.331,0.657,0.013,R +33,186566,Pennsylvania,NA,NA
Monroe County,98% in,0.526,0.462,0.012,D +6,167586,Pennsylvania,NA,NA
Beaver County,100% in,0.398,0.589,0.013,R +19,166896,Pennsylvania,NA,NA
Centre County,100% in,0.517,0.469,0.014,D +5,161443,Pennsylvania,NA,NA
